scene,video,frame,video_length,mse,phase,label,phase_error,negative_psnr,negative_psnr_normalized,phase_error_normalized,negative_psnr_with_phase
R03,01,10,720,0.009105111472308636,0,1,0.3445800430725058,-20.407147328441106,0.4234885054337297,0.0007688050837701468,0.2121286552587499
R03,01,11,720,0.009117858484387398,0,1,0.3445800430725058,-20.40107152639277,0.4243880194634783,0.0007688050837701468,0.21257841227362423
R03,01,12,720,0.00913095474243164,0,1,0.3445800430725058,-20.394838097941374,0.42531086986262845,0.0007688050837701468,0.2130398374731993
R03,01,13,720,0.009127737954258919,0,1,0.3445800430725058,-20.396368364527845,0.42508431602614144,0.0007688050837701468,0.2129265605549558
R03,01,14,720,0.009132612496614456,0,1,0.3445800430725058,-20.39404969391657,0.4254275919802647,0.0007688050837701468,0.21309819853201742
R03,01,15,720,0.009123953059315681,0,1,0.3445800430725058,-20.398169577369735,0.42481764897396396,0.0007688050837701468,0.21279322702886705
R03,01,16,720,0.009136416018009186,0,1,0.3445800430725058,-20.392241334620316,0.42569531705505603,0.0007688050837701468,0.2132320610694131
R03,01,17,720,0.00911581888794899,0,1,0.7148600143575038,-20.40204311919231,0.4242441765029215,0.005558052211893206,0.21490111435740736
R03,01,18,720,0.009118540212512016,0,1,1.4,-20.40074682328912,0.4244360913056669,0.01441973786346477,0.21942791458456584
R03,01,19,720,0.009114604443311691,3,1,1.2554199569274942,-20.40262174163651,0.42415851225607093,0.012549721633135221,0.21835411694460308
R03,01,20,720,0.009074019268155098,4,1,0.9702799712849981,-20.42200302869809,0.4212891397044666,0.008861685651571714,0.21507541267801913
R03,01,21,720,0.00907590426504612,4,1,0.37027997128499807,-20.42110093811945,0.4214226929580343,0.0011012111465596255,0.21126195205229698
R03,01,22,720,0.009082257747650146,5,1,0.4,-20.418061773091104,0.42187263710696665,0.0014856136884446253,0.21167912539770564
R03,01,23,720,0.009040671400725842,5,1,0.28513998564250187,-20.437993156747602,0.4189218235207616,1.471875652402993e-16,0.2094609117603809
R03,01,24,720,0.009003834798932076,5,1,0.4,-20.455724819712056,0.4162966755188334,0.0014856136884446253,0.20889114460363903
R03,01,25,720,0.00916039478033781,6,1,0.4,-20.380858093858873,0.42738058999309203,0.0014856136884446253,0.21443310184076833
