layer,M,N,K,kind,regime,repeat,us,calls_per_event
fc2,1,768,3072,predequant_gemm,warm,0,14.739000238478184,32
fc2,1,768,3072,packed_int4,warm,0,15.75399935245514,32
fc2,1,768,3072,native_int4,warm,0,5.816999822854996,32
fc2,1,768,3072,bf16,warm,0,10.089999996125698,32
fc2,1,768,3072,fused_int4,warm,0,45.49200087785721,32
fc2,1,768,3072,dequant_only,warm,0,4.780000075697899,32
fc2,1,768,3072,fused_int4,warm,1,45.12299969792366,32
fc2,1,768,3072,predequant_gemm,warm,1,10.328000411391258,32
fc2,1,768,3072,packed_int4,warm,1,14.305000193417072,32
fc2,1,768,3072,dequant_only,warm,1,4.215999972075224,32
fc2,1,768,3072,native_int4,warm,1,4.7969999723136425,32
fc2,1,768,3072,bf16,warm,1,9.530000388622284,32
fc2,1,768,3072,bf16,warm,2,9.48300026357174,32
fc2,1,768,3072,dequant_only,warm,2,4.253000020980835,32
fc2,1,768,3072,fused_int4,warm,2,45.07400095462799,32
fc2,1,768,3072,packed_int4,warm,2,14.13699984550476,32
fc2,1,768,3072,predequant_gemm,warm,2,10.259999893605709,32
fc2,1,768,3072,native_int4,warm,2,4.72299987450242,32
fc2,1,768,3072,native_int4,warm,3,4.629000090062618,32
fc2,1,768,3072,bf16,warm,3,9.445000439882278,32
fc2,1,768,3072,packed_int4,warm,3,14.084000140428543,32
fc2,1,768,3072,dequant_only,warm,3,4.141000099480152,32
fc2,1,768,3072,fused_int4,warm,3,45.003000646829605,32
fc2,1,768,3072,predequant_gemm,warm,3,10.25800034403801,32
fc2,1,768,3072,dequant_only,warm,4,4.137999843806028,32
fc2,1,768,3072,fused_int4,warm,4,45.030999928712845,32
fc2,1,768,3072,bf16,warm,4,9.459000080823898,32
fc2,1,768,3072,packed_int4,warm,4,13.992000371217728,32
fc2,1,768,3072,native_int4,warm,4,4.6339998953044415,32
fc2,1,768,3072,predequant_gemm,warm,4,10.201999917626381,32
fc2,1,768,3072,fused_int4,warm,5,45.10900005698204,32
