mode,repeat,frame,processing_ms,read_decode_ms,queue_ms,end_to_end_ms,elapsed_s,score,alarm_active,valid_score
capacity,0,0,7.2044620756059885,0.38894196040928364,0.00017997808754444122,7.204642053693533,0.007220412138849497,,,False
capacity,0,1,7.850958965718746,0.39642583578824997,0.00028009526431560516,7.851239060983062,0.015096729155629873,,,False
capacity,0,2,7.166239898651838,0.38662785664200783,0.0002100132405757904,7.166449911892414,0.022288908017799258,,,False
capacity,0,3,7.61364190839231,0.3908849321305752,0.00010104849934577942,7.613742956891656,0.029926605988293886,,,False
capacity,0,4,7.201595930382609,0.3859358839690685,0.00012107193470001221,7.201717002317309,0.03715341002680361,,,False
capacity,0,5,7.154016988351941,0.38418290205299854,0.00010011717677116394,7.154117105528712,0.04433125210925937,,,False
capacity,0,6,8.175719995051622,0.45019714161753654,0.00011082738637924194,8.175830822438002,0.052530416985973716,,,False
capacity,0,7,7.163455942645669,0.39323093369603157,0.00012014061212539673,7.163576083257794,0.05972309806384146,,,False
capacity,0,8,7.8898819629102945,0.38212910294532776,0.00010989606380462646,7.889991858974099,0.06763910898007452,,,False
capacity,0,9,7.1355130057781935,0.38569606840610504,0.00011012889444828033,7.135623134672642,0.07480025012046099,,,False
capacity,0,10,7.93228205293417,0.38052606396377087,0.00012991949915885925,7.932411972433329,0.08275798009708524,,,False
capacity,0,11,7.154477993026376,0.3871489316225052,0.00010011717677116394,7.154578110203147,0.08993959915824234,,,False
capacity,0,12,7.9658550675958395,0.38297008723020554,0.000141095370054245,7.965996162965894,0.0979305321816355,,,False
capacity,0,13,7.183582987636328,0.38975407369434834,8.987262845039368e-05,7.183672860264778,0.10514221806079149,,,False
capacity,0,14,7.625684840604663,0.3828909248113632,0.00013015232980251312,7.625814992934465,0.11279285000637174,,,False
capacity,0,15,7.495018886402249,0.3883910831063986,0.00011990778148174286,7.495138794183731,0.12031345698051155,,,False
capacity,0,16,7.4711639899760485,0.3999229520559311,0.00014016404747962952,7.471304154023528,0.12781195319257677,,,False
capacity,0,17,8.234350010752678,0.4117151256650686,0.00013085082173347473,8.234480861574411,0.13607351505197585,,,False
capacity,0,18,7.46480212546885,0.3836320247501135,0.00014086253941059113,7.464942988008261,0.1435649881605059,,,False
capacity,0,19,8.230484090745449,0.39151706732809544,0.00013993121683597565,8.230624021962285,0.15182092017494142,,,False
capacity,0,20,7.469419855624437,0.3999718464910984,0.0001310836523771286,7.4695509392768145,0.15932433400303125,,,False
capacity,0,21,8.218351053074002,0.3953541163355112,0.00012991949915885925,8.218480972573161,0.16757228109054267,,,False
capacity,0,22,7.457758998498321,0.39728800766170025,0.00011990778148174286,7.457878906279802,0.17506135907024145,,,False
capacity,0,23,8.220664924010634,0.3878700081259012,0.00012991949915885925,8.220794843509793,0.18331002700142562,,,False
capacity,0,24,7.487235125154257,0.3968270029872656,0.00012991949915885925,7.487365044653416,0.19082773919217288,,,False
capacity,0,25,7.482534972950816,0.3963359631597996,0.000141095370054245,7.48267606832087,0.19834139314480126,,,False
capacity,0,26,7.526678964495659,0.39589591324329376,0.00013993121683597565,7.526818895712495,0.20589778805151582,,,False
capacity,0,27,8.012524107471108,0.38578594103455544,0.00011990778148174286,8.01264401525259,0.2139369621872902,,,False
capacity,0,28,7.444675080478191,0.38533611223101616,0.00014994293451309204,7.4448250234127045,0.22140802606008947,,,False
capacity,0,29,7.980694063007832,0.3956349100917578,0.00013993121683597565,7.9808339942246675,0.22942314413376153,,,False
capacity,0,30,7.475862978026271,0.3989008255302906,0.0001310836523771286,7.475994061678648,0.2369270301423967,,,False
capacity,0,31,7.518933853134513,0.3926388453692198,0.0002400483936071396,7.51917390152812,0.2444737460464239,,,False
capacity,0,32,7.702660048380494,0.40516210719943047,0.00014994293451309204,7.702809991315007,0.2522079760674387,,,False
capacity,0,33,7.443943060934544,0.3982300404459238,0.00013993121683597565,7.44408299215138,0.25968235614709556,,,False
capacity,0,34,8.18488816730678,0.38373307324945927,9.988434612751007e-05,8.184988051652908,0.2678928221575916,,,False
capacity,0,35,7.485050009563565,0.38285995833575726,0.0001511070877313614,7.485201116651297,0.275402489118278,0.11683839309550535,False,True
capacity,0,36,8.287350181490183,0.38956315256655216,0.00012083910405635834,8.28747102059424,0.2837139351759106,0.12481859576900967,False,True
capacity,0,37,7.48380902223289,0.38458406925201416,0.00013993121683597565,7.483948953449726,0.2912217490375042,0.12139614734603643,False,True
capacity,0,38,8.319491054862738,0.38660806603729725,0.00013993121683597565,8.319630986079574,0.29956422303803265,0.11681279913969043,False,True
capacity,0,39,7.4796900153160095,0.38806116208434105,0.00013993121683597565,7.4798299465328455,0.3070673970505595,0.10978548191745405,False,True
capacity,0,40,7.464882917702198,0.38022594526410103,0.00013993121683597565,7.465022848919034,0.31455494300462306,0.1287967520513128,False,True
capacity,0,41,7.447520038112998,0.3832110669463873,0.00012014061212539673,7.447640178725123,0.3220254061743617,0.11869823263541018,False,True
capacity,0,42,8.740825112909079,0.377922086045146,0.00012991949915885925,8.740955032408237,0.3307890531141311,0.11525600871258279,False,True
capacity,0,43,7.464011199772358,0.3816180396825075,0.00014994293451309204,7.464161142706871,0.33827846217900515,0.10876888346711427,False,True
capacity,0,44,8.056866936385632,0.3849149215966463,0.00013993121683597565,8.057006867602468,0.3463585020508617,0.10538638481653204,False,True
capacity,0,45,7.473758887499571,0.3848639316856861,0.00013993121683597565,7.473898818716407,0.35385538497939706,0.10609743276179241,False,True
capacity,0,46,7.458070060238242,0.3780820406973362,0.00012991949915885925,7.458199979737401,0.36133650806732476,0.11499109676907356,False,True
