scene,video,frame,video_length,mse,phase,label,phase_error,negative_psnr,negative_psnr_normalized,phase_error_normalized,negative_psnr_with_phase
R02,01,10,583,0.006508301943540573,0,0,0.4,-21.865323067844077,0.8184844667032828,0.0017701386461095384,0.41012730267469616
R02,01,11,583,0.00711883045732975,1,0,0.3290431837425899,-21.47591350134067,0.845526848449082,0.0008430285302096955,0.42318493848964583
R02,01,12,583,0.007085905876010656,1,0,0.3290431837425899,-21.496046208146787,0.8441287411865516,0.0008430285302096955,0.4224858848583806
R02,01,13,583,0.006651375442743301,2,0,0.3290431837425899,-21.770885373395416,0.8250426522337646,0.0008430285302096955,0.41294284038198714
R02,01,14,583,0.006245221942663193,2,0,0.4,-22.04452123060674,0.8060401264959103,0.0017701386461095384,0.4039051325710099
R02,01,15,583,0.004825511947274208,3,0,0.6,-23.16456604790284,0.7282590904682292,0.004383305822428623,0.36632119814532893
R02,01,16,583,0.004198509734123945,2,0,0.6,-23.76904835577736,0.686281073659591,0.004383305822428623,0.3453321897410098
R02,01,17,583,0.0038309625815600157,3,0,0.4,-24.16692089912346,0.6586509840859104,0.0017701386461095384,0.33021056136600996
R02,01,18,583,0.0032995990477502346,3,0,0.52904318374259,-24.8153883040362,0.6136184409185235,0.0034561957065287812,0.3085373183125261
R02,01,19,583,0.003451632335782051,4,0,0.39356477561388487,-24.619754710810827,0.6272041326050595,0.001686057060419317,0.3144450948327394
R02,01,20,583,0.003293910762295127,5,0,0.52904318374259,-24.822881707909687,0.6130980646731686,0.0034561957065287812,0.3082771301898487
R02,01,21,583,0.0032866247929632664,5,0,0.4,-24.83249872932864,0.612430214710457,0.0017701386461095384,0.30710017667828327
R02,01,22,583,0.0035511646419763565,6,0,0.6,-24.496291921184763,0.6357779535269452,0.004383305822428623,0.3200806296746869
R02,01,23,583,0.004207865335047245,5,0,0.6,-23.75938167424117,0.686952372248026,0.004383305822428623,0.3456678390352273
R02,01,24,583,0.005333739332854748,6,0,0.4709568162574101,-22.72968212693579,0.7584594194213654,0.0026972487620093803,0.3805783340916874
R02,01,25,583,0.00421103835105896,6,0,0.33547840812870505,-23.756108033250598,0.68717970885447,0.0009271101158999168,0.344053409485185
R02,01,26,583,0.004020208027213812,6,0,0.4064352243861151,-23.957514735987306,0.6731931060329875,0.0018542202317997588,0.3375236631323936
