scene,video,frame,video_length,phase,conditional_nn,conditional_soft,unconditional_nn,unconditional_soft
R03,01,8,720,0,0.04377708211541176,0.05801791325211525,0.03237353265285492,0.0588979609310627
R03,01,9,720,0,0.043117206543684006,0.057705171406269073,0.031898383051157,0.05793888121843338
R03,01,10,720,0,0.04403572902083397,0.05777585133910179,0.032054584473371506,0.05784988030791283
R03,01,11,720,0,0.044930435717105865,0.058980271220207214,0.03248782828450203,0.058465439826250076
R03,01,12,720,0,0.04610254243016243,0.06019434705376625,0.03348888084292412,0.06048712879419327
R03,01,13,720,0,0.04531995952129364,0.05949968099594116,0.03320993110537529,0.05966371297836304
R03,01,14,720,0,0.044665414839982986,0.05891984701156616,0.03227360174059868,0.058870382606983185
R03,01,15,720,0,0.045454226434230804,0.059758927673101425,0.033448684960603714,0.05950543284416199
R03,01,16,720,0,0.04442485794425011,0.05896510183811188,0.03269460052251816,0.05896143242716789
R03,01,17,720,0,0.04632757231593132,0.060187045484781265,0.033266469836235046,0.05957740172743797
R03,01,18,720,0,0.0459662564098835,0.06006906181573868,0.03284308314323425,0.058894045650959015
R03,01,19,720,0,0.04560081660747528,0.05960662290453911,0.03240521252155304,0.058090388774871826
R03,01,20,720,0,0.0426316037774086,0.056290119886398315,0.030959753319621086,0.057094868272542953
R03,01,21,720,0,0.04373054951429367,0.056458767503499985,0.032095327973365784,0.057307325303554535
R03,01,22,720,0,0.0432240292429924,0.0572461374104023,0.031612809747457504,0.05722666531801224
R03,01,23,720,0,0.04282418638467789,0.05612241476774216,0.03177620843052864,0.05691130459308624
R03,01,24,720,0,0.04335388168692589,0.057272911071777344,0.0323198065161705,0.05816721171140671
R03,01,25,720,0,0.04266780614852905,0.05752333998680115,0.03182578831911087,0.05798918381333351
R03,01,26,720,0,0.042142290621995926,0.05653274431824684,0.030588427558541298,0.0565832182765007
R03,01,27,720,0,0.04304700344800949,0.05709117278456688,0.03169240057468414,0.057418253272771835
R03,01,28,720,0,0.04164014011621475,0.056278958916664124,0.031231611967086792,0.05651712045073509
R03,01,29,720,0,0.04168586805462837,0.05580531433224678,0.03160910680890083,0.05667472258210182
R03,01,30,720,6,0.041687194257974625,0.056703027337789536,0.03187058866024017,0.058212220668792725
R03,01,31,720,6,0.04156539589166641,0.056707512587308884,0.031905025243759155,0.05823411047458649
R03,01,32,720,6,0.043675947934389114,0.05834357067942619,0.03260689601302147,0.058691706508398056
R03,01,33,720,6,0.044359318912029266,0.058116525411605835,0.03205537796020508,0.05822676792740822
R03,01,34,720,6,0.041983358561992645,0.056600477546453476,0.030956363305449486,0.05593445897102356
R03,01,35,720,6,0.04250149056315422,0.05731911212205887,0.03152863308787346,0.057167936116456985
R03,01,36,720,8,0.04447143152356148,0.05982063338160515,0.03207109123468399,0.05853459984064102
R03,01,37,720,8,0.043884988874197006,0.05928415060043335,0.03193160146474838,0.058197204023599625
R03,01,38,720,8,0.04401776194572449,0.05869362875819206,0.03125966712832451,0.05663333088159561
R03,01,39,720,8,0.04360005259513855,0.05798953399062157,0.030517926439642906,0.05640815198421478
R03,01,40,720,8,0.045636892318725586,0.05881759151816368,0.032674599438905716,0.05717548355460167
R03,01,41,720,8,0.044889114797115326,0.05903766304254532,0.03165488317608833,0.05677030235528946
R03,01,42,720,8,0.04519882798194885,0.059407398104667664,0.03172018378973007,0.05732163041830063
R03,01,43,720,8,0.04570397362112999,0.060042865574359894,0.03101149946451187,0.057642314583063126
R03,01,44,720,8,0.04420233517885208,0.058200135827064514,0.030398651957511902,0.05645405128598213
R03,01,45,720,8,0.04279736056923866,0.05741990730166435,0.030353130772709846,0.05613341182470322
R03,01,46,720,11,0.039669714868068695,0.05278126522898674,0.03156239166855812,0.05673583969473839
R03,01,47,720,11,0.03983709216117859,0.052896834909915924,0.031236806884407997,0.05687910318374634
R03,01,48,720,11,0.039130739867687225,0.05304556339979172,0.03100941888988018,0.05757186934351921
