scene,video,frame,video_length,phase,unconditional,legacy_hard,top3_weighted,label,phase_error,phase_error_normalized,unconditional_normalized,legacy_hard_normalized,top3_weighted_normalized,unconditional_with_phase,legacy_hard_with_phase,top3_weighted_with_phase
R02,01,10,583,1,0.06435774266719818,0.09505657106637955,0.0950695127248764,0,0.39356477561388487,0.008414682627324824,0.4838647321965416,0.6075626740134065,0.598888465078317,0.2461397074119332,0.30798867832036564,0.3036515738528209
R02,01,11,583,2,0.058334656059741974,0.08582372218370438,0.08583219349384308,0,0.6,0.021875966252926763,0.43385953914080433,0.5438989430770932,0.5357413449112629,0.22786775269686554,0.28288745466501,0.27880865558209483
R02,01,12,583,2,0.0512973926961422,0.06665775924921036,0.06666339188814163,0,0.33547840812870505,0.0046269711559702295,0.37543439336168777,0.4117429072855228,0.4047017447654703,0.190030682258829,0.20818493922074652,0.20466435796072024
R02,01,13,583,2,0.05638890713453293,0.07028789818286896,0.07029082626104355,0,0.4064352243861151,0.009253942311940086,0.4177054379325263,0.43677398829536535,0.42949920261170255,0.2134796901222332,0.22301396530365272,0.21937657246182132
R02,01,14,583,2,0.048664916306734085,0.06171570345759392,0.06171707808971405,0,0.33547840812870505,0.0046269711559702295,0.35357890652474544,0.3776656994607419,0.3708883121015951,0.17910293884035783,0.19114633530835606,0.18775764162878267
R02,01,15,583,2,0.03465929254889488,0.04883452132344246,0.04883534088730812,0,0.6,0.021875966252926763,0.23730066489863721,0.28884543131262347,0.28282763272744055,0.129588315575782,0.15536069878277511,0.15235179949018365
R02,01,16,583,3,0.02900056540966034,0.04328156262636185,0.04328209534287453,0,0.39356477561388487,0.008414682627324824,0.19032047658507903,0.2505558337156389,0.24486516169651593,0.09936757960620193,0.12948525817148185,0.12663992216192038
R02,01,17,583,4,0.031027520075440407,0.04687761887907982,0.04687827453017235,0,0.6,0.021875966252926763,0.20714876845325245,0.27535190268785736,0.2694489563671209,0.1145123673530896,0.14861393447039206,0.14566246131002383
R02,01,18,583,4,0.03124096989631653,0.04602932557463646,0.04603086784482002,0,0.33547840812870505,0.0046269711559702295,0.2089208830178031,0.2695026228636748,0.2636560103346255,0.10677392708688666,0.13706479700982252,0.13414149074529785
R02,01,19,583,4,0.03169180452823639,0.04574836790561676,0.045751720666885376,0,0.33547840812870505,0.0046269711559702295,0.2126638265075176,0.2675653212060546,0.26174773587225625,0.10864539883174391,0.1360961461810124,0.13318735351411323
R02,01,20,583,4,0.032779715955257416,0.04777391627430916,0.04777880012989044,0,0.4,0.008834312469632457,0.22169594317480637,0.2815321875526808,0.27560502793254477,0.11526512782221941,0.14518325001115662,0.1422196702010886
R02,01,21,583,5,0.02979242615401745,0.04481429234147072,0.04482426866889,0,0.4,0.008834312469632457,0.19689470537764167,0.2611245426180324,0.25540759309903344,0.10286450892363706,0.13497942754383244,0.13212095278433295
R02,01,22,583,5,0.02872198075056076,0.04278968274593353,0.04281206801533699,0,0.33547840812870505,0.0046269711559702295,0.18800759606906653,0.24716414944153206,0.24165201387825092,0.09631728361251837,0.12589556029875115,0.12313949251711057
R02,01,23,583,5,0.03260089084506035,0.04443016275763512,0.04447703808546066,0,0.33547840812870505,0.0046269711559702295,0.22021129174250786,0.25847583442614636,0.2530338945368115,0.11241913144923904,0.1315514027910583,0.12883043284639087
R02,01,24,583,5,0.03801114484667778,0.04817075654864311,0.04827289655804634,0,0.4,0.008834312469632457,0.26512859303061187,0.284268540413096,0.2789827142225294,0.13698145275012216,0.14655142644136424,0.14390851334608093
R02,01,25,583,6,0.03752860799431801,0.04884010925889015,0.04903888329863548,0,0.3290431837425899,0.004207341313662597,0.26112244966403836,0.288883962087182,0.2842190664091953,0.13266489548885047,0.14654565170042227,0.14421320386142894
R02,01,26,583,6,0.033614225685596466,0.04684481397271156,0.04714515805244446,0,0.3290431837425899,0.004207341313662597,0.22862425466892244,0.2751257013540157,0.27127339540944667,0.11641579799129252,0.13966652133383914,0.13774036836155462
R02,01,27,583,7,0.02509681135416031,0.03475312143564224,0.03490396589040756,0,0.4,0.008834312469632457,0.1579105200445669,0.1917492408458088,0.1875915378151765,0.08337241625709968,0.10029177665772063,0.09821292514240448
R02,01,28,583,7,0.012774535454809666,0.023265745490789413,0.023214204236865044,0,0.33547840812870505,0.0046269711559702295,0.0556078594003887,0.11253975517019259,0.10767930728615813,0.030117415278179464,0.05858336316308141,0.05615313922106418
R02,01,29,583,7,0.012811257503926754,0.021754100918769836,0.021707899868488312,0,0.33547840812870505,0.0046269711559702295,0.05591273516844241,0.10211643572379993,0.09738207920742217,0.03026985316220632,0.05337170343988508,0.0510045251816962
R02,01,30,583,7,0.011790919117629528,0.021614795550704002,0.021457970142364502,0,0.4,0.008834312469632457,0.04744162702833866,0.1011558763576471,0.09567353779468878,0.028137969748985556,0.054995094413639777,0.052253925132160615
R02,01,31,583,8,0.011227584443986416,0.020426565781235695,0.020127061754465103,0,0.4,0.008834312469632457,0.04276467965128413,0.09296261539397047,0.08657533194080035,0.025799496060458293,0.05089846393180146,0.0477048222052164
R02,01,32,583,8,0.010008554905653,0.018991267308592796,0.018520914018154144,0,0.33547840812870505,0.0046269711559702295,0.03264398715957287,0.08306572907677959,0.07559556588809847,0.01863547915777155,0.04384635011637491,0.04011126852203435
R02,01,33,583,8,0.009993061423301697,0.018957311287522316,0.017824726179242134,0,0.5354784081287051,0.017668624939264542,0.03251535633843816,0.08283159040337887,0.07083636508285569,0.025091990638851352,0.05025010767132171,0.044252495011060114
R02,01,34,583,8,0.00978874508291483,0.01934504508972168,0.017044199630618095,0,1.0,0.04795927381951538,0.03081907024604839,0.08550515094485518,0.06550061749994743,0.03938917203278189,0.06673221238218528,0.056729945659731405
R02,01,35,583,10,0.01029925886541605,0.014444209635257721,0.016251249238848686,0,0.9935647756138849,0.04753964397720776,0.035057485184327,0.05171217180040111,0.06007993944138756,0.041298564580767375,0.04962590788880443,0.05380979170929766
R02,01,36,583,11,0.010078257881104946,0.014794605784118176,0.016319863498210907,0,0.7935647756138848,0.03449799019391344,0.03322267894522959,0.054128276128073034,0.06054899250459266,0.033860334569571514,0.04431313316099324,0.04752349134925305
R02,01,37,583,12,0.008979594334959984,0.01263166032731533,0.01428954117000103,0,0.6,0.021875966252926763,0.024101295457190617,0.03921400867480574,0.04666953193484249,0.02298863085505869,0.030544987463866254,0.03427274909388463
R02,01,38,583,12,0.00901675783097744,0.013448941521346569,0.015000327490270138,0,0.33547840812870505,0.0046269711559702295,0.024409836229405058,0.04484944912198415,0.051528529232277076,0.014518403692687644,0.02473821013897719,0.028077750194123653
R02,01,39,583,12,0.00971897505223751,0.013665624894201756,0.015178397297859192,0,0.33547840812870505,0.0046269711559702295,0.030239821750898906,0.046343556967040574,0.05274582997253658,0.017433396453434568,0.025485264061505402,0.028686400564253405
R02,01,40,583,12,0.00980695802718401,0.01334844995290041,0.015057703480124474,0,0.8,0.03491762003622108,0.030970278729945386,0.044156524515914924,0.05192075650465101,0.03294394938308323,0.039537072276068,0.043419188270436046
R02,01,41,583,13,0.010367807932198048,0.014262186363339424,0.01598767191171646,0,0.7935647756138848,0.03449799019391344,0.03562659692746232,0.050457057506339775,0.058278101837484844,0.03506229356068788,0.04247752385012661,0.04638804601569914
R02,01,42,583,15,0.010746804066002369,0.015047862194478512,0.016831036657094955,0,1.0,0.04795927381951538,0.038773118980590694,0.05587456789261509,0.06404341681568283,0.04336619640005304,0.05191692085606524,0.05600134531759911
R02,01,43,583,15,0.010678737424314022,0.014010979793965816,0.015670159831643105,0,0.5354784081287051,0.017668624939264542,0.038208012452972784,0.04872490011426494,0.05610756155697528,0.027938318696118663,0.03319676252676474,0.03688809324811991
R02,01,44,583,15,0.010610654950141907,0.013838653452694416,0.015277811326086521,0,0.4064352243861151,0.009253942311940086,0.037642774480057976,0.04753664955765419,0.0534254329428087,0.02344835839599903,0.028395295934797136,0.031339687627374394
R02,01,45,583,15,0.009746447205543518,0.012424468994140625,0.013747623190283775,0,0.4064352243861151,0.009253942311940086,0.030467902537255703,0.03778535177213275,0.04296493334622528,0.019860922424597895,0.023519647042036417,0.026109437829082684
R02,01,46,583,15,0.010210474021732807,0.013288338668644428,0.014503194019198418,0,0.4064352243861151,0.009253942311940086,0.03432037088759616,0.04374203613039721,0.04813008145195511,0.021787156599768123,0.02649798922116865,0.028692011881947598
