video,frame,video_length,phase,appearance,temporal,appearance_score,temporal_score,combined_score,label,threshold,above_threshold,alarm_active,new_alarm
01,35,583,12,0.009768751449882984,0.4166161799749585,0.04985748462531517,0.0,0.024928742312657584,0,0.7855596371093857,False,False,False
01,36,583,12,0.009674516506493092,0.49137687305626393,0.047062502225980955,0.0,0.023531251112990478,0,0.7855596371093857,False,False,False
01,37,583,12,0.008587852120399475,0.6597196978876383,0.014832336601020889,0.0,0.0074161683005104445,0,0.7855596371093857,False,False,False
01,38,583,12,0.008600735105574131,0.9165152065915434,0.01521444238385207,0.010138582315999584,0.012676512349925827,0,0.7855596371093857,False,False,False
01,39,583,13,0.009535703808069229,0.4352760612302601,0.04294535592183836,0.0,0.02147267796091918,0,0.7855596371093857,False,False,False
01,40,583,14,0.008968662470579147,0.5919059735853632,0.02612706643210648,0.0,0.01306353321605324,0,0.7855596371093857,False,False,False
01,41,583,14,0.009761120192706585,0.4404862878145332,0.04963114364472392,0.0,0.02481557182236196,0,0.7855596371093857,False,False,False
01,42,583,14,0.010035039857029915,0.4250979441819147,0.057755525249619744,0.0,0.028877762624809872,0,0.7855596371093857,False,False,False
01,43,583,17,0.009372829459607601,2.369199079122743,0.03811454772185058,0.1314070858609128,0.08476081679138169,0,0.7855596371093857,False,False,False
01,44,583,17,0.009085946716368198,1.9729391332444772,0.029605684775869872,0.09832772733006112,0.06396670605296549,0,0.7855596371093857,False,False,False
01,45,583,17,0.008860446512699127,1.6089906700593728,0.022917411003649035,0.06794569698437719,0.045431553994013114,0,0.7855596371093857,False,False,False
01,46,583,17,0.009327963925898075,1.27735368956743,0.036783848380991094,0.04026099482386103,0.03852242160242606,0,0.7855596371093857,False,False,False
01,47,583,17,0.008775640279054642,1.073266287006745,0.02040208153176244,0.023223995674294853,0.021813038603028648,0,0.7855596371093857,False,False,False
01,48,583,17,0.009049992077052593,0.9014903671392217,0.028539280102120104,0.008884324709896441,0.018711802406008272,0,0.7855596371093857,False,False,False
01,49,583,17,0.009042968042194843,0.7671149884890337,0.02833094916782438,0.0,0.01416547458391219,0,0.7855596371093857,False,False,False
01,50,583,19,0.009864292107522488,1.694010258895754,0.05269119414873883,0.07504304177159986,0.06386711796016935,0,0.7855596371093857,False,False,False
01,51,583,19,0.009840975515544415,1.3657659840865946,0.05199963046920717,0.04764155907052644,0.049820594769866805,0,0.7855596371093857,False,False,False
01,52,583,19,0.010124499909579754,1.1021446746637582,0.06040888570515467,0.025634732739788543,0.043021809222471605,0,0.7855596371093857,False,False,False
01,53,583,21,0.009826586581766605,2.2739609838846477,0.05157285866665228,0.12345671103513067,0.08751478485089148,0,0.7855596371093857,False,False,False
01,54,583,21,0.009142907336354256,1.8300819903873342,0.03129512103580899,0.08640216509138791,0.05884864306359845,0,0.7855596371093857,False,False,False
01,55,583,21,0.009685631841421127,1.4252998909487469,0.04739217999060831,0.05261138625169823,0.05000178312115327,0,0.7855596371093857,False,False,False
01,56,583,21,0.009694010950624943,1.136152510198312,0.04764070205582425,0.02847367065467773,0.03805718635525099,0,0.7855596371093857,False,False,False
01,57,583,21,0.00981593132019043,0.9439395775273629,0.05125682655059853,0.012427939613160612,0.031842383081879574,0,0.7855596371093857,False,False,False
01,58,583,21,0.009417504072189331,0.8486610929359022,0.03943958439477972,0.004474193127147112,0.021956888760963418,0,0.7855596371093857,False,False,False
01,59,583,21,0.00916882511228323,0.846924350741145,0.03206383511304523,0.004329211737194367,0.0181965234251198,0,0.7855596371093857,False,False,False
01,60,583,24,0.009405667893588543,2.083484793408457,0.03908852660586904,0.1075559613835664,0.07332224399471772,0,0.7855596371093857,False,False,False
01,61,583,24,0.00994596816599369,1.6396057999111437,0.05511368348933824,0.07050141543982368,0.06280754946458096,0,0.7855596371093857,False,False,False
01,62,583,25,0.009831365197896957,2.083484793408457,0.05171459110153313,0.1075559613835664,0.07963527624254976,0,0.7855596371093857,False,False,False
01,63,583,25,0.010141558945178986,1.5936831051334868,0.060914851990423145,0.0666678377566539,0.06379134487353852,0,0.7855596371093857,False,False,False
01,64,583,25,0.009602724574506283,1.3113615251019832,0.0449331733475508,0.04309993273875016,0.04401655304315048,0,0.7855596371093857,False,False,False
01,65,583,25,0.009511906653642654,1.098751968980978,0.04223953889278448,0.02535151328034607,0.033795526086565275,0,0.7855596371093857,False,False,False
01,66,583,25,0.010961426421999931,0.9507653782462956,0.08523189495844466,0.012997750192277495,0.04911482257536108,0,0.7855596371093857,False,False,False
