name,count,device_type,self_cpu_us,self_device_us,device_total_us
aten::lift_fresh,10,DeviceType.CPU,3.0559999999969705,0,0
aten::to,765,DeviceType.CPU,395.0509999999216,0.0,1518.0149999999699
aten::_to_copy,280,DeviceType.CPU,711.5929999999585,0.0,1518.0149999999699
aten::empty_strided,340,DeviceType.CPU,1220.6779999999908,0,0
aten::copy_,280,DeviceType.CPU,1395.755000000041,1510.04699999997,1518.0149999999699
Activity Buffer Request,1,DeviceType.CPU,201.90099999999995,7.967999999999961,7.967999999999961
cudaStreamIsCapturing,10,DeviceType.CPU,8.487000000008607,0,0
cudaMemcpyAsync,10,DeviceType.CPU,135.40499999999008,0,0
cudaStreamSynchronize,10,DeviceType.CPU,71.46400000001108,0,0
Memcpy HtoD (Pageable -> Device),10,DeviceType.CUDA,0,42.047999999997614,42.047999999997614
aten::permute,15,DeviceType.CPU,30.026000000004274,0,0
aten::as_strided,970,DeviceType.CPU,428.1750000000302,0,0
aten::unsqueeze,10,DeviceType.CPU,12.141999999992322,0,0
cudaLaunchKernel,1520,DeviceType.CPU,7117.9860000000745,0,0
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",20,DeviceType.CUDA,0,54.912999999991825,54.912999999991825
aten::div,25,DeviceType.CPU,144.51800000000708,36.89600000000155,36.89600000000155
"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",10,DeviceType.CUDA,0,11.488000000009151,11.488000000009151
aten::sub,10,DeviceType.CPU,62.65700000000618,14.463999999996645,14.463999999996645
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",10,DeviceType.CUDA,0,11.519000000002961,11.519000000002961
aten::empty,740,DeviceType.CPU,1441.5660000000134,0,0
aten::index,5,DeviceType.CPU,61.0230000000106,18.17500000000723,18.17500000000723
aten::reshape,555,DeviceType.CPU,407.37099999995144,0,0
aten::view,1115,DeviceType.CPU,621.8939999999058,0,0
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",5,DeviceType.CUDA,0,18.17500000000723,18.17500000000723
aten::add,130,DeviceType.CPU,577.3369999999978,163.54900000001783,163.54900000001783
aten::upsample_bilinear2d,5,DeviceType.CPU,42.690000000000964,20.288000000003876,20.288000000003876
"void at::native::(anonymous namespace)::upsample_bilinear2d_out_frame<float, float>(int, float, float, bool, torch::headeronly::detail::GenericPackedTensorAccessor<torch::headeronly::detail::TensorAccessor<c10::ArrayRef<long>, float const, 3ul, torch::headeronly::DefaultPtrTraits, long>, at::detail::IndexBoundsCheck<4ul, long>, float const, 4ul, torch::headeronly::DefaultPtrTraits, long>, torch::headeronly::detail::GenericPackedTensorAccessor<torch::headeronly::detail::TensorAccessor<c10::ArrayRef<long>, float, 3ul, torch::headeronly::DefaultPtrTraits, long>, at::detail::IndexBoundsCheck<4ul, long>, float, 4ul, torch::headeronly::DefaultPtrTraits, long>)",5,DeviceType.CUDA,0,20.288000000003876,20.288000000003876
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",5,DeviceType.CUDA,0,8.576000000001386,8.576000000001386
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",15,DeviceType.CUDA,0,25.4079999999924,25.4079999999924
