video,frame,cls_cosine_distance,cls_max_abs_difference,patch12_cosine_distance,patch12_max_abs_difference
01,0,0.0006428956985473633,0.0038505196571350098,0.0007416615262627602,0.012903064489364624
01,6,0.0007775425910949707,0.004370599985122681,0.000844585127197206,0.03752615302801132
01,13,0.0007599592208862305,0.004272639751434326,0.0007802634499967098,0.015193402767181396
01,19,0.0006088018417358398,0.004831366240978241,0.0007550172158516943,0.01449345052242279
01,26,0.0006875991821289062,0.004472384229302406,0.0008653827244415879,0.04051029682159424
01,33,0.0006524920463562012,0.004116669297218323,0.0010541046503931284,0.15057195723056793
01,39,0.0007008910179138184,0.0041612982749938965,0.0009290114394389093,0.10425594449043274
01,46,0.0006878376007080078,0.0048455726355314255,0.0008448151056654751,0.06242810934782028
01,53,0.0008312463760375977,0.004638015292584896,0.0007959777140058577,0.014356305822730064
01,59,0.0007990598678588867,0.004115372896194458,0.0008283696952275932,0.01592385768890381
01,66,0.0007370710372924805,0.0041026584804058075,0.000830050790682435,0.036845795810222626
01,73,0.0007260441780090332,0.004977889358997345,0.0008966218447312713,0.021780863404273987
01,79,0.0006681680679321289,0.004137489944696426,0.0008625600021332502,0.019715718924999237
01,86,0.0006284713745117188,0.003857940435409546,0.0008116947719827294,0.027439609169960022
01,93,0.0007422566413879395,0.00446070171892643,0.0012536821886897087,0.17290842533111572
01,99,0.0006659030914306641,0.004120955243706703,0.0007803331827744842,0.029705211520195007
01,106,0.0007452964782714844,0.0047742766328155994,0.0008207085193134844,0.02115955948829651
01,112,0.0007163286209106445,0.004823707044124603,0.0008634179830551147,0.07603169977664948
01,119,0.0006902813911437988,0.004296420142054558,0.0013080883072689176,0.1632452756166458
01,126,0.0007128715515136719,0.004502727184444666,0.0008589891949668527,0.024540439248085022
01,132,0.000653386116027832,0.004401408601552248,0.0008347310358658433,0.02554553747177124
01,139,0.0006581544876098633,0.004638614133000374,0.0016973166493698955,0.16073566675186157
01,146,0.000637352466583252,0.00447007454931736,0.0008366781403310597,0.0536578893661499
01,152,0.0006795525550842285,0.004473555833101273,0.001277958508580923,0.10432569682598114
01,159,0.0006626248359680176,0.0045175012201070786,0.0008626795606687665,0.046339862048625946
01,166,0.0006040334701538086,0.004137784242630005,0.0018878800328820944,0.22158502042293549
01,172,0.00063323974609375,0.0039637284353375435,0.0008391776354983449,0.0433068573474884
01,179,0.0006692409515380859,0.00423082523047924,0.0008565038442611694,0.039763450622558594
01,186,0.0006780624389648438,0.004096191376447678,0.0010240835836157203,0.14114505052566528
01,192,0.0006073117256164551,0.004497123882174492,0.0010329588549211621,0.12242422997951508
01,199,0.0007106661796569824,0.00456816703081131,0.0008113905205391347,0.02862885594367981
01,206,0.0006697177886962891,0.0048147207126021385,0.0008806218393146992,0.026143716648221016
02,0,0.0006896257400512695,0.004205224569886923,0.0008913700003176928,0.03835083544254303
02,6,0.0006711483001708984,0.0037609506398439407,0.0008622880559414625,0.06877964735031128
02,13,0.0006809234619140625,0.004343874752521515,0.0009618596523068845,0.07249322533607483
02,20,0.0006514787673950195,0.004333600401878357,0.0008269464015029371,0.018978416919708252
02,27,0.0006338357925415039,0.0038400888442993164,0.0007933306624181569,0.01153893768787384
02,34,0.0006077885627746582,0.003913892433047295,0.0007720541907474399,0.021751001477241516
02,41,0.0006299614906311035,0.004726279526948929,0.0007841776823624969,0.022129788994789124
02,48,0.0006731152534484863,0.004664987325668335,0.0012439812999218702,0.1172846257686615
02,54,0.0007734298706054688,0.005479343235492706,0.0009072091779671609,0.10152430832386017
02,61,0.0006858110427856445,0.004286482930183411,0.0008065012516453862,0.022634342312812805
02,68,0.0007197260856628418,0.0052501363679766655,0.0024166537914425135,0.30031833052635193
02,75,0.0006808042526245117,0.004126489162445068,0.0007760513690300286,0.04446195065975189
02,82,0.0005733370780944824,0.004247442819178104,0.0009075485868379474,0.08680693805217743
02,89,0.000659942626953125,0.004309790208935738,0.0008098359685391188,0.02835947275161743
02,96,0.0007440447807312012,0.004692011047154665,0.0007743018795736134,0.015307247638702393
02,103,0.0006306767463684082,0.0040668584406375885,0.0007554364274255931,0.01204371452331543
02,109,0.000754237174987793,0.006238214671611786,0.0009037905838340521,0.07626639306545258
02,116,0.0007805824279785156,0.004506196826696396,0.0012077485444024205,0.11757653206586838
02,123,0.0007147789001464844,0.004836715757846832,0.0008153460803441703,0.029543191194534302
02,130,0.0007714629173278809,0.004776217043399811,0.0007816396537236869,0.03790813684463501
02,137,0.0005853772163391113,0.0038822218775749207,0.0008002742542885244,0.02668139338493347
02,144,0.0006710290908813477,0.003979407250881195,0.0008071545162238181,0.01840868778526783
02,151,0.0007436275482177734,0.004454406909644604,0.0008264138014055789,0.05304846912622452
02,158,0.0006262063980102539,0.004613302648067474,0.0007778229773975909,0.03449520096182823
02,164,0.0006366968154907227,0.0038289688527584076,0.0008170750224962831,0.035649076104164124
02,171,0.0005905032157897949,0.004350407049059868,0.0007621743716299534,0.0187805388122797
02,178,0.000673830509185791,0.004171760752797127,0.000829734024591744,0.017677441239356995
02,185,0.0005981326103210449,0.004422459751367569,0.000825090566650033,0.04459221288561821
02,192,0.0006781220436096191,0.0043281493708491325,0.0007896005990915,0.025119543075561523
02,199,0.000734865665435791,0.004170756787061691,0.0009493940160609782,0.04942098259925842
02,206,0.0006256699562072754,0.0037663597613573074,0.0008723509381525218,0.029843615368008614
02,213,0.0006318092346191406,0.00373094342648983,0.0010979111539199948,0.12904134392738342
04,0,0.0006418824195861816,0.004271784797310829,0.0012087143259122968,0.10824551433324814
04,7,0.0007381439208984375,0.004427794367074966,0.0008041744586080313,0.030541300773620605
04,14,0.0006859302520751953,0.004729941487312317,0.0009296693024225533,0.034031931310892105
04,22,0.0006244182586669922,0.004921384155750275,0.0008347798138856888,0.04637348651885986
