scene,video,frame,video_length,mse,phase,label,phase_error,negative_psnr,negative_psnr_normalized,phase_error_normalized,negative_psnr_with_phase
R01,01,10,230,0.022376134991645813,11,0,0.1632829373650111,-16.50214926599434,0.889311723698566,0.0,0.444655861849283
R01,01,11,230,0.02259696274995804,12,0,0.1632829373650111,-16.459499303028945,0.8925290183294773,0.0,0.44626450916473864
R01,01,12,230,0.02269512414932251,13,0,0.1632829373650111,-16.44067437189992,0.8939490746586662,0.0,0.4469745373293331
R01,01,13,230,0.02285154163837433,14,0,0.25442764578833704,-16.41084495705536,0.8961992528428887,0.01322635241020495,0.45471280262654684
R01,01,14,230,0.022984517738223076,15,0,0.3088552915766741,-16.385646041967174,0.898100129856165,0.021124553375540638,0.45961234161585285
R01,01,15,230,0.023143945261836052,15,0,0.6,-16.355626065166007,0.9003646830577902,0.0633736601266219,0.48186917159220605
R01,01,16,230,0.023122718557715416,17,0,0.6,-16.359611068775234,0.9000640748081059,0.0633736601266219,0.4817188674673639
R01,01,17,230,0.023100130259990692,17,0,0.4,-16.363855711452725,0.8997438807177263,0.03435090578574559,0.46704739325173594
R01,01,18,230,0.023148011416196823,18,0,0.4,-16.35486312121949,0.9004222356391324,0.03435090578574559,0.467386570712439
R01,01,19,230,0.023101892322301865,18,0,0.6,-16.36352444719367,0.8997688695957456,0.0633736601266219,0.4815712648611838
R01,01,20,230,0.023009812459349632,20,0,0.5088552915766741,-16.380869210185146,0.898460469565195,0.05014730771641696,0.47430388864080597
R01,01,21,230,0.023018574342131615,20,0,0.5088552915766741,-16.379215779485662,0.898585195903559,0.05014730771641696,0.474366251809988
R01,01,22,230,0.0230402909219265,22,0,0.6,-16.375120415253154,0.8988941291930806,0.0633736601266219,0.4811338946598513
R01,01,23,230,0.023037534207105637,22,0,0.3088552915766741,-16.37564006913567,0.8988549291673382,0.021124553375540638,0.45998974127143943
R01,01,24,230,0.02318662963807583,23,0,0.25442764578833704,-16.347623749481674,0.9009683367422483,0.01322635241020495,0.45709734457622664
R01,01,25,230,0.023199211806058884,24,0,0.1632829373650111,-16.345267700269538,0.9011460650203834,0.0,0.4505730325101917
R01,01,26,230,0.023129744455218315,25,0,0.25442764578833704,-16.358291654265983,0.9001636046768657,0.01322635241020495,0.45669497854353536
R01,01,27,230,0.023153020069003105,26,0,0.4,-16.353923517839505,0.9004931145027805,0.03435090578574559,0.46742201014426304
R01,01,28,230,0.02309827320277691,26,0,0.6,-16.36420486191703,0.8997175425960471,0.0633736601266219,0.4815456013613345
R01,01,29,230,0.023199599236249924,27,0,0.45442764578833705,-16.345195173068813,0.9011515361007142,0.042249106751081275,0.47170032142589774
R01,01,30,230,0.0230694692581892,29,0,0.8,-16.36962396848268,0.8993087529689108,0.09239641446749824,0.4958525837182045
R01,01,31,230,0.02305068075656891,29,0,0.3088552915766741,-16.373162440506604,0.8990418287736088,0.021124553375540638,0.46008319107457474
R01,01,32,230,0.023116599768400192,30,0,0.25442764578833704,-16.360760461347287,0.8999773705229491,0.01322635241020495,0.45660186146657705
R01,01,33,230,0.023241862654685974,31,0,0.1632829373650111,-16.337290695589964,0.9017478093723579,0.0,0.45087390468617894
R01,01,34,230,0.02317703329026699,32,0,0.1632829373650111,-16.349421554355615,0.9008327195560609,0.0,0.45041635977803046
R01,01,35,230,0.023130036890506744,33,0,0.1632829373650111,-16.358236745648437,0.9001677467015743,0.0,0.45008387335078714
R01,01,36,230,0.023154674097895622,34,0,0.3632829373650111,-16.353613273231492,0.9005165177660479,0.029022754340876325,0.4647696360534621
R01,01,37,230,0.023169945925474167,35,0,0.5632829373650111,-16.350749797747884,0.900732523681613,0.05804550868175265,0.47938901618168284
R01,01,38,230,0.023231685161590576,37,0,0.5632829373650111,-16.339192865477692,0.9016043194243869,0.05804550868175265,0.47982491405306976
R01,01,39,230,0.023187287151813507,38,0,0.3632829373650111,-16.34750059637845,0.9009776267812127,0.029022754340876325,0.4650001905610445
R01,01,40,230,0.022955304011702538,39,0,0.1632829373650111,-16.391169512216127,0.89768346756761,0.0,0.448841733783805
