layer,M,N,K,kind,regime,repeat,us,calls_per_event
proj,64,768,768,predequant_gemm,warm,0,5.379000212997198,32
proj,64,768,768,packed_int4,warm,0,7.852000184357166,32
proj,64,768,768,native_int4,warm,0,9.593999944627285,32
proj,64,768,768,bf16,warm,0,5.458000116050243,32
proj,64,768,768,fused_int4,warm,0,14.529000036418438,32
proj,64,768,768,dequant_only,warm,0,2.686999971047044,32
proj,64,768,768,fused_int4,warm,1,14.147000387310982,32
proj,64,768,768,predequant_gemm,warm,1,4.84299985691905,32
proj,64,768,768,packed_int4,warm,1,6.711000110954046,32
proj,64,768,768,dequant_only,warm,1,2.1299999207258224,32
proj,64,768,768,native_int4,warm,1,8.205000311136246,32
proj,64,768,768,bf16,warm,1,4.900999832898378,32
proj,64,768,768,bf16,warm,2,4.929000046104193,32
proj,64,768,768,dequant_only,warm,2,2.061000093817711,32
proj,64,768,768,fused_int4,warm,2,14.209999702870846,32
proj,64,768,768,packed_int4,warm,2,6.628999952226877,32
proj,64,768,768,predequant_gemm,warm,2,4.763999953866005,32
proj,64,768,768,native_int4,warm,2,8.116000331938267,32
proj,64,768,768,native_int4,warm,3,8.058999665081501,32
proj,64,768,768,bf16,warm,3,4.8420000821352005,32
proj,64,768,768,packed_int4,warm,3,6.564999930560589,32
proj,64,768,768,dequant_only,warm,3,2.0379999186843634,32
proj,64,768,768,fused_int4,warm,3,14.190999791026115,32
proj,64,768,768,predequant_gemm,warm,3,4.786999896168709,32
proj,64,768,768,dequant_only,warm,4,2.0550000481307507,32
proj,64,768,768,fused_int4,warm,4,14.101999811828136,32
proj,64,768,768,bf16,warm,4,4.916999954730272,32
proj,64,768,768,packed_int4,warm,4,6.5750000067055225,32
proj,64,768,768,native_int4,warm,4,8.015000261366367,32
proj,64,768,768,predequant_gemm,warm,4,4.801000002771616,32
proj,64,768,768,fused_int4,warm,5,14.174000360071659,32
proj,64,768,768,dequant_only,warm,5,2.0649998914450407,32
proj,64,768,768,native_int4,warm,5,7.9840002581477165,32
proj,64,768,768,predequant_gemm,warm,5,4.821000155061483,32
proj,64,768,768,packed_int4,warm,5,6.5750000067055225,32
proj,64,768,768,bf16,warm,5,5.152999889105558,32
proj,64,768,768,fused_int4,warm,6,14.336000196635723,32
proj,64,768,768,dequant_only,warm,6,1.8029999919235706,32
proj,64,768,768,native_int4,warm,6,7.701999973505735,32
proj,64,768,768,bf16,warm,6,4.852000158280134,32
proj,64,768,768,predequant_gemm,warm,6,4.749999847263098,32
proj,64,768,768,packed_int4,warm,6,6.577999796718359,32
proj,64,768,768,native_int4,eviction_attempt,0,12.28800043463707,1
proj,64,768,768,dequant_only,eviction_attempt,0,6.144000217318535,1
proj,64,768,768,bf16,eviction_attempt,0,10.239999741315842,1
proj,64,768,768,packed_int4,eviction_attempt,0,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,0,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,0,18.432000651955605,1
proj,64,768,768,bf16,eviction_attempt,1,10.239999741315842,1
proj,64,768,768,predequant_gemm,eviction_attempt,1,10.239999741315842,1
proj,64,768,768,dequant_only,eviction_attempt,1,6.144000217318535,1
proj,64,768,768,packed_int4,eviction_attempt,1,12.256000190973282,1
proj,64,768,768,native_int4,eviction_attempt,1,12.28800043463707,1
proj,64,768,768,fused_int4,eviction_attempt,1,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,2,8.191999979317188,1
proj,64,768,768,native_int4,eviction_attempt,2,12.28800043463707,1
proj,64,768,768,packed_int4,eviction_attempt,2,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,2,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,2,4.095999989658594,1
proj,64,768,768,fused_int4,eviction_attempt,2,18.432000651955605,1
proj,64,768,768,dequant_only,eviction_attempt,3,4.095999989658594,1
proj,64,768,768,packed_int4,eviction_attempt,3,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,3,8.191999979317188,1
proj,64,768,768,bf16,eviction_attempt,3,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,3,18.432000651955605,1
proj,64,768,768,native_int4,eviction_attempt,3,12.28800043463707,1
proj,64,768,768,native_int4,eviction_attempt,4,14.336000196635723,1
proj,64,768,768,packed_int4,eviction_attempt,4,10.239999741315842,1
proj,64,768,768,dequant_only,eviction_attempt,4,4.095999989658594,1
proj,64,768,768,bf16,eviction_attempt,4,10.239999741315842,1
proj,64,768,768,fused_int4,eviction_attempt,4,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,4,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,5,10.239999741315842,1
proj,64,768,768,packed_int4,eviction_attempt,5,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,5,8.191999979317188,1
proj,64,768,768,native_int4,eviction_attempt,5,14.336000196635723,1
proj,64,768,768,dequant_only,eviction_attempt,5,6.144000217318535,1
proj,64,768,768,fused_int4,eviction_attempt,5,18.432000651955605,1
proj,64,768,768,native_int4,eviction_attempt,6,14.336000196635723,1
proj,64,768,768,bf16,eviction_attempt,6,8.191999979317188,1
proj,64,768,768,fused_int4,eviction_attempt,6,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,6,8.191999979317188,1
proj,64,768,768,packed_int4,eviction_attempt,6,12.256000190973282,1
proj,64,768,768,dequant_only,eviction_attempt,6,6.144000217318535,1
proj,64,768,768,bf16,eviction_attempt,7,10.239999741315842,1
proj,64,768,768,native_int4,eviction_attempt,7,14.336000196635723,1
proj,64,768,768,dequant_only,eviction_attempt,7,6.144000217318535,1
proj,64,768,768,fused_int4,eviction_attempt,7,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,7,10.239999741315842,1
proj,64,768,768,packed_int4,eviction_attempt,7,12.28800043463707,1
proj,64,768,768,fused_int4,eviction_attempt,8,18.432000651955605,1
proj,64,768,768,packed_int4,eviction_attempt,8,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,8,8.191999979317188,1
proj,64,768,768,predequant_gemm,eviction_attempt,8,10.239999741315842,1
proj,64,768,768,native_int4,eviction_attempt,8,14.336000196635723,1
proj,64,768,768,dequant_only,eviction_attempt,8,6.144000217318535,1
proj,64,768,768,packed_int4,eviction_attempt,9,10.239999741315842,1
proj,64,768,768,dequant_only,eviction_attempt,9,6.144000217318535,1
proj,64,768,768,fused_int4,eviction_attempt,9,18.432000651955605,1
proj,64,768,768,predequant_gemm,eviction_attempt,9,10.239999741315842,1
proj,64,768,768,bf16,eviction_attempt,9,10.239999741315842,1
proj,64,768,768,native_int4,eviction_attempt,9,12.28800043463707,1
proj,64,768,768,predequant_gemm,eviction_attempt,10,8.191999979317188,1
proj,64,768,768,fused_int4,eviction_attempt,10,18.432000651955605,1
proj,64,768,768,packed_int4,eviction_attempt,10,12.28800043463707,1
proj,64,768,768,bf16,eviction_attempt,10,8.191999979317188,1
proj,64,768,768,dequant_only,eviction_attempt,10,4.095999989658594,1
proj,64,768,768,native_int4,eviction_attempt,10,14.336000196635723,1
proj,64,768,768,predequant_gemm,eviction_attempt,11,8.191999979317188,1
proj,64,768,768,fused_int4,eviction_attempt,11,18.432000651955605,1
