split,video,component,frames,median,q95,q995,max
normal_calibration,05,appearance_score,402,0.0,0.28012469701573534,0.4686810080046205,0.5582501835175848
normal_calibration,05,temporal_score,402,0.0,0.4267403573644027,0.930759952724294,0.9770417590850758
normal_calibration,05,combined_score,402,0.007366565383095685,0.2374056674941687,0.465379976362147,0.4885208795425379
normal_calibration,11,appearance_score,305,0.0,0.1983520897527414,0.6134511606466808,0.6551630401642822
normal_calibration,11,temporal_score,305,0.0,0.14125971689220254,0.9754933891036385,1.0597181048606572
normal_calibration,11,combined_score,305,0.0036170152722331808,0.13669572126167517,0.5087533365495126,0.5509587383263059
normal_calibration,12,appearance_score,347,0.0,0.4447244638245619,0.7234239656029713,0.8356830880228557
normal_calibration,12,temporal_score,347,0.0,0.542864887187974,1.0115706162721825,1.0930182996869333
normal_calibration,12,combined_score,347,0.012759859753825905,0.4918786441353787,0.6590450312179265,0.6914965955827153
normal_calibration,20,appearance_score,369,0.4177125980556335,0.9617731014366514,1.1357133684739544,1.2188575555159817
normal_calibration,20,temporal_score,369,0.0,0.2486581225160625,1.044009718932016,1.1802473538411822
normal_calibration,20,combined_score,369,0.22559003599721417,0.4939760668202236,0.6844409278051252,0.8828748705951903
normal_calibration,25,appearance_score,368,0.23691431930538265,0.5991001590293734,0.9506977132193534,1.380183167611033
normal_calibration,25,temporal_score,368,0.00444641364177671,0.26628014307271614,1.0419739501542096,1.190622319005328
normal_calibration,25,combined_score,368,0.12646821392171112,0.3615124045561704,0.7186883054508091,0.8719130225270084
test_normal,01,appearance_score,76,0.6599139398960102,1.3795950850695726,1.4902584031668118,1.4932078333516141
test_normal,01,temporal_score,76,0.052285033678589166,0.30337004469094864,0.7076259587018007,0.7209747436968165
test_normal,01,combined_score,76,0.3299569699480051,0.8019044931305404,1.0989421809343063,1.1070912885242152
test_normal,02,appearance_score,77,0.35220360336017453,0.6432087410580494,0.7396689282791555,0.7443659932729623
test_normal,02,temporal_score,77,0.0,0.07632890316332393,0.08597447683714177,0.08597447683714177
test_normal,02,combined_score,77,0.18324369550778585,0.3389241806051049,0.36983446413957777,0.37218299663648113
test_normal,03,appearance_score,30,0.0,0.0,0.0,0.0
test_normal,03,temporal_score,30,0.0,0.015240269895810935,0.027228340033270283,0.028560347826321313
test_normal,03,combined_score,30,0.0,0.007620134947905467,0.013614170016635141,0.014280173913160657
test_normal,04,appearance_score,226,0.014514086868975703,0.2694473521726581,0.42631970088034044,0.4758456934017134
test_normal,04,temporal_score,226,0.0,0.045775978152988284,0.1078131796640803,0.12956879294316737
test_normal,04,combined_score,226,0.01825125545686866,0.13503049632371303,0.21315985044017022,0.2379228467008567
test_normal,05,appearance_score,100,0.0,0.0,0.11140869484248347,0.12669373154619915
test_normal,05,temporal_score,100,0.0,0.03788045000999698,0.05327713036547951,0.05611912975151515
test_normal,05,combined_score,100,3.368495183164004e-06,0.023552555748408158,0.05665809191908556,0.06523546873912696
test_normal,06,appearance_score,57,0.0,0.0,0.07688241888630015,0.10284135154588371
test_normal,06,temporal_score,57,0.0,0.017758407183847455,0.03863864587691326,0.04344759942693668
test_normal,06,combined_score,57,0.0,0.010820055661014412,0.04310555047628924,0.051420675772941855
test_normal,07,appearance_score,364,0.182608050732408,0.771423510518292,1.186653650249072,1.4174947087865237
test_normal,07,temporal_score,364,0.0,0.036400482937411674,0.08179873301164962,0.0928237503762423
test_normal,07,combined_score,364,0.09258593725575602,0.3866405581709586,0.593326825124536,0.7087473543932619
test_normal,08,appearance_score,388,0.24506596006719344,0.7450734958182147,1.071041326781587,1.1147814054211413
test_normal,08,temporal_score,388,0.009266355971642087,0.8807271248673472,1.6356132356709283,1.8435474715663471
test_normal,08,combined_score,388,0.12761069380670514,0.7231464021871371,1.2086197992583325,1.407970460516172
test_normal,09,appearance_score,93,0.0,0.14183575264574586,0.20969679466810504,0.23308391732093378
test_normal,09,temporal_score,93,0.011508276654659092,0.16515627085426024,0.7422179714308201,0.7554232211033087
test_normal,09,combined_score,93,0.013706032623052453,0.16966305288211284,0.37110898571541007,0.37771161055165436
test_normal,10,appearance_score,53,0.0,0.05173747127764586,0.11283744225090236,0.1248204797004069
test_normal,10,temporal_score,53,0.006915146333793447,0.08138134651627617,0.08138134651627617,0.08138134651627617
test_normal,10,combined_score,53,0.006531672777431141,0.05493873262348956,0.09710939438358927,0.10310091310834153
test_normal,11,appearance_score,263,0.4935510933651747,1.2057013656949815,1.4794980768739567,1.536788229546207
test_normal,11,temporal_score,263,0.00592705441339867,1.0596073187968553,1.7960093063287823,1.9454481936294887
test_normal,11,combined_score,263,0.28102068467378777,0.9294527719044032,1.443606307803981,1.5451740663996274
test_normal,12,appearance_score,427,0.13961994788374707,0.5063674315407609,0.734386391442661,0.8410398669036215
test_normal,12,temporal_score,427,0.0296682084643398,0.3909572821663409,1.042815385279872,1.1504324286977536
test_normal,12,combined_score,427,0.08994679932250714,0.4152626700859512,0.7796071782599071,0.8484994107721402
test_normal,13,appearance_score,54,0.0,0.6908298649479804,0.9593783907155421,0.98091627661442
test_normal,13,temporal_score,54,0.0016924816909187003,0.04159335511177756,0.07225250000355568,0.08138134651627617
test_normal,13,combined_score,54,0.003451584731015551,0.34925584039273105,0.47968919535777105,0.49045813830721
test_normal,14,appearance_score,30,0.0,0.14563037073710175,0.3132520738112713,0.3401246326619314
test_normal,14,temporal_score,30,0.0,0.056980341686677434,0.06447288552258953,0.06530539039324643
test_normal,14,combined_score,30,0.0,0.09582516474975443,0.1663979531437635,0.17768110388079789
test_normal,15,appearance_score,19,0.0,0.02693712001710325,0.24512779215564487,0.26937120017103827
test_normal,15,temporal_score,19,0.0,0.0004500309564707385,0.004010395625267948,0.004405991699578747
test_normal,15,combined_score,19,0.0,0.015451256273362069,0.12276216570430347,0.13468560008551914
test_normal,16,appearance_score,36,0.3966735915862091,0.754633285209665,0.8140311910177032,0.8230177826642535
test_normal,16,temporal_score,36,0.0,0.06788902619873334,0.07408975213190197,0.07449165103497771
test_normal,16,combined_score,36,0.19872903834332187,0.41080879384103713,0.4177383511239541,0.4190597516858568
test_normal,17,appearance_score,420,0.26880901804953405,0.9984134562692266,1.2828095043577254,1.3755713038760027
test_normal,17,temporal_score,420,0.0001474652335740939,0.7087590830536924,1.6311389234034872,1.794951314390565
test_normal,17,combined_score,420,0.16639214989156884,0.8746788548648194,1.2984875229096826,1.3710027068669255
test_normal,18,appearance_score,67,0.1584659197149747,0.3980520341820397,0.4899523587198634,0.5197565980227415
test_normal,18,temporal_score,67,0.0,0.62083417265005,0.7398958057069952,0.7598651434181746
test_normal,18,combined_score,67,0.08358661388436509,0.4994815590428385,0.5646924903603818,0.5824521347415385
test_normal,19,appearance_score,131,0.0,0.43301847506351687,0.5688168954318614,0.5693117285165653
test_normal,19,temporal_score,131,0.0,0.046412623742606296,0.061877534839410026,0.06411668587083205
test_normal,19,combined_score,131,0.0012650570798994395,0.2299278002037839,0.2922213728714858,0.30697850755986905
test_abnormal,01,appearance_score,300,1.1566506260175209,1.739670715884828,2.0483630994174518,2.1748163145791928
test_abnormal,01,temporal_score,300,0.008369587698435266,0.7567787784204625,0.9659383456092532,1.0596776829184593
test_abnormal,01,combined_score,300,0.6180165696846285,1.0285655286289395,1.179222283598688,1.2200528108884163
test_abnormal,02,appearance_score,286,0.7016663702551635,1.0198442105629466,1.240142111472943,1.497924569952725
test_abnormal,02,temporal_score,286,0.0,0.5221736435313182,1.0529655071333128,1.157281702236854
test_abnormal,02,combined_score,286,0.35181736136134856,0.7562543936116402,0.9650689141666975,1.0051148620928165
test_abnormal,03,appearance_score,316,0.26395253040945676,0.6121698128460287,0.7354103947363044,0.8072390243693163
test_abnormal,03,temporal_score,316,0.000307655893395668,0.05613372656397551,0.08035941993315275,1.0631225306591086
