layer,M,N,K,kind,regime,repeat,us,calls_per_event
fc1,325,3072,768,predequant_gemm,warm,0,12.480000033974648,32
fc1,325,3072,768,packed_int4,warm,0,17.61999912559986,32
fc1,325,3072,768,native_int4,warm,0,59.158001095056534,32
fc1,325,3072,768,bf16,warm,0,9.891999885439873,32
fc1,325,3072,768,fused_int4,warm,0,30.04699945449829,32
fc1,325,3072,768,dequant_only,warm,0,5.123000126332045,32
fc1,325,3072,768,fused_int4,warm,1,30.239000916481018,32
fc1,325,3072,768,predequant_gemm,warm,1,11.81000005453825,32
fc1,325,3072,768,packed_int4,warm,1,16.179999336600304,32
fc1,325,3072,768,dequant_only,warm,1,4.4929999858140945,32
fc1,325,3072,768,native_int4,warm,1,57.42499977350235,32
fc1,325,3072,768,bf16,warm,1,10.27000043541193,32
fc1,325,3072,768,bf16,warm,2,10.146000422537327,32
fc1,325,3072,768,dequant_only,warm,2,4.4559999369084835,32
fc1,325,3072,768,fused_int4,warm,2,30.17299994826317,32
fc1,325,3072,768,packed_int4,warm,2,15.938999131321907,32
fc1,325,3072,768,predequant_gemm,warm,2,11.55600044876337,32
fc1,325,3072,768,native_int4,warm,2,57.218000292778015,32
fc1,325,3072,768,native_int4,warm,3,57.20699951052666,32
fc1,325,3072,768,bf16,warm,3,10.099999606609344,32
fc1,325,3072,768,packed_int4,warm,3,15.785999596118927,32
fc1,325,3072,768,dequant_only,warm,3,4.45799995213747,32
fc1,325,3072,768,fused_int4,warm,3,30.23100085556507,32
fc1,325,3072,768,predequant_gemm,warm,3,11.160999536514282,32
fc1,325,3072,768,dequant_only,warm,4,4.220000002533197,32
fc1,325,3072,768,fused_int4,warm,4,30.14400042593479,32
fc1,325,3072,768,bf16,warm,4,10.103999637067318,32
fc1,325,3072,768,packed_int4,warm,4,15.760999172925949,32
fc1,325,3072,768,native_int4,warm,4,56.9939985871315,32
fc1,325,3072,768,predequant_gemm,warm,4,11.535000056028366,32
fc1,325,3072,768,fused_int4,warm,5,30.244000256061554,32
fc1,325,3072,768,dequant_only,warm,5,4.453999921679497,32
fc1,325,3072,768,native_int4,warm,5,57.24100023508072,32
fc1,325,3072,768,predequant_gemm,warm,5,11.501999571919441,32
fc1,325,3072,768,packed_int4,warm,5,15.80899953842163,32
fc1,325,3072,768,bf16,warm,5,10.018999688327312,32
fc1,325,3072,768,fused_int4,warm,6,30.181000009179115,32
