layer,M,N,K,kind,regime,repeat,us,calls_per_event
fc2,16,768,3072,predequant_gemm,warm,0,8.011999540030956,32
fc2,16,768,3072,packed_int4,warm,0,12.835999950766563,32
fc2,16,768,3072,native_int4,warm,0,9.730000048875809,32
fc2,16,768,3072,bf16,warm,0,7.404000032693148,32
fc2,16,768,3072,fused_int4,warm,0,45.57200148701668,32
fc2,16,768,3072,dequant_only,warm,0,4.846999887377024,32
fc2,16,768,3072,fused_int4,warm,1,45.235998928546906,32
fc2,16,768,3072,predequant_gemm,warm,1,6.901999935507774,32
fc2,16,768,3072,packed_int4,warm,1,10.897999629378319,32
fc2,16,768,3072,dequant_only,warm,1,4.174999892711639,32
fc2,16,768,3072,native_int4,warm,1,8.705000393092632,32
fc2,16,768,3072,bf16,warm,1,6.335999816656113,32
fc2,16,768,3072,bf16,warm,2,6.206999998539686,32
fc2,16,768,3072,dequant_only,warm,2,4.143999889492989,32
fc2,16,768,3072,fused_int4,warm,2,45.20300030708313,32
fc2,16,768,3072,packed_int4,warm,2,11.087000370025635,32
fc2,16,768,3072,predequant_gemm,warm,2,7.23800016567111,32
fc2,16,768,3072,native_int4,warm,2,8.481999859213829,32
fc2,16,768,3072,native_int4,warm,3,8.476000279188156,32
fc2,16,768,3072,bf16,warm,3,5.8559998869895935,32
fc2,16,768,3072,packed_int4,warm,3,10.78800018876791,32
fc2,16,768,3072,dequant_only,warm,3,4.124999977648258,32
fc2,16,768,3072,fused_int4,warm,3,45.221999287605286,32
fc2,16,768,3072,predequant_gemm,warm,3,6.912999786436558,32
fc2,16,768,3072,dequant_only,warm,4,4.1600000113248825,32
fc2,16,768,3072,fused_int4,warm,4,45.27999833226204,32
fc2,16,768,3072,bf16,warm,4,6.186999846249819,32
fc2,16,768,3072,packed_int4,warm,4,10.64900029450655,32
fc2,16,768,3072,native_int4,warm,4,8.554000407457352,32
fc2,16,768,3072,predequant_gemm,warm,4,6.8789999932050705,32
fc2,16,768,3072,fused_int4,warm,5,45.20900174975395,32
fc2,16,768,3072,dequant_only,warm,5,4.133999813348055,32
fc2,16,768,3072,native_int4,warm,5,8.589999750256538,32
fc2,16,768,3072,predequant_gemm,warm,5,6.909999996423721,32
fc2,16,768,3072,packed_int4,warm,5,10.641000233590603,32
fc2,16,768,3072,bf16,warm,5,6.221000105142593,32
fc2,16,768,3072,fused_int4,warm,6,45.29700055718422,32
fc2,16,768,3072,dequant_only,warm,6,4.141000099480152,32
fc2,16,768,3072,native_int4,warm,6,8.592999540269375,32
fc2,16,768,3072,bf16,warm,6,6.171999964863062,32
fc2,16,768,3072,predequant_gemm,warm,6,6.850999779999256,32
fc2,16,768,3072,packed_int4,warm,6,10.583999566733837,32
fc2,16,768,3072,native_int4,eviction_attempt,0,15.359999611973763,1
fc2,16,768,3072,dequant_only,eviction_attempt,0,8.191999979317188,1
fc2,16,768,3072,bf16,eviction_attempt,0,14.336000196635723,1
fc2,16,768,3072,packed_int4,eviction_attempt,0,16.383999958634377,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,0,13.311999849975109,1
fc2,16,768,3072,fused_int4,eviction_attempt,0,49.15200173854828,1
fc2,16,768,3072,bf16,eviction_attempt,1,14.336000196635723,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,1,14.336000196635723,1
fc2,16,768,3072,dequant_only,eviction_attempt,1,6.175999995321035,1
fc2,16,768,3072,packed_int4,eviction_attempt,1,16.383999958634377,1
fc2,16,768,3072,native_int4,eviction_attempt,1,16.383999958634377,1
fc2,16,768,3072,fused_int4,eviction_attempt,1,49.15200173854828,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,2,14.336000196635723,1
fc2,16,768,3072,native_int4,eviction_attempt,2,14.336000196635723,1
fc2,16,768,3072,packed_int4,eviction_attempt,2,16.383999958634377,1
fc2,16,768,3072,bf16,eviction_attempt,2,14.336000196635723,1
fc2,16,768,3072,dequant_only,eviction_attempt,2,8.191999979317188,1
fc2,16,768,3072,fused_int4,eviction_attempt,2,49.15200173854828,1
fc2,16,768,3072,dequant_only,eviction_attempt,3,8.191999979317188,1
fc2,16,768,3072,packed_int4,eviction_attempt,3,16.383999958634377,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,3,14.336000196635723,1
fc2,16,768,3072,bf16,eviction_attempt,3,12.28800043463707,1
fc2,16,768,3072,fused_int4,eviction_attempt,3,53.279999643564224,1
fc2,16,768,3072,native_int4,eviction_attempt,3,16.00000075995922,1
fc2,16,768,3072,native_int4,eviction_attempt,4,16.383999958634377,1
fc2,16,768,3072,packed_int4,eviction_attempt,4,16.383999958634377,1
fc2,16,768,3072,dequant_only,eviction_attempt,4,8.191999979317188,1
fc2,16,768,3072,bf16,eviction_attempt,4,14.336000196635723,1
fc2,16,768,3072,fused_int4,eviction_attempt,4,49.15200173854828,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,4,14.336000196635723,1
fc2,16,768,3072,bf16,eviction_attempt,5,14.336000196635723,1
fc2,16,768,3072,packed_int4,eviction_attempt,5,16.383999958634377,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,5,14.336000196635723,1
fc2,16,768,3072,native_int4,eviction_attempt,5,14.336000196635723,1
fc2,16,768,3072,dequant_only,eviction_attempt,5,8.191999979317188,1
fc2,16,768,3072,fused_int4,eviction_attempt,5,49.15200173854828,1
fc2,16,768,3072,native_int4,eviction_attempt,6,16.383999958634377,1
fc2,16,768,3072,bf16,eviction_attempt,6,14.336000196635723,1
fc2,16,768,3072,fused_int4,eviction_attempt,6,49.15200173854828,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,6,14.336000196635723,1
fc2,16,768,3072,packed_int4,eviction_attempt,6,16.383999958634377,1
fc2,16,768,3072,dequant_only,eviction_attempt,6,8.191999979317188,1
fc2,16,768,3072,bf16,eviction_attempt,7,14.336000196635723,1
fc2,16,768,3072,native_int4,eviction_attempt,7,16.383999958634377,1
fc2,16,768,3072,dequant_only,eviction_attempt,7,8.191999979317188,1
fc2,16,768,3072,fused_int4,eviction_attempt,7,49.15200173854828,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,7,14.336000196635723,1
fc2,16,768,3072,packed_int4,eviction_attempt,7,16.35199971497059,1
fc2,16,768,3072,fused_int4,eviction_attempt,8,49.15200173854828,1
fc2,16,768,3072,packed_int4,eviction_attempt,8,16.383999958634377,1
fc2,16,768,3072,bf16,eviction_attempt,8,14.336000196635723,1
fc2,16,768,3072,predequant_gemm,eviction_attempt,8,14.336000196635723,1
fc2,16,768,3072,native_int4,eviction_attempt,8,14.336000196635723,1
