scene,video,frame,video_length,phase,unconditional,legacy_hard,top3_weighted,label,phase_error,phase_error_normalized,unconditional_normalized,legacy_hard_normalized,top3_weighted_normalized,unconditional_with_phase,legacy_hard_with_phase,top3_weighted_with_phase
R01,01,10,230,6,0.11143811792135239,0.18000367283821106,0.18009603023529053,0,0.8367170626349889,0.010291479631797463,0.4250511609651114,0.512555614065469,0.5056693809735389,0.21767132029845443,0.2614235468486332,0.25798043030266815
R01,01,11,230,6,0.11134279519319534,0.18013058602809906,0.17979857325553894,0,0.691144708423326,0.0074533219919318775,0.42461833400729254,0.513026006890976,0.5045425327621154,0.2160358279996122,0.2602396644414539,0.2559979273770236
R01,01,12,230,7,0.11350242048501968,0.1829066127538681,0.1827772706747055,0,2.2,0.036870783819974905,0.4344244323341156,0.5233151112493944,0.5158266514335365,0.23564760807704524,0.28009294753468467,0.27634871762675567
R01,01,13,230,7,0.1133258268237114,0.18508562445640564,0.18425680696964264,0,4.2,0.07586386949527957,0.4336225826737887,0.5313914307593994,0.5214315386648876,0.25474322608453415,0.3036276501273395,0.29864770408008356
R01,01,14,230,18,0.11170531064271927,0.1751929670572281,0.17885172367095947,0,4.4,0.07976317806281003,0.42626438906901165,0.49472514674370055,0.5009556081528445,0.25301378356591087,0.2872441624032553,0.2903593931078272
R01,01,15,230,18,0.11161451041698456,0.17166753113269806,0.1824665069580078,0,2.545572354211663,0.04360825002737095,0.4258520972029074,0.48165842162910066,0.5146493936713264,0.23473017361513918,0.2626333358282358,0.2791288218493487
R01,01,16,230,18,0.109219491481781,0.1689760535955429,0.18083307147026062,0,1.0367170626349889,0.014190788199327928,0.41497715919300404,0.4716826915681962,0.5084614943005313,0.214583973696166,0.24293673988376208,0.26132614124992964
R01,01,17,230,18,0.1087566465139389,0.16665339469909668,0.1783432960510254,0,1.0367170626349889,0.014190788199327928,0.4128755431015844,0.46307395608567886,0.49902954558527773,0.21353316565045619,0.2386323721425034,0.2566101668923028
R01,01,18,230,18,0.10647539794445038,0.1681009829044342,0.176857590675354,0,1.0367170626349889,0.014190788199327928,0.4025171962786354,0.4684393172958118,0.4934012881926437,0.20835399223898168,0.24131505274756987,0.25379603819598584
R01,01,19,230,18,0.1072065457701683,0.17081427574157715,0.17824946343898773,0,1.0367170626349889,0.014190788199327928,0.4058370812131077,0.4784959038903011,0.49867408204518493,0.21001393470621782,0.24634334604481453,0.25643243512225644
R01,01,20,230,18,0.10690867900848389,0.17048834264278412,0.17844435572624207,0,1.0367170626349889,0.014190788199327928,0.40448457308846797,0.4772878608854503,0.49941238721286385,0.20933768064389796,0.24573932454238911,0.2568015877060959
R01,01,21,230,18,0.10865870863199234,0.17266012728214264,0.18037833273410797,0,1.0367170626349889,0.014190788199327928,0.412430841650863,0.48533739390721164,0.5067388198757238,0.2133108149250955,0.2497640910532698,0.26046480403752587
R01,01,22,230,18,0.10966452956199646,0.17001132667064667,0.17730073630809784,0,1.0367170626349889,0.014190788199327928,0.4169979204752016,0.4755198422016262,0.4950800447781322,0.2155943543372648,0.24485531520047707,0.25463541648873006
R01,01,23,230,18,0.10995596647262573,0.17182765901088715,0.1778475046157837,0,0.745572354211663,0.008514472919596758,0.4183212329093147,0.4822519218407829,0.49715135233357555,0.21341785291445575,0.24538319738018985,0.25283291262658614
R01,01,24,230,18,0.10913800448179245,0.174823597073555,0.178965225815773,0,0.8,0.009575623847261638,0.4146071554070368,0.4933561086600247,0.5013855852506509,0.2120913896271492,0.2514658662536432,0.25548060454895627
R01,01,25,230,20,0.11080760508775711,0.17264296114444733,0.18084123730659485,0,0.8,0.009575623847261638,0.4221882241093682,0.48527376909389897,0.5084924287169155,0.2158819239783149,0.2474246964705803,0.25903402628208855
R01,01,26,230,20,0.11060302704572678,0.17019197344779968,0.17492403090000153,0,0.8544276457883371,0.01063677477492652,0.4212593072258454,0.47618939394797133,0.48607643612040197,0.21594804100038598,0.24341308436144893,0.24835660544766425
R01,01,27,230,20,0.11086151003837585,0.17232508957386017,0.17782747745513916,0,1.6,0.025172858117383505,0.42243298751720154,0.48409560545016117,0.4970754839839035,0.22380292281729253,0.2546342317837723,0.2611241710506435
R01,01,28,230,24,0.10950577259063721,0.1690543293952942,0.17423929274082184,0,1.6,0.025172858117383505,0.41627706094595324,0.47197281408931724,0.4834824611173297,0.22072495953166837,0.24857283610335038,0.2543276596173566
R01,01,29,230,24,0.11009077727794647,0.17215174436569214,0.17717963457107544,0,1.145572354211663,0.01631309005465769,0.4189333613269147,0.483453116341423,0.49462127835120917,0.2176232256907862,0.24988310319804036,0.2554671842029334
R01,01,30,230,24,0.1096232607960701,0.17072215676307678,0.1751968264579773,0,1.0367170626349889,0.014190788199327928,0.4168105335344983,0.47815447281747214,0.4871098601363587,0.21550066086691314,0.24617263050840005,0.25065032416784333
R01,01,31,230,24,0.11237383633852005,0.17368441820144653,0.17789018154144287,0,1.0367170626349889,0.014190788199327928,0.4292999289526423,0.4891338401244859,0.49731302417394807,0.22174535857598512,0.25166231416190693,0.255751906186638
R01,01,32,230,24,0.11105874180793762,0.17360849678516388,0.17732959985733032,0,1.0367170626349889,0.014190788199327928,0.42332854756311217,0.4888524439232463,0.4951893877791104,0.21875966788122006,0.2515216160612871,0.25469008798921916
