video,frame
25,23
09,22
18,22
23,25
24,17
07,27
01,16
18,28
28,27
30,24
29,22
10,26
19,18
02,27
14,18
01,17
17,18
26,16
08,23
02,29
29,18
15,27
21,20
19,16
08,15
06,26
09,20
24,26
18,24
21,26
17,25
30,22
24,15
10,19
23,22
13,19
04,23
23,17
18,23
25,25
18,15
07,18
09,16
06,22
29,27
04,28
01,31
06,17
26,18
16,26
08,27
10,23
25,17
04,25
26,23
29,21
19,23
01,30
29,25
04,29
13,15
04,16
26,26
28,15
02,28
28,26
13,29
18,17
02,23
26,21
28,16
13,21
19,25
20,24
20,26
26,22
02,18
01,15
13,17
18,19
19,28
24,25
25,22
23,15
16,20
14,23
30,19
21,21
01,28
10,17
17,21
10,25
24,18
26,19
26,20
04,19
10,20
30,23
09,23
19,30
20,23
06,23
19,27
04,21
21,29
16,22
25,18
08,25
09,24
23,18
18,16
09,28
23,29
07,15
30,15
06,15
23,30
26,24
16,17
20,17
06,25
07,17
13,24
13,28
23,19
25,21
16,21
29,16
24,28
09,18
17,28
23,20
17,23
14,19
13,18
26,17
21,24
13,23
04,15
25,16
06,30
16,15
16,19
02,20
13,16
16,16
23,26
09,19
17,27
14,27
07,19
23,21
13,27
29,19
17,20
21,15
24,23
09,17
18,21
19,24
10,15
16,18
29,28
18,26
14,26
02,15
02,22
02,16
30,20
09,25
24,21
15,20
20,20
19,26
10,16
07,23
19,15
15,16
08,19
20,19
08,18
07,20
17,19
21,25
16,25
06,28
28,24
29,24
14,25
16,28
09,15
29,26
06,18
01,26
28,28
15,22
10,18
21,19
13,20
06,29
20,29
21,17
16,29
19,21
01,25
08,20
07,29
24,22
28,23
01,32
26,15
24,20
02,26
08,17
06,19
02,30
04,18
28,29
15,19
25,19
01,21
20,22
24,27
30,16
01,29
14,22
28,22
15,29
17,15
20,25
14,21
07,16
26,28
20,21
30,18
06,27
01,22
14,17
19,20
25,28
25,27
21,22
28,25
02,25
02,21
30,21
19,19
20,18
08,29
18,27
24,24
15,30
08,22
18,18
06,21
20,30
07,21
29,23
30,26
10,22
08,21
14,15
25,29
06,16
23,28
28,20
10,24
01,27
01,19
04,17
10,21
30,25
26,25
17,26
26,27
04,20
18,20
14,16
17,16
29,15
19,29
25,26
01,18
28,18
15,28
15,24
29,17
17,24
09,21
06,20
23,23
01,24
25,24
16,24
21,18
15,17
02,17
20,16
30,27
15,23
09,29
25,15
23,24
02,19
15,25
07,26
20,28
20,27
09,26
08,24
07,28
17,17
02,24
20,15
06,24
23,27
08,28
17,22
16,23
21,23
19,22
10,29
04,26
16,27
04,27
07,22
10,27
04,22
23,16
15,18
28,21
29,20
14,28
14,24
04,24
01,23
13,22
21,27
30,28
10,28
14,20
19,17
21,16
24,16
29,29
18,25
07,24
25,20
08,16
08,26
13,25
30,17
15,15
09,27
24,19
01,20
13,26
28,19
15,26
07,25
21,28
15,21
28,17
26,36
07,53
30,33
28,51
04,58
19,39
16,49
06,58
08,36
01,57
01,41
30,30
23,31
24,55
29,30
18,45
20,55
19,34
25,48
19,31
28,55
02,33
14,54
13,51
13,45
20,35
18,36
06,54
09,52
17,42
16,46
30,39
02,49
01,64
17,46
28,35
28,33
28,34
26,47
19,60
02,56
10,44
13,50
30,50
08,30
01,55
14,32
17,34
13,49
09,38
20,46
06,46
23,45
13,31
06,55
26,34
19,45
18,56
16,54
09,50
02,51
15,37
18,31
15,59
08,56
24,31
17,55
09,39
26,44
25,53
25,35
18,38
30,51
04,39
19,43
15,36
04,57
25,45
13,47
24,37
07,34
08,43
01,48
10,59
02,60
06,42
28,56
25,33
10,34
29,33
15,53
09,54
07,58
02,40
10,55
18,41
13,46
15,48
01,40
08,58
02,43
30,52
10,48
14,46
21,30
09,55
01,58
20,45
07,37
06,31
02,42
24,54
13,39
25,36
01,62
26,50
20,56
01,38
16,55
06,45
01,53
24,51
24,30
19,55
14,49
17,39
16,43
10,54
02,34
23,37
13,48
18,39
13,55
30,32
08,40
25,54
19,48
04,52
28,53
10,52
17,56
20,31
02,44
26,38
26,53
30,31
21,34
21,47
07,48
15,57
01,45
15,54
15,58
20,39
09,57
29,42
25,31
25,46
23,32
15,52
17,45
01,47
25,55
06,60
04,56
07,57
09,58
13,33
19,47
21,52
07,46
14,37
09,53
18,34
20,44
29,35
09,30
04,50
16,41
15,61
15,50
26,32
19,59
25,47
18,50
02,47
02,41
28,48
17,30
