layer,M,N,K,kind,regime,repeat,us,calls_per_event
qkv,325,2304,768,predequant_gemm,warm,0,11.575000360608101,32
qkv,325,2304,768,packed_int4,warm,0,15.698999166488647,32
qkv,325,2304,768,native_int4,warm,0,49.56600069999695,32
qkv,325,2304,768,bf16,warm,0,10.204000398516655,32
qkv,325,2304,768,fused_int4,warm,0,28.804000467061996,32
qkv,325,2304,768,dequant_only,warm,0,3.473999910056591,32
qkv,325,2304,768,fused_int4,warm,1,28.33399921655655,32
qkv,325,2304,768,predequant_gemm,warm,1,10.871999897062778,32
qkv,325,2304,768,packed_int4,warm,1,14.485999941825867,32
qkv,325,2304,768,dequant_only,warm,1,3.834000090137124,32
qkv,325,2304,768,native_int4,warm,1,48.36399853229523,32
qkv,325,2304,768,bf16,warm,1,9.650999680161476,32
qkv,325,2304,768,bf16,warm,2,9.45299956947565,32
qkv,325,2304,768,dequant_only,warm,2,3.7589999847114086,32
qkv,325,2304,768,fused_int4,warm,2,28.519999235868454,32
qkv,325,2304,768,packed_int4,warm,2,14.124000445008278,32
qkv,325,2304,768,predequant_gemm,warm,2,10.6819998472929,32
qkv,325,2304,768,native_int4,warm,2,48.18300157785416,32
qkv,325,2304,768,native_int4,warm,3,48.037998378276825,32
qkv,325,2304,768,bf16,warm,3,9.476999752223492,32
qkv,325,2304,768,packed_int4,warm,3,14.031000435352325,32
qkv,325,2304,768,dequant_only,warm,3,3.7320000119507313,32
qkv,325,2304,768,fused_int4,warm,3,28.51399965584278,32
qkv,325,2304,768,predequant_gemm,warm,3,10.704999789595604,32
qkv,325,2304,768,dequant_only,warm,4,3.6849998869001865,32
qkv,325,2304,768,fused_int4,warm,4,28.43800000846386,32
qkv,325,2304,768,bf16,warm,4,9.491999633610249,32
qkv,325,2304,768,packed_int4,warm,4,14.047999866306782,32
qkv,325,2304,768,native_int4,warm,4,47.874998301267624,32
qkv,325,2304,768,predequant_gemm,warm,4,10.336999781429768,32
qkv,325,2304,768,fused_int4,warm,5,28.20800058543682,32
qkv,325,2304,768,dequant_only,warm,5,3.725999966263771,32
qkv,325,2304,768,native_int4,warm,5,47.92400076985359,32
qkv,325,2304,768,predequant_gemm,warm,5,10.68700011819601,32
qkv,325,2304,768,packed_int4,warm,5,14.014000073075294,32
qkv,325,2304,768,bf16,warm,5,9.471000172197819,32
qkv,325,2304,768,fused_int4,warm,6,28.71900051832199,32
qkv,325,2304,768,dequant_only,warm,6,3.708000062033534,32
qkv,325,2304,768,native_int4,warm,6,47.90699854493141,32
qkv,325,2304,768,bf16,warm,6,9.475000202655792,32
qkv,325,2304,768,predequant_gemm,warm,6,10.649999603629112,32
qkv,325,2304,768,packed_int4,warm,6,14.049000106751919,32
qkv,325,2304,768,native_int4,eviction_attempt,0,53.247999399900436,1
qkv,325,2304,768,dequant_only,eviction_attempt,0,8.191999979317188,1
qkv,325,2304,768,bf16,eviction_attempt,0,16.383999958634377,1
qkv,325,2304,768,packed_int4,eviction_attempt,0,24.57600086927414,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,0,22.52800017595291,1
qkv,325,2304,768,fused_int4,eviction_attempt,0,32.76799991726875,1
qkv,325,2304,768,bf16,eviction_attempt,1,16.383999958634377,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,1,20.479999482631683,1
qkv,325,2304,768,dequant_only,eviction_attempt,1,8.191999979317188,1
qkv,325,2304,768,packed_int4,eviction_attempt,1,24.57600086927414,1
qkv,325,2304,768,native_int4,eviction_attempt,1,53.247999399900436,1
qkv,325,2304,768,fused_int4,eviction_attempt,1,32.76799991726875,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,2,22.52800017595291,1
qkv,325,2304,768,native_int4,eviction_attempt,2,53.247999399900436,1
qkv,325,2304,768,packed_int4,eviction_attempt,2,24.57600086927414,1
qkv,325,2304,768,bf16,eviction_attempt,2,16.383999958634377,1
qkv,325,2304,768,dequant_only,eviction_attempt,2,8.191999979317188,1
qkv,325,2304,768,fused_int4,eviction_attempt,2,32.735999673604965,1
qkv,325,2304,768,dequant_only,eviction_attempt,3,6.175999995321035,1
qkv,325,2304,768,packed_int4,eviction_attempt,3,24.57600086927414,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,3,22.52800017595291,1
qkv,325,2304,768,bf16,eviction_attempt,3,16.383999958634377,1
qkv,325,2304,768,fused_int4,eviction_attempt,3,32.76799991726875,1
qkv,325,2304,768,native_int4,eviction_attempt,3,53.247999399900436,1
qkv,325,2304,768,native_int4,eviction_attempt,4,53.247999399900436,1
qkv,325,2304,768,packed_int4,eviction_attempt,4,24.54400062561035,1
qkv,325,2304,768,dequant_only,eviction_attempt,4,8.191999979317188,1
qkv,325,2304,768,bf16,eviction_attempt,4,16.383999958634377,1
qkv,325,2304,768,fused_int4,eviction_attempt,4,32.76799991726875,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,4,20.479999482631683,1
qkv,325,2304,768,bf16,eviction_attempt,5,14.336000196635723,1
qkv,325,2304,768,packed_int4,eviction_attempt,5,24.57600086927414,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,5,22.52800017595291,1
qkv,325,2304,768,native_int4,eviction_attempt,5,55.296000093221664,1
qkv,325,2304,768,dequant_only,eviction_attempt,5,8.191999979317188,1
qkv,325,2304,768,fused_int4,eviction_attempt,5,32.76799991726875,1
qkv,325,2304,768,native_int4,eviction_attempt,6,55.296000093221664,1
qkv,325,2304,768,bf16,eviction_attempt,6,16.383999958634377,1
qkv,325,2304,768,fused_int4,eviction_attempt,6,32.76799991726875,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,6,22.143999114632607,1
qkv,325,2304,768,packed_int4,eviction_attempt,6,24.159999564290047,1
qkv,325,2304,768,dequant_only,eviction_attempt,6,8.191999979317188,1
qkv,325,2304,768,bf16,eviction_attempt,7,16.383999958634377,1
qkv,325,2304,768,native_int4,eviction_attempt,7,53.247999399900436,1
qkv,325,2304,768,dequant_only,eviction_attempt,7,6.144000217318535,1
qkv,325,2304,768,fused_int4,eviction_attempt,7,34.78400036692619,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,7,22.52800017595291,1
qkv,325,2304,768,packed_int4,eviction_attempt,7,24.57600086927414,1
qkv,325,2304,768,fused_int4,eviction_attempt,8,32.76799991726875,1
qkv,325,2304,768,packed_int4,eviction_attempt,8,24.57600086927414,1
qkv,325,2304,768,bf16,eviction_attempt,8,16.383999958634377,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,8,22.52800017595291,1
qkv,325,2304,768,native_int4,eviction_attempt,8,55.296000093221664,1
qkv,325,2304,768,dequant_only,eviction_attempt,8,8.191999979317188,1
qkv,325,2304,768,packed_int4,eviction_attempt,9,24.57600086927414,1
qkv,325,2304,768,dequant_only,eviction_attempt,9,6.175999995321035,1
qkv,325,2304,768,fused_int4,eviction_attempt,9,32.76799991726875,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,9,20.479999482631683,1
qkv,325,2304,768,bf16,eviction_attempt,9,14.336000196635723,1
qkv,325,2304,768,native_int4,eviction_attempt,9,53.247999399900436,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,10,20.479999482631683,1
qkv,325,2304,768,fused_int4,eviction_attempt,10,32.76799991726875,1
qkv,325,2304,768,packed_int4,eviction_attempt,10,24.57600086927414,1
qkv,325,2304,768,bf16,eviction_attempt,10,14.336000196635723,1
qkv,325,2304,768,dequant_only,eviction_attempt,10,6.144000217318535,1
qkv,325,2304,768,native_int4,eviction_attempt,10,53.247999399900436,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,11,20.479999482631683,1
qkv,325,2304,768,fused_int4,eviction_attempt,11,32.76799991726875,1
qkv,325,2304,768,packed_int4,eviction_attempt,11,24.57600086927414,1
qkv,325,2304,768,bf16,eviction_attempt,11,14.336000196635723,1
qkv,325,2304,768,dequant_only,eviction_attempt,11,8.191999979317188,1
qkv,325,2304,768,native_int4,eviction_attempt,11,53.247999399900436,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,12,22.52800017595291,1
qkv,325,2304,768,bf16,eviction_attempt,12,14.336000196635723,1
qkv,325,2304,768,packed_int4,eviction_attempt,12,24.57600086927414,1
qkv,325,2304,768,native_int4,eviction_attempt,12,53.247999399900436,1
qkv,325,2304,768,fused_int4,eviction_attempt,12,32.76799991726875,1
qkv,325,2304,768,dequant_only,eviction_attempt,12,6.175999995321035,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,13,20.479999482631683,1
qkv,325,2304,768,dequant_only,eviction_attempt,13,6.175999995321035,1
qkv,325,2304,768,bf16,eviction_attempt,13,16.383999958634377,1
qkv,325,2304,768,native_int4,eviction_attempt,13,53.247999399900436,1
qkv,325,2304,768,packed_int4,eviction_attempt,13,24.57600086927414,1
qkv,325,2304,768,fused_int4,eviction_attempt,13,32.76799991726875,1
qkv,325,2304,768,native_int4,eviction_attempt,14,53.247999399900436,1
qkv,325,2304,768,packed_int4,eviction_attempt,14,24.57600086927414,1
qkv,325,2304,768,dequant_only,eviction_attempt,14,8.191999979317188,1
qkv,325,2304,768,fused_int4,eviction_attempt,14,32.76799991726875,1
qkv,325,2304,768,bf16,eviction_attempt,14,16.383999958634377,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,14,22.52800017595291,1
qkv,325,2304,768,fused_int4,eviction_attempt,15,32.76799991726875,1
qkv,325,2304,768,bf16,eviction_attempt,15,16.383999958634377,1
qkv,325,2304,768,dequant_only,eviction_attempt,15,6.144000217318535,1
qkv,325,2304,768,native_int4,eviction_attempt,15,53.247999399900436,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,15,20.479999482631683,1
qkv,325,2304,768,packed_int4,eviction_attempt,15,24.57600086927414,1
qkv,325,2304,768,native_int4,eviction_attempt,16,53.247999399900436,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,16,22.52800017595291,1
qkv,325,2304,768,packed_int4,eviction_attempt,16,24.57600086927414,1
qkv,325,2304,768,dequant_only,eviction_attempt,16,6.144000217318535,1
qkv,325,2304,768,bf16,eviction_attempt,16,14.336000196635723,1
qkv,325,2304,768,fused_int4,eviction_attempt,16,32.76799991726875,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,17,22.52800017595291,1
qkv,325,2304,768,packed_int4,eviction_attempt,17,24.57600086927414,1
qkv,325,2304,768,fused_int4,eviction_attempt,17,32.76799991726875,1
qkv,325,2304,768,bf16,eviction_attempt,17,14.336000196635723,1
qkv,325,2304,768,native_int4,eviction_attempt,17,53.247999399900436,1
qkv,325,2304,768,dequant_only,eviction_attempt,17,6.144000217318535,1
qkv,325,2304,768,packed_int4,eviction_attempt,18,24.57600086927414,1
qkv,325,2304,768,fused_int4,eviction_attempt,18,32.76799991726875,1
qkv,325,2304,768,bf16,eviction_attempt,18,14.336000196635723,1
qkv,325,2304,768,dequant_only,eviction_attempt,18,5.727999843657017,1
qkv,325,2304,768,native_int4,eviction_attempt,18,52.83199995756149,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,18,23.552000522613525,1
qkv,325,2304,768,bf16,eviction_attempt,19,16.383999958634377,1
qkv,325,2304,768,dequant_only,eviction_attempt,19,8.191999979317188,1
qkv,325,2304,768,native_int4,eviction_attempt,19,53.247999399900436,1
qkv,325,2304,768,packed_int4,eviction_attempt,19,24.57600086927414,1
qkv,325,2304,768,fused_int4,eviction_attempt,19,32.76799991726875,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,19,22.52800017595291,1
qkv,325,2304,768,dequant_only,eviction_attempt,20,8.191999979317188,1
qkv,325,2304,768,packed_int4,eviction_attempt,20,24.57600086927414,1
qkv,325,2304,768,predequant_gemm,eviction_attempt,20,22.52800017595291,1
qkv,325,2304,768,fused_int4,eviction_attempt,20,32.76799991726875,1
qkv,325,2304,768,bf16,eviction_attempt,20,14.336000196635723,1
qkv,325,2304,768,native_int4,eviction_attempt,20,53.247999399900436,1
