video,frame,video_length,phase,appearance,temporal,appearance_score,temporal_score,combined_score,label,threshold,above_threshold,alarm_active,new_alarm
01,35,583,12,0.008369691669940948,0.33329294397996717,0.09022195479688516,0.0,0.04511097739844258,0,0.5292317860039715,False,False,False
01,36,583,12,0.008517501875758171,0.3638272951250059,0.10013994920466592,0.0,0.05006997460233296,0,0.5292317860039715,False,False,False
01,37,583,12,0.007541419472545385,0.5610888969667608,0.03464528486079406,0.0,0.01732264243039703,0,0.5292317860039715,False,False,False
01,38,583,13,0.0075115482322871685,0.31632941556605604,0.03264093886725137,0.0,0.016320469433625685,0,0.5292317860039715,False,False,False
01,39,583,13,0.008256830275058746,0.3417343188335566,0.08264900895659467,0.0,0.04132450447829734,0,0.5292317860039715,False,False,False
01,40,583,13,0.007993664592504501,0.5117734965063214,0.06499071700400552,0.0,0.03249535850200276,0,0.5292317860039715,False,False,False
01,41,583,14,0.00910427886992693,0.32485156912637775,0.13951240602930862,0.0,0.06975620301465431,0,0.5292317860039715,False,False,False
01,42,583,15,0.008792665787041187,0.7977705076941716,0.11860331659015431,0.0034549646713965573,0.061029140630775434,0,0.5292317860039715,False,False,False
01,43,583,15,0.008480625227093697,0.5120158326265203,0.09766554364376562,0.0,0.04883277182188281,0,0.5292317860039715,False,False,False
01,44,583,15,0.008282184600830078,0.3333737226867002,0.08435027213949067,0.0,0.042175136069745336,0,0.5292317860039715,False,False,False
01,45,583,16,0.00792685430496931,0.7518478129165144,0.06050777853238453,0.0,0.030253889266192265,0,0.5292317860039715,False,False,False
01,46,583,17,0.008465593680739403,1.3215800315036954,0.09665693404297435,0.10270121746809013,0.09967907575553224,0,0.5292317860039715,False,False,False
01,47,583,18,0.007899527437984943,1.8453895553132185,0.05867415877362262,0.20194747026478355,0.1303108145192031,0,0.5292317860039715,False,False,False
01,48,583,18,0.008248466067016125,1.4491296094349526,0.0820877745808384,0.126868051174001,0.1044779128774197,0,0.5292317860039715,False,False,False
01,49,583,18,0.008286435157060623,1.1344965467102863,0.08463548243800438,0.06725448734593066,0.07594498489196752,0,0.5292317860039715,False,False,False
01,50,583,18,0.009046978317201138,0.882790096530554,0.13566756623387594,0.01956363628347452,0.07761560125867523,0,0.5292317860039715,False,False,False
01,51,583,20,0.008966910652816296,2.178722888646552,0.15626941372367925,0.32174361793689943,0.23900651583028934,0,0.5292317860039715,False,False,False
