split,video,component,frames,median,q95,q995,max
normal_calibration,05,appearance_score,402,0.0,0.26332898157386403,0.45590056257545236,0.5806036969133644
normal_calibration,05,temporal_score,402,0.0,0.11889490758183255,0.8724204848420614,0.9555632257119875
normal_calibration,05,combined_score,402,0.003811825859671025,0.155367718157527,0.5821149361930292,0.6097824430539285
normal_calibration,11,appearance_score,305,0.0,0.12501166185601978,0.44779717083424797,0.5457610678453698
normal_calibration,11,temporal_score,305,0.0026320418795222887,0.6582562582097693,0.9815897097555856,1.0482071672579047
normal_calibration,11,combined_score,305,0.011330139723642618,0.3658997348373378,0.4907948548777928,0.5241035836289524
normal_calibration,12,appearance_score,347,0.0,0.34750978449290104,0.5379982964431076,0.5655748603772287
normal_calibration,12,temporal_score,347,0.0011151767621882238,0.689708456417691,0.9706340250402121,1.0449754018551403
normal_calibration,12,combined_score,347,0.013066107580147198,0.4587352606843468,0.584656978505045,0.6116626990752257
normal_calibration,20,appearance_score,369,0.4575783663103071,0.9148146859953844,1.1289188903749274,1.2820297742228128
normal_calibration,20,temporal_score,369,0.0,0.2611741168035298,0.8954525015809474,1.0093880607967967
normal_calibration,20,combined_score,369,0.24257455780892262,0.5456162334050357,0.8827216629499587,0.924530924709311
normal_calibration,25,appearance_score,368,0.3775975695860977,0.6728030082281342,0.8875353841247278,1.0445910406502703
normal_calibration,25,temporal_score,368,0.0042528403474885144,0.7255936929310224,1.0567758610579647,1.0988381585678828
normal_calibration,25,combined_score,368,0.2292842107094114,0.6415017141977979,0.7509107071141637,0.7615701258816476
test_normal,01,appearance_score,76,0.7716910228844536,1.3832974799583508,1.4774269607793142,1.4781535184623975
test_normal,01,temporal_score,76,0.02912381025281438,0.6890524824796812,0.8829626201597696,0.9059715679083309
test_normal,01,combined_score,76,0.3858455114422268,0.9077562297173375,1.028275049819702,1.0466607946507955
test_normal,02,appearance_score,77,0.37184973240820896,0.6606411450667717,0.7275332739383039,0.748929618006531
test_normal,02,temporal_score,77,0.006501452433462476,0.07652303616002784,0.0811748120333753,0.08402590047187854
test_normal,02,combined_score,77,0.209477487536565,0.3381693665756785,0.36376663696915196,0.3744648090032655
test_normal,03,appearance_score,30,0.0,0.16031377856901272,0.23583853415730488,0.24844603591693729
test_normal,03,temporal_score,30,0.0,0.006215073917328744,0.016024387820275376,0.017274003776011
test_normal,03,combined_score,30,0.0,0.08015688928450636,0.11791926707865244,0.12422301795846864
test_normal,04,appearance_score,226,0.06425985269842162,0.31540241802010943,0.4742835375340102,0.7347529668358304
test_normal,04,temporal_score,226,0.0,0.06305945373894964,0.13484948449409215,0.16374278040673754
test_normal,04,combined_score,226,0.03725214045253941,0.160576208251641,0.2371417687670051,0.3808421725961008
test_normal,05,appearance_score,100,0.0,0.1472096767538006,0.22751743995350257,0.23834147347608584
test_normal,05,temporal_score,100,0.0,0.03257102668242989,0.050146444197797804,0.05174616807216627
test_normal,05,combined_score,100,0.0,0.0741345473389397,0.11964311378664491,0.1201061368342845
test_normal,06,appearance_score,57,0.0,0.015106399474138993,0.04866524122180622,0.05602001474164817
test_normal,06,temporal_score,57,0.0,0.007691910649622047,0.023478993349318942,0.02589204485004982
test_normal,06,combined_score,57,0.0,0.010661158939405502,0.027463854637010992,0.03173545618909135
test_normal,07,appearance_score,364,0.21326649154381566,0.8017362262971202,1.0912976411259423,1.1257311432831554
test_normal,07,temporal_score,364,0.0,0.04010050635907075,0.08618898524181538,0.10449374802272071
test_normal,07,combined_score,364,0.11070514470999399,0.4019212810265538,0.555841791717938,0.5951624386425478
test_normal,08,appearance_score,388,0.2799626177812975,0.7202071158043566,0.9868626735768173,1.0621818128924962
test_normal,08,temporal_score,388,0.00899163933441924,0.7120743516718345,1.0179977942253087,1.1160742407159605
test_normal,08,combined_score,388,0.19815516097809044,0.6865030655907849,0.8701880426858529,0.9255704655421262
test_normal,09,appearance_score,93,0.0,0.06334469831075902,0.23217554681957553,0.25679725938400355
test_normal,09,temporal_score,93,0.0,0.05066891293791138,0.08406382209981185,0.08406382209981185
test_normal,09,combined_score,93,0.004287250713576202,0.042031911049905925,0.11608777340978776,0.12839862969200178
test_normal,10,appearance_score,53,0.0,0.06256087537120773,0.11038678159802962,0.1162304006590602
test_normal,10,temporal_score,53,0.0,0.05411612936752695,0.061678460409996014,0.06251871941471479
test_normal,10,combined_score,53,0.0,0.041136621047217194,0.0647390874691299,0.06659784499826323
test_normal,11,appearance_score,263,0.5081778724386793,1.0665066053435297,1.3719633925278703,1.4788007269011514
test_normal,11,temporal_score,263,0.0058062225880176795,0.6149881020892355,0.964239975084086,1.0470919904957166
test_normal,11,combined_score,263,0.2732772456596534,0.7352789367980754,0.9083405522851394,0.9528337344589488
test_normal,12,appearance_score,427,0.17981752625692715,0.4946541955449122,0.6085260400942736,0.6516967575484843
test_normal,12,temporal_score,427,0.03881910646110805,0.7881261764921719,0.997920223428614,1.0902201174938442
test_normal,12,combined_score,427,0.1368015801762318,0.5626170273611122,0.6739043069634542,0.6888911360462854
test_normal,13,appearance_score,54,0.0,0.38112035187834475,0.6163549027615189,0.6319022764363668
test_normal,13,temporal_score,54,0.0,0.054277717637665174,0.056846971132862995,0.05713244374344053
test_normal,13,combined_score,54,0.0,0.20722272857737656,0.3163404610096928,0.3229722574048066
test_normal,14,appearance_score,30,0.0,0.07115973331177612,0.22660977563792553,0.24794366312624216
test_normal,14,temporal_score,30,0.0,0.03039945168135018,0.03788189449430633,0.03881910646110805
test_normal,14,combined_score,30,0.0,0.050303360052433466,0.13224583506611592,0.1433813847936751
test_normal,15,appearance_score,19,0.0,0.004905493739585914,0.04463999303023278,0.049054937395860185
test_normal,15,temporal_score,19,0.0,0.024213942588762073,0.027629164400439766,0.028008633490626173
test_normal,15,combined_score,19,0.0,0.015056631940574765,0.023580385022194564,0.024527468697930092
test_normal,16,appearance_score,36,0.2378394455321718,0.5626960449639928,0.6345911674849163,0.6497770644875003
test_normal,16,temporal_score,36,0.0,0.027507927551432096,0.03445622316737591,0.03558734105834349
test_normal,16,combined_score,36,0.12281407424000393,0.28482067338770994,0.31961987654839835,0.32488853224375014
test_normal,17,appearance_score,420,0.2454224193403208,0.8289595347062391,1.199849372305407,1.2429202869630083
test_normal,17,temporal_score,420,0.002723334687509969,0.8080005505658574,1.5611806056154185,1.7107303108625451
test_normal,17,combined_score,420,0.16028065177231104,0.7445829616663114,1.1220040498532244,1.2784394287585834
test_normal,18,appearance_score,67,0.15567149258356314,0.38152584341436013,0.42345410412465123,0.42559631026082867
test_normal,18,temporal_score,67,0.0,0.23624008463545526,0.31066649016723796,0.3140837766008809
test_normal,18,combined_score,67,0.07783574629178157,0.2740500225990001,0.34726288909990644,0.3501071817155864
test_normal,19,appearance_score,131,0.0,0.355261429758618,0.5678102261816239,0.6413450089349461
test_normal,19,temporal_score,131,0.0,0.03287524240873968,0.0588482569569508,0.07002158372656543
test_normal,19,combined_score,131,0.0008181240100436052,0.177630714879309,0.28390511309081196,0.32067250446747303
test_abnormal,01,appearance_score,300,1.0403047331000066,1.4513481643519628,1.6701878585255605,1.7602679801577104
test_abnormal,01,temporal_score,300,0.02132038192697349,0.7805121456302876,1.0543257587222377,1.080486899657617
test_abnormal,01,combined_score,300,0.5681662751853884,0.9598278961194155,1.286669118107502,1.3263353091218104
test_abnormal,02,appearance_score,286,0.7182142531533604,1.0215135836974767,1.2112837673881836,1.3283382828846986
test_abnormal,02,temporal_score,286,0.007937558528345889,0.08301922170072182,0.7049775647924265,1.1548175039212019
test_abnormal,02,combined_score,286,0.3755497774060631,0.522797970423327,0.84184415217859,1.0696900955406599
test_abnormal,03,appearance_score,316,0.29497952261880744,0.5672238831997335,0.7145368484614073,0.7370932350310345
test_abnormal,03,temporal_score,316,0.0,0.6881409589045426,0.9151473729265566,0.9921519786487192
test_abnormal,03,combined_score,316,0.17095896420551804,0.48453030292694654,0.6070862277354561,0.6675038780852055
test_abnormal,04,appearance_score,118,0.23950988333978246,0.5209456244974852,0.6536092426220502,0.6610414156225211
test_abnormal,04,temporal_score,118,0.026591488209709406,0.7648842214075315,0.9874499776859315,1.0126577478274947
test_abnormal,04,combined_score,118,0.14907509093144083,0.5122525224275037,0.6175237149086077,0.6372784731842006
test_abnormal,05,appearance_score,330,0.4034544571098163,0.8064230320020095,0.9803005055543482,1.179288883038449
test_abnormal,05,temporal_score,330,0.06090283671333251,0.732032785354106,1.058281089853542,1.1527009152806256
test_abnormal,05,combined_score,330,0.2659815516706564,0.6798439554449928,0.9132775279436871,1.0304035896658794
test_abnormal,06,appearance_score,413,0.09710533611839876,0.3727143322577631,0.5275256638595384,0.6197792568164263
test_abnormal,06,temporal_score,413,0.022484716355001228,0.7735318273063106,0.9614800951832861,1.0837186650603816
test_abnormal,06,combined_score,413,0.09351358718431359,0.511355085516625,0.616393355040594,0.661022835499979
test_abnormal,07,appearance_score,151,0.2977497457806774,0.5757257012561027,0.7219445642384692,0.7223522765877545
test_abnormal,07,temporal_score,151,0.03774185132685316,0.4397490290483182,0.6159585446381453,0.637772961106806
test_abnormal,07,combined_score,151,0.1945058597929667,0.3511817320176769,0.4269586107570683,0.4366752014268242
test_abnormal,08,appearance_score,230,0.34179502501825487,1.094581464600006,1.1857063719732983,1.1966277791917652
test_abnormal,08,temporal_score,230,0.07113676048875363,0.9809610253446387,1.6707233936767083,1.7973250505007234
test_abnormal,08,combined_score,230,0.19884571170497334,0.8577985395648366,1.0507055497437492,1.0922772677647539
test_abnormal,09,appearance_score,206,0.6151047207600091,0.8465519829038213,1.192247769874143,1.2119061468586994
test_abnormal,09,temporal_score,206,0.052458251974470314,0.5241832892728493,0.9982602048680835,1.060019052106775
test_abnormal,09,combined_score,206,0.35774121095509664,0.6170449127234223,0.8022198282076745,0.882946654022766
test_abnormal,10,appearance_score,135,0.06463028711067087,0.3217379775670136,0.46222444561035103,0.5880750093337958
test_abnormal,10,temporal_score,135,0.0582096988776954,1.0677413000587432,1.6971133424790015,1.761350066134617
test_abnormal,10,combined_score,135,0.05898626172164713,0.6287867858697258,0.850730138081231,0.8872612962240667
test_abnormal,11,appearance_score,126,0.6591339991069438,0.8794832297182561,0.915682692931136,0.9211667912908454
test_abnormal,11,temporal_score,126,0.15893305393052407,0.6264853076514961,0.8840514624581151,0.9156668641166245
test_abnormal,11,combined_score,126,0.43953162394955697,0.6253656401957229,0.6768063982329552,0.6873047211014518
test_abnormal,12,appearance_score,224,0.2923173054687756,0.5703955700872153,0.7469914921954034,0.8131027072548298
test_abnormal,12,temporal_score,224,0.0646732296832245,0.9586111414445122,1.268153276411096,1.334719111341762
test_abnormal,12,combined_score,224,0.2662350528098755,0.6448862968668417,0.7877123509216678,0.8596904336192668
test_abnormal,13,appearance_score,375,1.4621261435869313,2.477108625818753,2.638172953751103,2.6905542445745394
test_abnormal,13,temporal_score,375,0.010668617991916365,0.7849562092978919,1.0754617221545526,1.0912973726280988
test_abnormal,13,combined_score,375,0.7373696467265655,1.5034778283454204,1.6223592197175292,1.6868846905046642
test_abnormal,14,appearance_score,320,0.625197144594166,0.9552367083825755,1.0798243866387898,1.1488816732688625
test_abnormal,14,temporal_score,320,0.01081047297048188,0.6361099572714548,0.9494864533762346,1.0535555213012455
test_abnormal,14,combined_score,320,0.3638800726704049,0.6062942990965201,0.8619765788881504,0.8735493062789288
test_abnormal,15,appearance_score,322,0.6266461907683155,0.9915526332503657,1.153329290487611,1.1733838646977386
test_abnormal,15,temporal_score,322,0.030790255124774443,0.7819253582979369,1.0261900035077507,1.09449121640293
test_abnormal,15,combined_score,322,0.38399187118902833,0.7534494555857603,0.970046181243031,1.0117347001588044
test_abnormal,16,appearance_score,347,0.9209065009404771,1.2459031840317132,1.4158025471886788,1.4864234960278384
test_abnormal,16,temporal_score,347,0.0196223356984023,0.5843755168138529,1.0232263089018552,1.1418904423101435
test_abnormal,16,combined_score,347,0.49584344934548014,0.7302333886779966,1.1594352989285088,1.201894567600911
test_abnormal,17,appearance_score,127,0.4009928718170239,1.1584842491474134,1.3115190901419083,1.341445495217876
test_abnormal,17,temporal_score,127,0.4718840974599883,1.2130795908256342,1.444142460320108,1.459808516846508
test_abnormal,17,combined_score,127,0.39581612083516066,1.2137408946100752,1.329694344662979,1.3507024806055647
test_abnormal,18,appearance_score,141,0.17307797870597347,0.5807261864900084,0.6889778119994543,0.7571898019233889
test_abnormal,18,temporal_score,141,0.07151597676808716,0.4104805548074618,0.9011618414321177,0.9200138062815774
test_abnormal,18,combined_score,141,0.13020687479621504,0.37859490096169446,0.6078255104351099,0.6115773312488281
test_abnormal,19,appearance_score,111,0.17631415883845517,0.4697509059280123,0.5845926292904213,0.6323176098995141
test_abnormal,19,temporal_score,111,0.026411711603210573,0.7419858081818722,1.0427007362062715,1.079409644523362
test_abnormal,19,combined_score,111,0.12446226067792436,0.45783186255166064,0.5840583792504322,0.609229002466222
