video,frame
24,17
19,18
17,16
04,16
09,17
06,21
03,23
15,15
14,15
21,17
21,19
23,16
09,18
04,18
18,16
07,16
06,22
18,20
03,19
23,18
17,17
09,19
19,17
01,15
10,17
04,19
23,17
24,18
03,21
21,20
18,17
21,16
24,15
04,17
18,15
06,17
02,18
09,16
17,18
08,18
10,18
04,20
19,19
13,19
08,19
16,16
02,16
08,16
08,20
09,20
06,15
21,18
16,17
07,18
07,19
19,15
19,16
06,19
04,15
02,19
22,18
13,15
13,17
02,15
02,20
03,15
03,18
23,15
13,18
18,19
08,15
03,20
22,15
03,22
22,16
07,15
16,15
15,16
03,16
24,16
16,18
22,17
14,16
07,17
08,17
18,18
06,20
21,15
06,16
09,15
13,16
17,15
10,16
02,17
10,15
03,17
06,18
17,30
01,27
22,20
18,21
19,23
06,39
02,26
23,34
16,24
08,25
08,41
18,24
06,32
09,28
22,23
21,23
17,26
06,33
13,33
21,27
24,31
06,44
14,30
18,29
21,38
16,28
01,29
10,37
21,25
23,29
06,38
03,39
04,26
02,29
10,25
19,21
18,36
24,30
14,32
21,40
13,35
08,27
10,29
03,25
10,30
22,34
14,25
02,30
01,21
07,35
01,17
15,32
10,36
16,36
07,23
02,21
06,30
06,25
16,23
16,32
02,25
23,28
08,29
10,19
18,39
04,28
03,36
08,35
17,24
22,35
08,39
24,22
18,31
23,35
14,27
08,36
04,32
18,40
06,24
09,25
23,21
07,25
19,24
08,28
03,35
01,20
13,32
13,27
14,17
19,26
06,35
04,38
06,26
21,28
24,33
04,35
18,35
22,29
03,41
22,27
17,37
22,25
19,31
24,25
17,32
15,28
21,34
02,34
21,22
24,28
17,21
06,37
09,26
02,28
02,32
09,27
09,35
08,22
09,24
16,31
18,25
02,24
13,36
24,21
21,31
14,24
23,33
13,23
15,27
18,26
19,32
22,32
22,33
21,21
16,25
04,22
04,31
08,23
03,43
10,31
18,23
19,35
04,23
01,19
14,28
10,26
01,26
15,21
10,20
01,23
06,28
02,35
