scene,video,frame,video_length,phase,conditional_nn,conditional_soft,unconditional_nn,unconditional_soft,label,phase_error,phase_error_normalized,conditional_nn_normalized,conditional_soft_normalized,unconditional_nn_normalized,unconditional_soft_normalized,conditional_nn_with_phase,conditional_soft_with_phase,unconditional_nn_with_phase,unconditional_soft_with_phase
R02,01,10,583,1,0.07827669382095337,0.08872056752443314,0.06089914217591286,0.1123841404914856,0,0.39356477561388487,0.008414682627324824,0.5400090416514802,0.5475104939779313,0.4751592458164117,0.562767244011032,0.2742118621394025,0.27796258830262804,0.24178696422186827,0.2855909633191784
R02,01,11,583,2,0.07121087610721588,0.08077900856733322,0.05587112903594971,0.09809567779302597,0,0.6,0.021875966252926763,0.4875614488018585,0.49225038207197686,0.43223897163118835,0.4761102357992066,0.2547187075273926,0.25706317416245184,0.22705746894205756,0.24899310102606667
R02,01,12,583,2,0.06005173176527023,0.06890479475259781,0.04693201929330826,0.09200725704431534,0,0.33547840812870505,0.0046269711559702295,0.4047302348209723,0.40962549850161944,0.3559326791761164,0.4391850369200476,0.20467860298847126,0.20712623482879483,0.1802798251660433,0.22190600403800892
R02,01,13,583,2,0.05961029604077339,0.07167672365903854,0.05026533082127571,0.0975029468536377,0,0.4064352243861151,0.009253942311940086,0.40145358064085174,0.42891353783907493,0.38438659143581616,0.47251542710873,0.20535376147639592,0.21908374007550752,0.19682026687387813,0.24088468471033506
R02,01,14,583,2,0.05245929956436157,0.06496759504079819,0.04351841285824776,0.09228618443012238,0,0.33547840812870505,0.0046269711559702295,0.34837372960892615,0.3822291021711953,0.3267933511602963,0.4408766823596224,0.17650035038244818,0.19342803666358277,0.16571016115813325,0.2227518267577963
R02,01,15,583,2,0.038736406713724136,0.0524369478225708,0.030934622511267662,0.08201026916503906,0,0.6,0.021875966252926763,0.24651252597924572,0.29503652810937053,0.21937522854462793,0.37855506720039706,0.13419424611608624,0.15845624718114865,0.12062559739877735,0.2002155167266619
R02,01,16,583,3,0.032733287662267685,0.04617700353264809,0.025252174586057663,0.07457179576158524,0,0.39356477561388487,0.008414682627324824,0.20195304870509243,0.25147767224053563,0.17086854882758676,0.33344203688986307,0.10518386566620863,0.12994617743393022,0.0896416157274558,0.17092835975859394
R02,01,17,583,4,0.03807275742292404,0.05063362047076225,0.02962164580821991,0.07840477675199509,0,0.6,0.021875966252926763,0.2415864425153104,0.28248835314746107,0.2081673580548477,0.3566883911108476,0.1317312043841186,0.15218215970019391,0.11502166215388723,0.18928217868188718
R02,01,18,583,4,0.03637026622891426,0.04903484135866165,0.029036687687039375,0.07620412111282349,0,0.33547840812870505,0.0046269711559702295,0.228949325540174,0.2713634955313634,0.20317402127368614,0.343341802480592,0.11678814834807211,0.1379952333436668,0.10390049621482818,0.1739843868182811
R02,01,19,583,4,0.03676643967628479,0.04909035563468933,0.029677938669919968,0.07641936093568802,0,0.33547840812870505,0.0046269711559702295,0.23189001046969362,0.27174978305025477,0.20864788684257776,0.3446471940745732,0.11825849081283192,0.1381883771031125,0.10663742899927399,0.17463708261527172
