scene,video,frame,video_length,phase,conditional_nn,conditional_soft,unconditional_nn,unconditional_soft,label,phase_error,phase_error_normalized,conditional_nn_normalized,conditional_soft_normalized,unconditional_nn_normalized,unconditional_soft_normalized,conditional_nn_with_phase,conditional_soft_with_phase,unconditional_nn_with_phase,unconditional_soft_with_phase
R04,01,10,411,1,0.054165877401828766,0.06292171776294708,0.03888275474309921,0.07410255819559097,0,0.6233766233766233,0.005662514156285442,0.24161367191814023,0.24454487290238244,0.2500051144582881,0.3305944361635402,0.12363809303721283,0.12510369352933395,0.12783381430728677,0.1681284751599128
R04,01,11,411,1,0.05320346727967262,0.06218141317367554,0.03864534571766853,0.074495829641819,0,0.6233766233766233,0.005662514156285442,0.2352200876520818,0.23964563270322956,0.24746491523964975,0.3341476873894216,0.12044130090418362,0.1226540734297575,0.1265637146979676,0.1699051007728535
R04,01,12,411,1,0.05319290608167648,0.06256896257400513,0.038477346301078796,0.07407916337251663,0,0.6233766233766233,0.005662514156285442,0.2351499263894513,0.24221038460233724,0.24566737622031898,0.33038306133690204,0.12040622027286838,0.12393644937931134,0.1256649451883022,0.16802278774659374
R04,01,13,411,1,0.05329832062125206,0.06245908513665199,0.03845280781388283,0.07459917664527893,0,0.6233766233766233,0.005662514156285442,0.23585022735899458,0.241483229907011,0.24540482240254102,0.33508143905193677,0.12075637075764001,0.12357287203164821,0.12553366827941323,0.1703719766041111
R04,01,14,411,1,0.05506592616438866,0.06403840333223343,0.038062531501054764,0.07382718473672867,0,0.6233766233766233,0.005662514156285442,0.24759297063342814,0.25193495383683256,0.24122899301652484,0.32810640635699695,0.1266277423948568,0.128798733996559,0.12344575358640514,0.1668844602566412
R04,01,15,411,1,0.05478091910481453,0.06388478726148605,0.039550311863422394,0.07485394179821014,0,0.6233766233766233,0.005662514156285442,0.2456995817237954,0.2509183425123208,0.2571477581398634,0.3373832705239319,0.12568104794004042,0.12829042833430312,0.13140513614807442,0.17152289234010867
R04,01,16,411,1,0.05303940922021866,0.062213391065597534,0.03686225041747093,0.07245592772960663,0,0.6233766233766233,0.005662514156285442,0.2341301998760732,0.2398572582636527,0.2283863765021149,0.3157169468925797,0.11989635701617932,0.12275988620996907,0.11702444532920017,0.16068973052443256
R04,01,17,411,1,0.054479435086250305,0.06349734216928482,0.03905698284506798,0.07471536844968796,0,0.6233766233766233,0.005662514156285442,0.2436967313451628,0.24835428091094056,0.2518692983817216,0.3361312449186316,0.12467962275072411,0.127008397533613,0.12876590626900353,0.17089687953745852
R04,01,18,411,1,0.05568782240152359,0.06436453014612198,0.03812902793288231,0.07436397671699524,0,0.6233766233766233,0.005662514156285442,0.25172441720213096,0.2540932189884732,0.24194048317097092,0.33295638155916196,0.1286934656792082,0.12987786657237932,0.12380149866362818,0.1693094478577237
R04,01,19,411,1,0.05305362120270729,0.06210856884717941,0.03874005004763603,0.07419241219758987,0,0.6233766233766233,0.005662514156285442,0.2342246144146747,0.23916355835461423,0.24847822071339365,0.3314062770582077,0.11994356428548007,0.12241303625544983,0.12707036743483954,0.16853439560724656
R04,01,20,411,1,0.05464233458042145,0.06410429626703262,0.0397779606282711,0.07627153396606445,0,0.6233766233766233,0.005662514156285442,0.24477892241828672,0.2523710247726159,0.25958352575039817,0.3501913733153755,0.1252207182872861,0.12901676946445068,0.1326230199533418,0.17792694373583046
R04,01,21,411,1,0.055000387132167816,0.06401664763689041,0.03946557641029358,0.07461020350456238,0,0.6233766233766233,0.005662514156285442,0.24715757483326647,0.25179097745369283,0.2562411164001978,0.3351810679511165,0.12641004449477597,0.12872674580498913,0.13095181527824162,0.17042179105370098
R04,01,22,411,1,0.05524325743317604,0.06480544060468674,0.03972930833697319,0.07566279917955399,0,0.6233766233766233,0.005662514156285442,0.24877103639136003,0.25701110748211736,0.25906296208557655,0.34469138686288625,0.12721677527382275,0.1313368108192014,0.132362738120931,0.17517695050958584
R04,01,23,411,1,0.05549921840429306,0.06448691338300705,0.0395030751824379,0.07526025921106339,0,0.6233766233766233,0.005662514156285442,0.2504714632675783,0.25490313545061455,0.25664234104415606,0.3410543935082348,0.12806698871193187,0.13028282480345,0.13115242760022075,0.17335845383226012
R04,01,24,411,1,0.05657398700714111,0.06545867770910263,0.038363587111234665,0.07367710769176483,0,1.4077922077922096,0.016350509626274146,0.2576114792240065,0.2613341463068283,0.2444501899544187,0.32675044357579563,0.13698099442514033,0.13884232796655122,0.13040034979034643,0.1715504766010349
R04,01,25,411,1,0.057152166962623596,0.06645336002111435,0.03855743631720543,0.07339998334646225,0,2.4,0.02986976217440549,0.2614525051870766,0.26791682543514395,0.24652431329765434,0.32424659431566644,0.14566113368074105,0.14889329380477473,0.13819703773602993,0.17705817824503597
R04,01,26,411,7,0.055608250200748444,0.06488452106714249,0.03923846036195755,0.07482922822237015,0,2.2,0.02714467723669315,0.2511957947789255,0.25753445177343404,0.2538110486827771,0.33715998061948643,0.13917023600780934,0.1423395645050636,0.14047786295973513,0.1821523289280898
R04,01,27,411,7,0.05684323236346245,0.06589601933956146,0.03863221034407616,0.0731523185968399,0,1.2,0.013519252548131423,0.2594001583268704,0.2642284167567998,0.24732437102202642,0.32200891577672425,0.1364597054375009,0.1388738346524656,0.13042181178507892,0.16776408416242783
R04,01,28,411,8,0.054827362298965454,0.06406819820404053,0.0383949913084507,0.07248932868242264,0,0.4155844155844136,0.0028312570781427212,0.24600811804168407,0.2521321324519612,0.24478620463240078,0.3160187282135411,0.1244196875599134,0.12748169476505197,0.12380873085527175,0.15942499264584192
R04,01,29,411,8,0.0539444275200367,0.06289276480674744,0.03771454095840454,0.07177571952342987,0,0.42337662337662324,0.002937429218573097,0.24014251274457063,0.24435326597605336,0.2375056075937085,0.30957119014966383,0.12153997098157186,0.12364534759731323,0.1202215184061408,0.15625430968411846
R04,01,30,411,8,0.05563965067267418,0.06508565694093704,0.03897508233785629,0.07343215495347977,0,0.6077922077922097,0.005450169875424767,0.2514043977005172,0.25886554301974884,0.250992989639677,0.32453726836070573,0.128427283787971,0.13215785644758682,0.12822157975755089,0.16499371911806526
R04,01,31,411,8,0.05777036398649216,0.06698620319366455,0.04027026519179344,0.07507041841745377,0,0.8,0.008069082672706736,0.26555937675267816,0.27144311276151434,0.2648510241756283,0.3393391608385724,0.13681422971269244,0.13975609771711053,0.1364600534241675,0.17370412175563957
R04,01,32,411,10,0.06315524876117706,0.07351498305797577,0.04193304106593132,0.07418757677078247,0,0.8,0.008069082672706736,0.30133281032051135,0.31464973504400945,0.28264218425723603,0.3313625884395809,0.15470094649660904,0.1613594088583581,0.14535563346497138,0.1697158355561438
R04,01,33,411,10,0.06653957813978195,0.07477156072854996,0.04459612816572189,0.07255714386701584,0,0.40779220779220965,0.002725084937712422,0.32381594362103266,0.32296560384484,0.3111363485282951,0.3166314459434966,0.16327051427937253,0.1628453443912762,0.15693071673300374,0.1596782654406045
R04,01,34,411,10,0.07514595985412598,0.08788441866636276,0.04796762019395828,0.08271564543247223,0,0.4155844155844136,0.0028312570781427212,0.38099076488459743,0.4097448048193037,0.3472102147186606,0.40841463662967553,0.1919110109813701,0.20628803094872322,0.17502073589840167,0.20562294685390914
R04,01,35,411,11,0.06307881325483322,0.07287272065877914,0.04489313066005707,0.07396009564399719,0,0.2155844155844136,0.00010617214043037646,0.30082502591604837,0.31039932540161524,0.31431417844725124,0.32930727117623193,0.15046559902823936,0.1552527487710228,0.1572101752938408,0.16470672165833114
R04,01,36,411,11,0.07230241596698761,0.08300312608480453,0.05148160085082054,0.08355103433132172,0,0.4,0.002618912797282046,0.36210023470612857,0.3774410406849647,0.38480866280916104,0.4159624681780752,0.1823595737517053,0.19002997674112337,0.19371378780322154,0.20929069048767862
R04,01,37,411,12,0.05829232931137085,0.06653527915477753,0.04203958436846733,0.07032519578933716,0,0.20779220779220395,0.0,0.2690269517622758,0.26845895568604156,0.283782162880046,0.2964655469971564,0.1345134758811379,0.13422947784302078,0.141891081440023,0.1482327734985782
R04,01,38,411,13,0.06228509917855263,0.06963807344436646,0.042907245457172394,0.0711786225438118,0,0.4,0.002618912797282046,0.2955521409857781,0.28899284772663264,0.2930658538247065,0.30417635257590353,0.14908552689153007,0.14580588026195734,0.14784238331099428,0.1533976326865928
R04,01,39,411,13,0.06621323525905609,0.07126341015100479,0.04700609669089317,0.07523390650749207,0,0.4,0.002618912797282046,0.3216479482316299,0.29974911622168104,0.33692222652293996,0.3408162939025599,0.16213343051445597,0.15118401450948155,0.169770569660111,0.17171760334992098
R04,01,40,411,14,0.06665417551994324,0.07163871824741364,0.04798222705721855,0.07656685262918472,0,0.20779220779220395,0.0,0.32457724900411533,0.30223285675178235,0.3473665033962843,0.35285961025915125,0.16228862450205767,0.15111642837589118,0.17368325169814214,0.17642980512957562
R04,01,41,411,15,0.07298216223716736,0.07741203904151917,0.04984821379184723,0.07587183266878128,0,0.6,0.00534399773499439,0.36661599670600914,0.34043994843673203,0.3673319534742438,0.34658002767058044,0.18597999722050176,0.1728919730858632,0.1863379756046191,0.1759620127027874
R04,01,42,411,15,0.05999477580189705,0.06474011391401291,0.04372979328036308,0.06733021140098572,0,0.42337662337662324,0.002937429218573097,0.280336823557108,0.25657878387685407,0.30186684752733106,0.26940553017804797,0.14163712638784054,0.12975810654771358,0.15240213837295208,0.13617147969831053
R04,01,43,411,15,0.056963298469781876,0.06167023256421089,0.04094690829515457,0.06564733386039734,0,0.6233766233766233,0.005662514156285442,0.26019779412742805,0.23626270542274228,0.2720908849152817,0.2542005445594459,0.13293015414185674,0.12096260978951386,0.13887669953578358,0.12993152935786567
