video,start,end,frames,mean_appearance,mean_temporal
10,327,336,10,0.3576307503412363,1.6127276825820593
12,496,506,11,0.21114040509006457,1.7300768100440445
14,298,304,7,0.22705019926279438,1.3065819422994902
15,281,293,13,0.23823422811608405,2.0577653536986724
16,300,313,14,0.3672377466915743,2.0409878419954386
16,622,623,2,0.2661399639855195,1.0297507846354592
17,305,323,19,0.7702976944374801,1.354336961890619
17,359,373,15,0.8184011391805447,0.7473536977984966
17,448,448,1,1.2050531817460417,0.027783878277292413
17,452,454,3,1.2543892413736497,0.027783878277292413
17,458,459,2,1.318476095877505,0.013891939138646206
17,463,511,49,1.3889798356536034,0.008805816381101473
17,515,522,8,1.2285650910066548,0.016979036725012032
17,527,528,2,1.183676935839523,0.027783878277292413
17,538,540,3,1.1935382217612998,0.09338064195965484
17,566,566,1,1.2718919786170142,0.00926129275909749
17,570,570,1,1.2586801321113308,0.027783878277292413
17,574,574,1,1.2485694320025758,0.027783878277292413
17,578,581,4,1.282273807897922,0.0
17,585,599,15,1.2788439930559379,0.0008350370133182755
17,603,604,2,1.2452388100528025,0.012436972772618703
17,608,608,1,1.2180285197988405,0.0
17,615,616,2,1.2358145064871064,0.0
17,623,712,90,1.6576611239622578,0.07419142446465597
