video,frame,video_length,phase,appearance,temporal,appearance_score,temporal_score,combined_score,label
01,35,583,12,0.00980465766042471,0.4642352275940061,0.04734336676730813,0.0,0.023671683383654066,0
01,36,583,12,0.009824932552874088,0.5389959206753115,0.047942655640505316,0.0,0.023971327820252658,0
01,37,583,12,0.008626621216535568,0.707338745506686,0.012522756260683183,0.0,0.006261378130341591,0
01,38,583,12,0.008840981870889664,0.9165152065915434,0.018858866566886606,0.010703961449698856,0.01478141400829273,0
01,39,583,13,0.009716183878481388,0.4352760612302601,0.04472824300175987,0.0,0.022364121500879935,0
01,40,583,14,0.009114558808505535,0.5919059735853632,0.026945302294518428,0.0,0.013472651147259214,0
01,41,583,14,0.00981810037046671,0.4404862878145332,0.047740708779054945,0.0,0.023870354389527473,0
01,42,583,14,0.01026199571788311,0.4250979441819147,0.06086144632352434,0.0,0.03043072316176217,0
01,43,583,17,0.00961197167634964,2.369199079122743,0.04164792021608486,0.13190320006494177,0.08677556014051332,0
01,44,583,17,0.0093697439879179,1.9729391332444772,0.0344881111655633,0.09884273547089314,0.06666542331822822,0
01,45,583,17,0.009088468737900257,1.6089906700593728,0.02617412735222418,0.06847805842910609,0.04732609289066514,0
01,46,583,17,0.009548305533826351,1.27735368956743,0.03976606506401172,0.04080916893958064,0.040287617001796186,0
01,47,583,17,0.00908373948186636,1.073266287006745,0.026034339162141713,0.023781900812608066,0.02490811998737489,0
01,48,583,17,0.00933122169226408,0.9014903671392217,0.03334946230648866,0.009450420237897083,0.02139994127219287,0
01,49,583,17,0.009253072552382946,0.7671149884890337,0.031039516145362257,0.0,0.015519758072681128,0
01,50,583,19,0.009981407783925533,1.694010258895754,0.052567778320402006,0.0755713494259944,0.0640695638731982,0
01,51,583,19,0.01000046543776989,1.3657659840865946,0.05313108783864885,0.04818551762945654,0.050658302734052696,0
01,52,583,19,0.010214702226221561,1.1021446746637582,0.059463536894501554,0.026191260937441865,0.04282739891597171,0
01,53,583,21,0.009983986616134644,2.2739609838846477,0.052644003901012155,0.12395736625465059,0.08830068507783137,0
01,54,583,21,0.009297538548707962,1.8300819903873342,0.032353849964875316,0.08692398475545636,0.05963891736016584,0
01,55,583,21,0.009880735538899899,1.4252998909487469,0.04959209021580291,0.05315250619449871,0.05137229820515081,0
01,56,583,21,0.009766669943928719,1.136152510198312,0.04622051909395766,0.02902857733619731,0.037624548215077484,0
01,57,583,21,0.00994799006730318,0.9439395775273629,0.0515800115152545,0.012992011134680773,0.03228601132496764,0
01,58,583,21,0.00948326289653778,0.8486610929359022,0.03784352323510874,0.005042807589949343,0.021443165412529042,0
01,59,583,21,0.009324188344180584,0.846924350741145,0.03314156935424313,0.004897909009015305,0.01901973918162922,0
01,60,583,24,0.009452133439481258,2.083484793408457,0.03692339321275616,0.1080656986340682,0.07249454592341217,0
01,61,583,24,0.010088467039167881,1.6396057999111437,0.05573225480774737,0.07103231713487398,0.06338228597131068,0
01,62,583,25,0.009844216518104076,2.083484793408457,0.048512654510896716,0.1080656986340682,0.07828917657248247,0
01,63,583,25,0.010300335474312305,1.5936831051334868,0.06199469965576634,0.0672009290762221,0.06459781436599422,0
01,64,583,25,0.009973128326237202,1.3113615251019832,0.05232305263906425,0.04364648533833603,0.04798476898870014,0
01,65,583,25,0.009747777134180069,1.098751968980978,0.04566208206677907,0.02590820324445454,0.0357851426556168,0
01,66,583,25,0.011220794171094894,0.9507653782462956,0.08920178135036141,0.013561496255096226,0.05138163880272882,0
01,67,583,25,0.01131930761039257,0.8674017528979361,0.09211365909170506,0.006606364370261085,0.049360011730983075,0
01,68,583,25,0.011409705504775047,0.8588392099842476,0.09478565611458109,0.005891980668911703,0.0503388183917464,0
01,69,583,25,0.010804085060954094,0.9472111151500461,0.07688461943738026,0.013264959624347306,0.04507478953086378,0
01,70,583,26,0.010068697854876518,0.6955854436770472,0.05514791374613246,0.0,0.02757395687306623,0
01,71,583,27,0.01045051496475935,0.7891675754271161,0.06643373171633309,7.918875934748294e-05,0.033256460237840284,0
01,72,583,27,0.00975052546709776,0.6802778787511611,0.0457433177794481,0.0,0.02287165888972405,0
01,73,583,27,0.010813575237989426,0.6700189829960821,0.07716513177628145,0.0,0.03858256588814073,0
01,74,583,29,0.010504251345992088,1.3283654428692597,0.06802208121998968,0.045065143537713716,0.05654361237885169,0
01,75,583,29,0.010624324902892113,1.0273032028757225,0.07157123674794402,0.019947143019515924,0.04575918988372997,0
01,76,583,29,0.017061518505215645,0.8231754109616707,0.2618429489220192,0.002916505158102981,0.1323797270400611,0
01,77,583,29,0.012712514027953148,0.710893008602932,0.1332943019087047,0.0,0.06664715095435235,0
01,78,583,29,0.008587016724050045,0.6955450543236791,0.01135211963538644,0.0,0.00567605981769322,0
01,79,583,29,0.010984220542013645,0.7822206066480871,0.08220909599066116,0.0,0.04110454799533058,0
01,80,583,29,0.014045187272131443,0.9896603255381887,0.17268569443212614,0.016806550521131117,0.09474612247662863,0
01,81,583,29,0.010605067014694214,1.2022294923058285,0.07100200866710013,0.03454146288057236,0.052771735773836245,0
01,82,583,30,0.011294327676296234,0.6614564400823949,0.09137529776157668,0.0,0.04568764888078834,0
01,83,583,30,0.014210587367415428,0.7804838644533312,0.17757461983466172,0.0,0.08878730991733086,0
01,84,583,30,0.009988376870751381,0.9641342542105904,0.05277377182697686,0.014676878354844398,0.03372532509091063,0
01,85,583,32,0.01025050412863493,0.8147340361080813,0.06052177588685093,0.0022122306600745587,0.03136700327346274,0
01,86,583,32,0.013991624116897583,0.6242174562785253,0.17110246517332092,0.0,0.08555123258666046,0
01,87,583,32,0.012628785334527493,0.5306353245284551,0.13081943431260704,0.0,0.06540971715630352,0
01,88,583,32,0.012645780108869076,0.5475584635889967,0.1313217688720054,0.0,0.0656608844360027,0
01,89,583,32,0.013305481523275375,0.7073791348600493,0.15082134048616933,0.0,0.07541067024308466,0
01,90,583,32,0.012931996025145054,0.9641342542105904,0.13978178977640152,0.014676878354844398,0.07722933406562296,0
01,91,583,32,0.011399714276194572,1.249848539924876,0.09449033360508824,0.03851437978571794,0.0665023566954031,0
01,92,583,33,0.012000493705272675,0.6818530635324523,0.11224827870843151,0.0,0.05612413935421576,0
01,93,583,34,0.01548229344189167,0.6037400541217328,0.2151639339241784,0.0,0.1075819669620892,0
01,94,583,34,0.014925994910299778,0.5798699462821608,0.19872076309151818,0.0,0.09936038154575909,0
01,95,583,34,0.011274305172264576,0.579829556928794,0.09078346903007158,0.0,0.04539173451503579,0
01,96,583,34,0.013496870175004005,0.7073387455066839,0.15647844025740346,0.0,0.07823922012870173,0
01,97,583,34,0.011328994296491146,0.9165152065915427,0.09239997988041079,0.0107039614496988,0.0515519706650548,0
01,98,583,35,0.014039249159395695,0.42849064986469626,0.17251017464087648,0.0,0.08625508732043824,0
01,99,583,36,0.011939292773604393,0.5851205622197975,0.11043929069679718,0.0,0.05521964534839859,0
01,100,583,36,0.013157608918845654,0.43370087644896604,0.14645049577236002,0.0,0.07322524788618001,0
01,101,583,36,0.014010854996740818,0.4183125328163489,0.17167089493641915,0.0,0.08583544746820958,0
01,102,583,36,0.012468201108276844,0.59000767397714,0.1260728572225796,0.0,0.0630364286112898,0
01,103,583,38,0.010960020124912262,1.0936629104568019,0.08149377576236402,0.025483616704973077,0.05348869623366855,0
01,104,583,38,0.010834217071533203,0.7875116119390919,0.07777526675954018,0.0,0.03888763337977009,0
01,105,583,38,0.011203419417142868,0.5561613958560527,0.08868821528612776,0.0,0.04434410764306388,0
01,106,583,38,0.011551661416888237,0.4421826406559223,0.09898161418569762,0.0,0.04949080709284881,0
01,107,583,38,0.010812556371092796,0.4387091562664078,0.07713501592753191,0.0,0.03856750796376596,0
01,108,583,38,0.010596838779747486,0.583222262611577,0.0707587970366593,0.0,0.03537939851832965,0
01,109,583,39,0.01136700063943863,0.4235227594006234,0.09352337811772378,0.0,0.04676168905886189,0
01,110,583,39,0.011928978376090527,0.4132234742921776,0.1101344159025547,0.0,0.05506720795127735,0
01,111,583,39,0.012345724739134312,0.5798295569287947,0.12245267894346089,0.0,0.061226339471730444,0
01,112,583,39,0.011362745426595211,0.8688961589724958,0.09339760178048731,0.006731044544553269,0.05006432316252029,0
01,113,583,39,0.011510535143315792,1.1546104446867815,0.09776599648466343,0.03056854597542682,0.06416727123004512,0
01,114,583,41,0.014921944588422775,0.6327396098388464,0.19860104295786937,0.0,0.09930052147893469,0
01,115,583,41,0.012680480256676674,0.4779272183852355,0.13234744200597204,0.0,0.06617372100298602,0
01,116,583,41,0.011183694936335087,0.4625388747526157,0.08810519557802289,0.0,0.044052597789011445,0
01,117,583,41,0.017203504219651222,0.5985298275374604,0.2660397878954757,0.0,0.13301989394773786,0
01,118,583,41,0.012812651693820953,0.8501958883638274,0.13625418882757961,0.005170857498681773,0.07071252316313069,0
01,119,583,44,0.010818247683346272,1.7501514600751231,0.07730324074627826,0.080255280298049,0.07877926052216364,0
01,120,583,44,0.015729239210486412,1.4015105618159052,0.22246320082640492,0.051167732609145984,0.13681546671777545,0
01,121,583,44,0.01187075674533844,1.0953592632981937,0.10841349059672457,0.02562514555146688,0.06701931807409572,0
01,122,583,44,0.01137023326009512,0.8538309301668066,0.0936189284934182,0.005474133598311074,0.049546531045864636,0
01,123,583,44,0.010179131291806698,0.682014620945919,0.058412124895287354,0.0,0.029206062447643677,0
01,124,583,44,0.009424276649951935,0.6037400541217349,0.036099997278617395,0.0,0.018049998639308697,0
01,125,583,44,0.009982623159885406,0.6223999353770365,0.05260370261895608,0.0,0.02630185130947804,0
01,126,583,44,0.010975241661071777,0.7379942647118237,0.08194369663253098,0.0,0.04097184831626549,0
01,127,583,44,0.009135346859693527,0.9403449250777514,0.027559759204882885,0.012692104769491893,0.020125931987187387,0
01,128,583,47,0.010472320951521397,1.660002423361202,0.06707827694724897,0.07273403302723913,0.06990615498724405,0
01,129,583,47,0.010038101114332676,1.3011430187002717,0.0542435298531078,0.04279394252493337,0.048518736189020584,0
01,130,583,47,0.009453142061829567,1.0545256270447119,0.03695320625132632,0.022218344032296382,0.029585775141811353,0
01,131,583,47,0.010529213584959507,0.8725312007754763,0.06875991951435366,0.007034320644182681,0.03789712007926817,0
01,132,583,47,0.011191104538738728,0.7653378569409103,0.0883242099223112,0.0,0.0441621049611556,0
01,133,583,47,0.010483670979738235,0.7550789611858313,0.06741376309780725,0.0,0.033706881548903625,0
01,134,583,47,0.00952968467026949,0.8417545135102393,0.03921566627068584,0.004466583000653462,0.02184112463566965,0
01,135,583,47,0.010681814514100552,1.013490044024396,0.07327052489004732,0.01879469384092409,0.0460326093654857,0
01,136,583,49,0.01281004212796688,0.884405670665212,0.13617705481643133,0.008025022569638723,0.07210103869303502,0
01,137,583,49,0.013272280804812908,0.7415081384547038,0.14983998775118512,0.0,0.07491999387559256,0
01,138,583,49,0.016091547906398773,0.6955450543236811,0.23317238563046583,0.0,0.11658619281523291,0
01,139,583,49,0.011669043451547623,0.7465164182721441,0.1024512132210686,0.0,0.0512256066105343,0
01,140,583,49,0.012965744361281395,0.8349287127913094,0.14077932909188365,0.003897097880238239,0.07233821348606094,0
01,141,583,50,0.016340406611561775,0.5662991235510326,0.2405281954516426,0.0,0.1202640977258213,0
01,142,583,50,0.011319202370941639,0.5781735934407697,0.09211054840531685,0.0,0.046055274202658425,0
01,143,583,50,0.015926893800497055,0.6869825114099926,0.22830551031462895,0.0,0.11415275515731448,0
01,144,583,50,0.013138999231159687,0.8910295246173119,0.14590042731741165,0.008577659017852495,0.07723904316763207,0
01,145,583,51,0.013187479227781296,0.5662991235510313,0.14733340767084663,0.0,0.07366670383542331,0
01,146,583,52,0.016886768862605095,0.6871036794700917,0.2566776679384994,0.0,0.1283388339692497,0
01,147,583,53,0.017781635746359825,1.0409144149602148,0.28312830227679747,0.02108274352590595,0.1521055229013517,0
01,148,583,53,0.012693514116108418,0.7262409628821844,0.13273269913874164,0.0,0.06636634956937082,0
01,149,583,53,0.014082973822951317,0.5459428894543392,0.17380259601468145,0.0,0.08690129800734073,0
01,150,583,53,0.018565595149993896,0.4659719697887634,0.3063007136130947,0.0,0.15315035680654734,0
01,151,583,53,0.014782880432903767,0.4863282038854567,0.19449055994193323,0.0,0.09724527997096662,0
01,152,583,53,0.012197459116578102,0.632537663072015,0.11807021733004251,0.0,0.059035108665021256,0
01,153,583,53,0.011219236068427563,0.8688961589724958,0.08915572667489706,0.006731044544553269,0.047943385609725164,0
01,154,583,53,0.012824446894228458,1.1546104446867815,0.13660283345684202,0.03056854597542682,0.08358568971613442,0
01,155,583,55,0.010939379222691059,0.6293065148026974,0.08088366830730342,0.0,0.04044183415365171,0
01,156,583,55,0.01124623417854309,0.4965870996405357,0.0899537416103639,0.0,0.04497687080518195,0
01,157,583,57,0.015955694019794464,1.7025324124560757,0.22915679231346908,0.07628236339290342,0.15271957785318624,0
