scene,video,frame,video_length,mse,phase,label,phase_error,negative_psnr,negative_psnr_normalized,phase_error_normalized,negative_psnr_with_phase
R04,01,10,411,0.006897374987602234,8,0,0.6233766233766233,-21.61316162206012,0.8054794063276746,0.005249343832021043,0.4053643750798478
R04,01,11,411,0.006906572263687849,8,0,0.6233766233766233,-21.60737439791202,0.8060466318313924,0.005249343832021043,0.4056479878317067
R04,01,12,411,0.0070292213931679726,8,0,0.6233766233766233,-21.530927778788516,0.8135394247369705,0.005249343832021043,0.40939438428449576
R04,01,13,411,0.006980191450566053,8,0,0.6233766233766233,-21.56132665516648,0.8105599275679151,0.005249343832021043,0.40790463569996804
R04,01,14,411,0.007025915663689375,8,0,0.6233766233766233,-21.532970676117635,0.8133391934279872,0.005249343832021043,0.4092942686300041
R04,01,15,411,0.007157844491302967,8,0,2.2233766233766232,-21.45217741165719,0.8212580158129212,0.025459317585301882,0.42335866669911154
R04,01,16,411,0.007026989012956619,8,0,2.023376623376623,-21.532307255030606,0.8134042175830289,0.022933070866141776,0.4181686442245854
R04,01,17,411,0.007100328803062439,0,0,6.8,-21.48721539443001,0.8178238240624421,0.0832677165354331,0.4505457702989376
R04,01,18,411,0.0071251485496759415,9,0,2.2155844155844138,-21.472060767746065,0.8193091805190919,0.02536089238845147,0.4223350364537717
R04,01,19,411,0.0071282885037362576,9,0,2.6077922077922095,-21.470147313834875,0.8194967246388357,0.03031496062992133,0.4249058426343785
R04,01,20,411,0.007252097129821777,8,0,1.4233766233766232,-21.395363878827702,0.8268265032176798,0.015354330708661464,0.4210904169631706
R04,01,21,411,0.007081691175699234,7,0,1.0233766233766233,-21.498630162412912,0.8167050238651052,0.010301837270341254,0.41350343056772326
R04,01,22,411,0.007217810954898596,7,0,0.6155844155844136,-21.41594496939789,0.8248092805964381,0.005150918635170626,0.41498009961580434
R04,01,23,411,0.007081898860633373,8,0,0.4155844155844136,-21.49850279862923,0.8167175072223256,0.002624671916010522,0.4096710895691681
R04,01,24,411,0.007178434636443853,8,0,0.42337662337662324,-21.43970249751093,0.8224807245381008,0.002723097112860939,0.41260191082548087
R04,01,25,411,0.007142446935176849,8,0,0.6233766233766233,-21.461529775249165,0.8203413588779803,0.005249343832021043,0.4127953513550007
R04,01,26,411,0.006996035110205412,8,0,9.007792207792207,-21.55148019643589,0.8115250124463246,0.11115485564304464,0.4613399340446846
R04,01,27,411,0.007091743405908346,8,0,17.6,-21.492469864684814,0.8173088155781013,0.2196850393700788,0.51849692747409
R04,01,28,411,0.00697935139760375,52,0,26.4,-21.561849351891496,0.8105086962857749,0.3308398950131234,0.5706742956494492
R04,01,29,411,0.0070948973298072815,52,0,17.807792207792208,-21.490538848324093,0.817498081053201,0.22230971128608928,0.5199038961696452
R04,01,30,411,0.007170380558818579,8,0,26.61558441558442,-21.444577940938455,0.8220028657610332,0.33356299212598434,0.5777829289435088
R04,01,31,411,0.007390188984572887,52,0,26.21558441558442,-21.313444555283496,0.8348556944797569,0.32851049868766413,0.5816830965837105
R04,01,32,411,0.007960150018334389,9,0,8.999999999999996,-20.990787473979,0.8664804114057869,0.11105643044619422,0.48876842092599054
R04,01,33,411,0.007618804927915335,10,0,8.807792207792208,-21.181131459721392,0.8478241505751292,0.10862860892388454,0.4782263797495069
R04,01,34,411,0.00895858183503151,11,0,0.6,-20.477607347538335,0.9167789393821022,0.004954068241469864,0.460866503811786
R04,01,35,411,0.009199593216180801,11,0,10.007792207792207,-20.362313756842028,0.9280792559733733,0.12378608923884517,0.5259326726061092
R04,01,36,411,0.00949130393564701,11,0,10.600000000000003,-20.2267411916857,0.9413671837593389,0.13126640419947513,0.536316793979407
R04,01,37,411,0.008259776048362255,61,0,39.0,-20.8303172777393,0.8822086406162776,0.48999343832021,0.6861010394682437
R04,01,38,411,0.008131887763738632,14,0,10.592207792207793,-20.898086241222135,0.8755663742266782,0.13116797900262472,0.5033671766146515
R04,01,39,411,0.007594958879053593,13,0,11.000000000000004,-21.194745731703144,0.84648976951696,0.13631889763779537,0.49140433357737767
R04,01,40,411,0.007228374481201172,17,0,2.2,-21.40959355985712,0.8254318038275913,0.025164041994750707,0.425297922911171
R04,01,41,411,0.006706422194838524,15,0,0.9922077922077961,-21.735091095536305,0.7935286843164464,0.00990813648293973,0.4017184103996931
R04,01,42,411,0.006555240601301193,15,0,1.2155844155844135,-21.834113634857495,0.7838231487594132,0.012729658792650941,0.3982764037760321
R04,01,43,411,0.006772774271667004,17,0,1.4,-21.69233398659557,0.7977194538522002,0.015059055118110284,0.4063892544851552
R04,01,44,411,0.00677454611286521,15,0,1.2,-21.691197967312444,0.7978307989623281,0.012532808398950178,0.40518180368063916
R04,01,45,411,0.006713523529469967,16,0,1.1922077922077903,-21.73049484634752,0.7939791783174743,0.01243438320209976,0.40320678075978705
R04,01,46,411,0.006742455065250397,18,0,0.7922077922077904,-21.71181939198961,0.7958096230582066,0.007381889763779552,0.40159575641099304
R04,01,47,411,0.007243578787893057,19,0,1.0,-21.400468117279846,0.8263262194628047,0.010006561679790074,0.4181663905712974
R04,01,48,411,0.008168235421180725,19,0,0.42337662337662324,-20.878717537019604,0.8774647667403419,0.002723097112860939,0.4400939319266014
R04,01,49,411,0.009358895942568779,18,0,1.2,-20.287753814254806,0.9353871293007114,0.012532808398950178,0.4739599688498308
R04,01,50,411,0.00948825292289257,20,0,0.6155844155844136,-20.228137470876785,0.9412303296912701,0.005150918635170626,0.47319062416322033
R04,01,51,411,0.009152560494840145,20,0,0.6077922077922097,-20.384573919205167,0.9258974618202259,0.005052493438320281,0.4654749776292731
R04,01,52,411,0.007781074848026037,20,0,0.6233766233766233,-21.089604070817657,0.8567950609712587,0.005249343832021043,0.43102220240163985
R04,01,53,411,0.007400481961667538,20,0,0.6233766233766233,-21.307399956100085,0.8354481461852452,0.005249343832021043,0.4203487450086331
R04,01,54,411,0.007353154011070728,20,0,0.42337662337662324,-21.33526337678783,0.8327171576438556,0.002723097112860939,0.41772012737835823
R04,01,55,411,0.007595434784889221,20,0,0.4155844155844136,-21.19447360804004,0.8465164412818557,0.002624671916010522,0.4245705565989331
R04,01,56,411,0.006448407657444477,21,0,0.4155844155844136,-21.905475149712142,0.7768287642023882,0.002624671916010522,0.3897267180591994
R04,01,57,411,0.005967616103589535,21,0,0.22337662337662323,-22.241991227765485,0.7438456799121922,0.00019685039370083407,0.37202126515294653
R04,01,58,411,0.006225055083632469,21,0,0.6155844155844136,-22.058568012745102,0.7618236124876369,0.005150918635170626,0.3834872655614037
R04,01,59,411,0.006144171115010977,22,0,0.8155844155844136,-22.115366977177224,0.7562565529810074,0.007677165354330732,0.38196685916766904
R04,01,60,411,0.005727633833885193,21,0,0.8233766233766232,-22.42024754144019,0.7263741728947462,0.007775590551181147,0.36707488172296365
R04,01,61,411,0.005637030117213726,21,0,0.8233766233766232,-22.48949644848999,0.7195868522073064,0.007775590551181147,0.3636812213792438
R04,01,62,411,0.005161810200661421,21,0,0.6233766233766233,-22.871979684711206,0.6820983705488712,0.005249343832021043,0.34367385719044613
