video,frame,video_length,phase,appearance,temporal,appearance_score,temporal_score,combined_score,unfiltered_score,label
01,35,230,34,0.09887181967496872,3.9540229885057467,3.0999333411660346,0.022595152912839665,1.5612642470394371,1.5612642470394371,0
01,36,230,34,0.09752608835697174,4.715927750410509,3.0511897443392395,0.04900359359686386,1.5590307314251601,1.5500966689680518,0
01,37,230,40,0.09684203565120697,2.1247947454844027,3.026412741045814,0.0,1.5498658592447097,1.513206370522907,0
01,38,230,40,0.09831850230693817,2.1116584564860443,3.079891689207835,0.0,1.5478818563165513,1.5399458446039176,0
01,39,230,40,0.09675054252147675,2.2873563218390816,3.0230987777246443,0.0,1.5406153628257055,1.5115493888623222,0
01,40,230,40,0.0978044793009758,2.5320197044334973,3.061273314330731,0.0,1.5386196216936376,1.5306366571653656,0
01,41,230,42,0.09754027426242828,1.7668308702791453,3.0517035705740527,0.0,1.5360660544123155,1.5258517852870264,0
01,42,230,42,0.09477191418409348,1.8029556650246297,2.9514310825037033,0.0,1.5239959517802228,1.4757155412518517,0
01,43,230,42,0.09701183438301086,2.078817733990146,3.0325630035938165,0.0,1.52245306178356,1.5162815017969082,1
01,44,230,48,0.09676742553710938,3.3793103448275863,3.023710295712085,0.0026749929141145355,1.520600978289468,1.5131926443130996,1
01,45,230,48,0.09664866328239441,2.6042692939244665,3.019408620195843,0.0,1.5184216446511587,1.5097043100979215,1
01,46,230,48,0.09681321680545807,1.973727422003284,3.02536889657299,0.0,1.5172742053782262,1.512684448286495,1
01,47,230,48,0.09521368145942688,1.5665024630541868,2.967432289930587,0.0,1.5105625932956397,1.4837161449652936,1
01,48,230,48,0.0947706550359726,1.408866995073892,2.9513854750280295,0.0,1.5035886221393149,1.4756927375140148,1
01,49,230,48,0.09510696679353714,1.579638752052545,2.9635669889005287,0.0,1.499227596601505,1.4817834944502644,1
01,50,230,56,0.09543199092149734,6.045977011494253,2.9753396546922812,0.09510453530819922,1.5064264962812521,1.5352220950002402,1
01,51,230,62,0.09779295325279236,10.71264367816092,3.0608558305149454,0.2568562344978474,1.5369124035262811,1.6588560325063963,1
01,52,230,62,0.09689758718013763,9.461412151067323,3.028424867309873,0.21348720044348007,1.5537211295963604,1.6209560338766766,1
01,53,230,62,0.09669999778270721,8.292282430213463,3.0212680018964018,0.17296390353178773,1.5624000942199072,1.5971159527140948,1
01,54,230,62,0.09464268386363983,7.205254515599341,2.946750244245911,0.13528634376277043,1.558123734176794,1.5410182940043406,1
01,55,230,66,0.09604338556528091,9.188834154351396,2.9974849177326077,0.204039353129799,1.566651414427676,1.6007621354312034,1
01,56,230,72,0.09403561800718307,13.379310344827585,2.924761773769884,0.3492857768919321,1.5807258866083225,1.637023775330908,1
01,57,230,72,0.09396591782569885,11.651888341543515,2.9222371706046113,0.28941146741004964,1.5857455730881242,1.6058243190073305,1
01,58,230,72,0.09412901103496552,10.292282430213465,2.928144553104645,0.2422860603273513,1.585639519813699,1.585215306715998,1
01,59,230,72,0.09562604874372482,9.014778325123155,2.9823686032804892,0.19800639038732804,1.5865491152177411,1.5901874968339087,1
01,60,230,78,0.09550940245389938,12.71264367816092,2.9781435699127172,0.32617839129341086,1.5996714882948058,1.652160980603064,1
01,61,230,78,0.0946262925863266,10.985221674876849,2.9461565374619876,0.26630408181152854,1.6009832525631964,1.606230309636758,1
01,62,230,78,0.09529871493577957,9.435139573070607,2.9705122788055474,0.21257656455782406,1.5990954863868942,1.5915444216816856,1
01,63,230,78,0.09775829315185547,7.970443349753695,3.059600410533668,0.1618086139325017,1.6014172915561327,1.610704512233085,1
01,64,230,78,0.0942825973033905,6.669950738916255,2.9337075856700032,0.11673213759252934,1.5861778055711595,1.5252198616312662,1
01,65,230,78,0.09636970609426498,5.819376026272578,3.009304540333634,0.08725030079441616,1.5785977285697326,1.548277420564025,1
01,66,230,78,0.0962568148970604,5.1330049261083746,3.0052155197927246,0.06345993828165299,1.5697457286632241,1.534337729037189,1
01,67,230,78,0.09734278172254562,4.607553366174055,3.0445502134279407,0.045247220568532816,1.564776326330227,1.5448987169982369,1
01,68,230,78,0.10117141157388687,4.164203612479473,3.1832266248163474,0.02988023999808768,1.5731317475456252,1.6065534324072175,1
01,69,230,78,0.09506451338529587,3.809523809523809,2.9620292883301684,0.01758665554173162,1.5564669924236902,1.48980797193595,1
01,70,230,85,0.09759260714054108,4.082101806239738,3.053599114415087,0.027034502855412732,1.5532369556660024,1.54031680863525,1
01,71,230,85,0.09692588448524475,3.0197044334975365,3.0294498211123004,0.0,1.545534546644032,1.5147249105561502,1
01,72,230,85,0.0964391753077507,2.4827586206896535,3.0118207776305876,0.0,1.5376097150782844,1.5059103888152938,1
01,73,230,87,0.09720106422901154,2.6288998357963878,3.039417078547487,0.0,1.5340294799173764,1.5197085392737435,1
01,74,230,87,0.09637361764907837,2.000000000000001,3.0094462203616157,0.0,1.5281682059700628,1.5047231101808078,1
01,75,230,87,0.09620427340269089,1.6995073891625616,3.0033124196835317,0.0,1.5228658067444036,1.5016562098417658,1
01,76,230,87,0.09572165459394455,1.8620689655172404,2.98583153303108,0.0,1.516875798698631,1.49291576651554,1
01,77,230,96,0.09515029937028885,6.665024630541873,2.965136533743845,0.1165613933639689,1.5216704316696863,1.5408489635539069,1
01,78,230,96,0.0947626605629921,5.6042692939244665,2.951095908037507,0.0797944694806076,1.5204253830875605,1.5154451887590572,1
01,79,230,96,0.09497541189193726,4.625615763546797,2.958801952226107,0.04587328273992132,1.5168078299666514,1.5023376174830143,1
01,80,230,96,0.09579073637723923,3.729064039408867,2.988333737258595,0.014797833141910122,1.5137594210133718,1.5015657852002526,1
01,81,230,96,0.09558679163455963,3.2003284072249594,2.980946675532994,0.0,1.509102204363997,1.490473337766497,1
01,82,230,96,0.09381341189146042,2.7536945812807883,2.9167132687136483,0.0,1.4989530903625625,1.4583566343568242,1
01,83,230,115,0.09561005234718323,18.760262725779967,2.981789199432724,0.535795389222853,1.5509209311556078,1.7587922943277885,1
01,84,230,115,0.09652356803417206,17.080459770114945,3.014877557967631,0.4775716072837221,1.5899816614496216,1.7462245826256766,1
01,85,230,115,0.09542463719844818,15.482758620689657,2.9750732962396755,0.4221935624872662,1.6117120150323916,1.6986334293634708,1
01,86,230,115,0.09566502273082733,13.96715927750411,2.983780276092626,0.36966125483348533,1.6247137651185244,1.6767207654630556,1
01,87,230,115,0.09394484758377075,12.533661740558294,2.9214739875205504,0.3199746843223794,1.6239158792791126,1.620724335921465,1
01,88,230,114,0.09344311058521271,10.70607553366174,2.9033006228646685,0.2566285755264334,1.6151256232624005,1.5799645991955509,1
01,89,230,114,0.09582975506782532,9.48440065681445,2.9897470292710517,0.21428400684342913,1.6125036022213686,1.6020155180572404,1
