split,video,component,frames,median,q95,q995,max
normal_calibration,03,appearance_score,515,0.10042239949050673,0.1712062415946251,0.9490384807855549,1.506766197786508
normal_calibration,03,temporal_score,515,0.007586235520784528,0.2168483277863347,3.162623028931652,3.791549938384605
normal_calibration,03,combined_score,515,0.05927430620358002,0.4194187657224006,1.6496888219473298,1.9512166797415536
normal_calibration,05,appearance_score,567,0.02334761037596912,0.08311620564940625,1.052496441214255,1.3250696251134786
normal_calibration,05,temporal_score,567,0.004622546177331245,0.09358582438053588,0.19434876702937098,0.2088979529605526
normal_calibration,05,combined_score,567,0.019688923273098183,0.08544153298478165,0.5560265383300669,0.6920317820916649
normal_calibration,11,appearance_score,565,0.0,0.03468891851665443,1.0364771411121856,1.4064919880317808
normal_calibration,11,temporal_score,565,0.0,0.09522782291325688,0.2168483277863347,0.2168483277863347
normal_calibration,11,combined_score,565,0.002727673127250967,0.06685591214798778,0.60678159633571,0.7147787578375986
normal_calibration,12,appearance_score,555,0.0,0.03082124074483452,0.9829291065120764,1.5236728959428285
normal_calibration,12,temporal_score,555,0.0,0.07493413714612368,0.1632411554018772,0.24668752083475357
normal_calibration,12,combined_score,555,0.004715266833696495,0.05548258254059264,0.500944498604123,0.7618364479714143
normal_calibration,22,appearance_score,566,0.0,0.14040856764052337,0.7367992799284437,1.2553855486428156
normal_calibration,22,temporal_score,566,0.0,0.06976639350936545,0.1401272107175365,0.16914607883164198
normal_calibration,22,combined_score,566,0.008254340986066444,0.08209242644682103,0.39638842373186356,0.6276927743214078
normal_calibration,27,appearance_score,554,0.0,0.046665282644996545,0.6777172608045594,1.234794134262627
normal_calibration,27,temporal_score,554,0.0,0.06652622802693263,0.10999129471044872,0.1592333977511502
normal_calibration,27,combined_score,554,0.0027686941877952437,0.04685004963110351,0.37905186228411625,0.6375258787131282
test_normal,01,appearance_score,548,0.05673368958971726,0.1961835582010432,0.5914471100647387,1.2494385337764424
test_normal,01,temporal_score,548,0.003476181698635019,0.09222620239219985,0.15693901668024401,0.1770964536574241
test_normal,01,combined_score,548,0.04090423354511066,0.10902692061708423,0.29572355503236936,0.6247192668882212
test_normal,02,appearance_score,560,0.11405020594850643,0.5722405256151472,0.7282119358406903,1.3298069394089835
test_normal,02,temporal_score,560,0.0077463893817787625,0.1183656726686379,0.2168483277863347,0.2168483277863347
test_normal,02,combined_score,560,0.06464717590870143,0.3117404929472366,0.40447602552460843,0.702566600320013
test_normal,03,appearance_score,269,0.0016896942963280416,0.09524201537074481,0.17114000086060394,0.24281268008693394
test_normal,03,temporal_score,269,0.0022050657913747526,0.19299720330898834,0.2304515607229781,0.27848902013788207
test_normal,03,combined_score,269,0.008906240501400943,0.13261424919830425,0.15718659595272408,0.22166771451627026
test_normal,04,appearance_score,274,0.11909788829426879,0.1850767173285422,0.4372684370078182,1.5474287873407058
test_normal,04,temporal_score,274,0.00370039710402713,0.12214833828231267,0.20286379379411595,0.2804513263925917
test_normal,04,combined_score,274,0.06648943063187145,0.16238324216346106,0.2985281515901366,0.9139400568666487
test_normal,05,appearance_score,268,0.5112870325969192,0.6904652335180709,0.8228489429173574,1.2017289853255626
test_normal,05,temporal_score,268,0.022564836099044472,0.16466328797090451,0.2524442429390452,0.3102905194410105
test_normal,05,combined_score,268,0.27213132444314214,0.387681531973897,0.5198486353518461,0.7092886565559486
test_normal,06,appearance_score,284,0.5118343994516683,0.7482696907574045,1.1820352956289362,2.0800888319941238
test_normal,06,temporal_score,284,0.019801760539363215,0.19868333970633353,0.2168483277863347,0.2307867711831893
test_normal,06,combined_score,284,0.27148278825096134,0.4334964676202022,0.6994418117076354,1.1484685798902292
test_normal,07,appearance_score,387,0.5013999674699849,0.67942864985733,0.7513116516119396,0.7859490091902874
test_normal,07,temporal_score,387,0.033989706793345904,0.27064485260939086,0.5824789518209654,0.7194414885286526
test_normal,07,combined_score,387,0.271300623355266,0.45874426625520015,0.5875067211791478,0.6354781235553948
test_normal,08,appearance_score,555,0.48263114596300233,0.6178284597488074,1.3672686918349881,1.722958492262713
test_normal,08,temporal_score,555,0.017239298763453845,0.2168483277863347,0.2391884764475547,0.2625882704863178
test_normal,08,combined_score,555,0.25924370812466463,0.36663698178910986,0.683934204520179,0.8614792461313565
test_normal,09,appearance_score,666,0.467547861871755,0.5932560402874667,1.3360554534534481,1.8779288376043026
test_normal,09,temporal_score,666,0.02080651528833813,0.2168483277863347,0.5562299531619083,0.6461685683785694
test_normal,09,combined_score,666,0.24883927648635823,0.37614597197166244,0.6978069386651805,0.9513552701527659
test_normal,10,appearance_score,265,0.4533793288863439,0.6087900369507256,0.6503948178785781,0.6581290226209258
test_normal,10,temporal_score,265,0.008172904401058405,0.09023034811818727,0.1262051535894074,0.14333264809958599
test_normal,10,combined_score,265,0.23650381339571513,0.337425637788881,0.3663969255016697,0.37984845771670983
test_normal,11,appearance_score,315,0.4817209255709146,1.0508341189418724,1.6546714976221342,1.9598670222828796
test_normal,11,temporal_score,315,0.01411376972889065,0.11550633620934854,0.1759834011818147,0.19299720330898834
test_normal,11,combined_score,315,0.2540542478594404,0.5728021417670278,0.8341977011392304,0.9799335111414398
test_normal,15,appearance_score,380,0.548720978899964,0.8360229332644274,1.4183291884556488,1.9612735823661231
test_normal,15,temporal_score,380,0.01972758401427098,0.16536965078939547,0.2168483277863347,0.2168483277863347
test_normal,15,combined_score,380,0.2904617129136787,0.48345929318346204,0.7313251060832591,0.9806367911830616
