repeat,video,frame,processing_ms
0,01,0,6.276031024754047
0,01,6,5.794594995677471
0,01,13,5.700306035578251
0,01,19,6.632501957938075
0,01,26,5.712179001420736
0,01,33,5.702459951862693
0,01,39,6.607135059311986
0,01,46,5.71503397077322
0,01,53,6.191571010276675
0,01,59,5.759146995842457
0,01,66,5.674527958035469
0,01,73,6.225265096873045
0,01,79,5.74481999501586
0,01,86,6.255171028897166
0,01,93,6.620099069550633
0,01,99,5.744950845837593
0,01,106,5.680148955434561
0,01,112,6.584532093256712
0,01,119,5.712899845093489
0,01,126,5.695838946849108
0,01,132,5.76814403757453
0,01,139,5.693604005500674
0,01,146,6.183315999805927
0,01,152,6.235505221411586
0,01,159,5.692692007869482
0,01,166,6.182875018566847
0,01,172,5.745421163737774
0,01,179,5.672403844073415
0,01,186,6.593317957594991
0,01,192,5.7152751833200455
0,01,199,5.659931106492877
0,01,206,6.590142846107483
0,02,0,6.191011052578688
0,02,6,6.259549874812365
0,02,13,5.780657986178994
0,02,20,5.696048028767109
0,02,27,6.189658073708415
0,02,34,5.902807926759124
0,02,41,5.69234206341207
0,02,48,6.603128043934703
0,02,54,5.702841095626354
0,02,61,5.691088968887925
0,02,68,5.821345141157508
0,02,75,5.695708096027374
0,02,82,5.667123943567276
0,02,89,5.763747030869126
0,02,96,5.667424062266946
0,02,103,6.152327870950103
0,02,109,5.75115205720067
0,02,116,5.6844057980924845
0,02,123,6.170701934024692
0,02,130,5.767051829025149
0,02,137,5.665571196004748
0,02,144,6.552451057359576
0,02,151,5.706748925149441
0,02,158,5.664939992129803
0,02,164,6.583919981494546
0,02,171,5.7171478401869535
0,02,178,5.6558530777692795
0,02,185,5.758516024798155
0,02,192,5.666092038154602
0,02,199,5.678684916347265
0,02,206,5.754258017987013
0,02,213,5.679887952283025
0,04,0,6.200117990374565
0,04,7,5.762533051893115
0,04,14,5.681992042809725
0,04,22,6.2022521160542965
0,04,29,5.758557002991438
0,04,37,5.687091965228319
0,04,44,6.194547051563859
0,04,52,5.766720976680517
0,04,59,5.66256488673389
0,04,67,6.594720995053649
0,04,74,5.7021090760827065
0,04,81,5.684556905180216
0,04,89,5.765157984569669
0,04,96,5.665291100740433
0,04,104,5.671822931617498
0,04,111,5.821074126288295
0,04,119,5.665061064064503
0,04,126,5.673326086252928
0,04,134,6.525660865008831
0,04,141,5.706347990781069
0,04,149,6.188106024637818
0,04,156,5.7557011023163795
0,04,163,5.67105202935636
0,04,171,6.583609851077199
0,04,178,5.691539961844683
0,04,186,5.680999951437116
0,04,193,6.29656994715333
0,04,201,5.69880404509604
0,04,208,5.664478987455368
0,04,216,5.841412115842104
0,04,223,5.803039995953441
0,04,231,6.23018410988152
1,01,0,5.748186958953738
1,01,6,5.679046036675572
1,01,13,6.2091348227113485
1,01,19,5.768644856289029
1,01,26,5.674036918208003
1,01,33,6.527465069666505
1,01,39,5.68754319101572
1,01,46,5.694495979696512
1,01,53,6.594790844246745
1,01,59,5.720044020563364
1,01,66,5.67404692992568
1,01,73,5.787390982732177
1,01,79,5.6747389025986195
1,01,86,6.18097186088562
1,01,93,5.7556109968572855
1,01,99,5.693513201549649
1,01,106,6.180131109431386
1,01,112,5.758415907621384
1,01,119,5.664699012413621
1,01,126,6.613215897232294
1,01,132,5.721285939216614
1,01,139,5.678696092218161
1,01,146,6.574143189936876
1,01,152,5.710214842110872
1,01,159,5.681751994416118
1,01,166,5.84024004638195
1,01,172,5.669839913025498
1,01,179,6.2227200251072645
1,01,186,5.747335031628609
1,01,192,5.677774082869291
1,01,199,6.180800963193178
1,01,206,5.756441969424486
1,02,0,5.6589890737086535
1,02,6,6.590443197637796
1,02,13,5.695897853001952
1,02,20,5.692551843822002
1,02,27,6.413288880139589
1,02,34,5.838887998834252
1,02,41,8.01355391740799
1,02,48,6.308421958237886
1,02,54,6.063701119273901
1,02,61,6.959728896617889
1,02,68,6.9579449482262135
1,02,75,6.70870509929955
1,02,82,6.267985794693232
1,02,89,6.194256944581866
1,02,96,6.71369512565434
1,02,103,5.763835972175002
1,02,109,6.155714159831405
1,02,116,7.201183820143342
1,02,123,8.219290990382433
1,02,130,6.838720990344882
1,02,137,5.741575034335256
1,02,144,6.084349937736988
1,02,151,5.75445918366313
1,02,158,5.702400812879205
1,02,164,6.191080901771784
1,02,171,5.786147899925709
1,02,178,5.6665330193936825
1,02,185,6.510874023661017
1,02,192,5.844799103215337
1,02,199,6.782545009627938
1,02,206,6.125716958194971
1,02,213,5.908619146794081
1,04,0,6.803214084357023
1,04,7,6.766966078430414
1,04,14,5.783954169601202
1,04,22,6.633464014157653
1,04,29,5.740793189033866
1,04,37,5.713962949812412
1,04,44,6.484804209321737
1,04,52,5.745591828599572
1,04,59,6.220095092430711
1,04,67,5.770930089056492
1,04,74,5.677142878994346
1,04,81,6.211528787389398
1,04,89,5.755110178142786
1,04,96,5.679647903889418
1,04,104,6.192263914272189
1,04,111,5.765719804912806
1,04,119,5.67388697527349
1,04,126,6.6581000573933125
1,04,134,5.698052002117038
1,04,141,6.0910121537745
1,04,149,5.7852070312947035
1,04,156,5.707229021936655
1,04,163,6.180169992148876
1,04,171,5.775908939540386
1,04,178,5.672294180840254
1,04,186,6.222980795428157
1,04,193,5.764106055721641
1,04,201,5.695648025721312
1,04,208,6.57941191457212
1,04,216,5.732788005843759
1,04,223,5.671562161296606
1,04,231,6.437525153160095
2,01,0,5.697831977158785
2,01,6,5.673516076058149
2,01,13,5.8491460513323545
2,01,19,5.678775953128934
2,01,26,6.2217991799116135
2,01,33,5.697270855307579
2,01,39,5.675309104844928
2,01,46,6.348266964778304
2,01,53,5.69190108217299
2,01,59,5.683535011485219
2,01,66,6.567239062860608
2,01,73,5.709362914785743
2,01,79,5.676842061802745
2,01,86,6.577819120138884
2,01,93,6.288404110819101
2,01,99,6.440400844439864
2,01,106,5.706517957150936
2,01,112,5.688132951036096
2,01,119,6.258718203753233
2,01,126,5.7193629909306765
2,01,132,5.665841978043318
2,01,139,6.575344828888774
2,01,146,5.7186109479516745
2,01,152,5.686220014467835
2,01,159,6.587307900190353
2,01,166,5.711127072572708
2,01,172,6.184277823194861
2,01,179,5.750299897044897
2,01,186,5.690528079867363
2,01,192,6.066928151994944
2,01,199,5.713592050597072
2,01,206,5.671191960573196
2,02,0,6.191822001710534
2,02,6,5.748056108132005
2,02,13,5.661402828991413
2,02,20,6.593479076400399
2,02,27,5.717037944123149
2,02,34,5.681531969457865
2,02,41,6.795088993385434
2,02,48,5.73469209484756
2,02,54,6.191331893205643
2,02,61,5.778292892500758
2,02,68,5.678365007042885
2,02,75,6.499091163277626
2,02,82,5.715535953640938
2,02,89,7.540362887084484
2,02,96,6.149522960186005
2,02,103,6.027542985975742
2,02,109,6.584211019799113
2,02,116,6.0458381194621325
2,02,123,5.75824617408216
2,02,130,6.791061023250222
2,02,137,6.191512104123831
2,02,144,5.902496865019202
2,02,151,6.719606928527355
2,02,158,5.92389702796936
2,02,164,6.498910021036863
2,02,171,5.988819990307093
2,02,178,5.93216298148036
2,02,185,6.630898918956518
2,02,192,5.91826718300581
2,02,199,6.055474979802966
2,02,206,6.248028948903084
2,02,213,5.873722955584526
2,04,0,6.3584959134459496
2,04,7,5.912556080147624
2,04,14,5.871438886970282
2,04,22,6.393152056261897
2,04,29,5.8718889486044645
2,04,37,5.852122092619538
2,04,44,6.581146037206054
2,04,52,5.730453180149198
2,04,59,5.675819935277104
2,04,67,6.473412038758397
2,04,74,5.857081850990653
2,04,81,6.374836899340153
2,04,89,5.880426149815321
2,04,96,5.816554883494973
2,04,104,6.438588025048375
2,04,111,5.8830599300563335
2,04,119,5.836273077875376
2,04,126,6.463023135438561
2,04,134,5.8643450029194355
2,04,141,6.224973825737834
2,04,149,6.043513072654605
2,04,156,5.842274054884911
2,04,163,6.362844025716186
2,04,171,5.867632105946541
2,04,178,5.84104098379612
2,04,186,6.40879082493484
2,04,193,5.825342144817114
2,04,201,5.90498186647892
2,04,208,6.614367943257093
2,04,216,5.938374903053045
2,04,223,6.981590064242482
2,04,231,7.540832972154021
