layer,M,N,K,kind,regime,repeat,us,calls_per_event
fc1,64,3072,768,predequant_gemm,warm,0,7.143000140786171,32
fc1,64,3072,768,packed_int4,warm,0,12.18200009316206,32
fc1,64,3072,768,native_int4,warm,0,17.914000898599625,32
fc1,64,3072,768,bf16,warm,0,5.781000014394522,32
fc1,64,3072,768,fused_int4,warm,0,14.600000344216824,32
fc1,64,3072,768,dequant_only,warm,0,5.09499991312623,32
fc1,64,3072,768,fused_int4,warm,1,14.37699981033802,32
fc1,64,3072,768,predequant_gemm,warm,1,6.413999944925308,32
fc1,64,3072,768,packed_int4,warm,1,10.602000169456005,32
fc1,64,3072,768,dequant_only,warm,1,4.594000056385994,32
fc1,64,3072,768,native_int4,warm,1,16.536999493837357,32
fc1,64,3072,768,bf16,warm,1,5.1830001175403595,32
fc1,64,3072,768,bf16,warm,2,5.121999885886908,32
fc1,64,3072,768,dequant_only,warm,2,4.532999824732542,32
fc1,64,3072,768,fused_int4,warm,2,14.384999871253967,32
fc1,64,3072,768,packed_int4,warm,2,10.579000227153301,32
fc1,64,3072,768,predequant_gemm,warm,2,6.322000175714493,32
fc1,64,3072,768,native_int4,warm,2,16.41100086271763,32
fc1,64,3072,768,native_int4,warm,3,16.309000551700592,32
fc1,64,3072,768,bf16,warm,3,5.0760000012815,32
fc1,64,3072,768,packed_int4,warm,3,10.491999797523022,32
fc1,64,3072,768,dequant_only,warm,3,4.557000007480383,32
fc1,64,3072,768,fused_int4,warm,3,14.25199955701828,32
fc1,64,3072,768,predequant_gemm,warm,3,6.252999883145094,32
fc1,64,3072,768,dequant_only,warm,4,4.492000211030245,32
fc1,64,3072,768,fused_int4,warm,4,14.301000162959099,32
fc1,64,3072,768,bf16,warm,4,5.040999967604876,32
fc1,64,3072,768,packed_int4,warm,4,10.468999855220318,32
fc1,64,3072,768,native_int4,warm,4,16.359999775886536,32
fc1,64,3072,768,predequant_gemm,warm,4,5.969999823719263,32
fc1,64,3072,768,fused_int4,warm,5,14.073999598622322,32
fc1,64,3072,768,dequant_only,warm,5,4.505999851971865,32
fc1,64,3072,768,native_int4,warm,5,16.34100079536438,32
fc1,64,3072,768,predequant_gemm,warm,5,6.291999947279692,32
fc1,64,3072,768,packed_int4,warm,5,10.448000393807888,32
fc1,64,3072,768,bf16,warm,5,5.106000229716301,32
fc1,64,3072,768,fused_int4,warm,6,14.28299956023693,32
fc1,64,3072,768,dequant_only,warm,6,4.519999958574772,32
fc1,64,3072,768,native_int4,warm,6,16.27900078892708,32
fc1,64,3072,768,bf16,warm,6,5.0650001503527164,32
fc1,64,3072,768,predequant_gemm,warm,6,6.248000077903271,32
fc1,64,3072,768,packed_int4,warm,6,10.40900032967329,32
fc1,64,3072,768,native_int4,eviction_attempt,0,20.479999482631683,1
fc1,64,3072,768,dequant_only,eviction_attempt,0,8.191999979317188,1
fc1,64,3072,768,bf16,eviction_attempt,0,12.28800043463707,1
fc1,64,3072,768,packed_int4,eviction_attempt,0,18.432000651955605,1
fc1,64,3072,768,predequant_gemm,eviction_attempt,0,18.432000651955605,1
fc1,64,3072,768,fused_int4,eviction_attempt,0,18.432000651955605,1
fc1,64,3072,768,bf16,eviction_attempt,1,12.28800043463707,1
