video,frame,video_length,phase,appearance,temporal
01,35,583,11,0.006938487756997347,0.5627852498081513
01,36,583,12,0.006926652044057846,0.31802576840744784
01,37,583,12,0.0065598334185779095,0.34343067167494706
01,38,583,13,0.006461146287620068,0.4864897612989213
01,39,583,13,0.006496099755167961,0.31124035704188335
01,40,583,13,0.006871673744171858,0.33664526030938396
01,41,583,14,0.00704011507332325,0.4814007027747473
01,42,583,15,0.0066656433045864105,1.0834847934084573
01,43,583,15,0.006750342436134815,0.7348438951492391
01,44,583,15,0.006621086969971657,0.4780079970919671
01,45,583,16,0.006856339983642101,0.9899430510117524
01,46,583,16,0.0071587818674743176,0.6753099882870875
01,47,583,16,0.0066377269104123116,0.44226341936265523
01,48,583,18,0.007143272552639246,1.7501514600751231
01,49,583,18,0.007321622688323259,1.3538915141968575
01,50,583,18,0.007366072852164507,0.9899430510117531
01,51,583,18,0.0071991924196481705,0.7144068823458127
01,52,583,18,0.0074586267583072186,0.5358051617593593
01,53,583,20,0.0070889671333134174,1.7025324124560757
01,54,583,20,0.006984267849475145,1.309665172260592
01,55,583,20,0.007478254847228527,0.9814208974514314
01,56,583,20,0.007385170087218285,0.717799588028595
01,57,583,20,0.007981011644005775,0.5816874671836497
01,58,583,22,0.007795560639351606,1.5596752695989333
01,59,583,22,0.008114545606076717,1.16680802940345
01,60,583,22,0.008075280115008354,0.8453491659598537
01,61,583,22,0.007896934635937214,0.6208247505957432
01,62,583,22,0.008816353045403957,0.5408538309301659
01,63,583,23,0.008498677983880043,0.6650510925320086
01,64,583,24,0.008814873173832893,1.0868774990912395
01,65,583,24,0.007762107066810131,0.7331071529544818
01,66,583,24,0.008063328452408314,0.5357647724059932
01,67,583,24,0.007883126847445965,0.4982834524819241
01,68,583,27,0.007806279696524143,2.369199079122743
01,69,583,27,0.007782583590596914,1.9729391332444772
01,70,583,27,0.007928944192826748,1.6089906700593728
01,71,583,27,0.009208223782479763,1.27735368956743
01,72,583,27,0.008932767435908318,0.9780281917686499
01,73,583,27,0.008396677672863007,0.7245849993941601
01,74,583,27,0.009106063283979893,0.6633143503372526
01,75,583,27,0.009826290421187878,0.7057635607253939
