video,frame
01,8
01,16
01,25
01,32
01,43
01,50
01,60
01,70
01,81
01,98
01,106
01,119
01,125
01,136
01,149
01,157
01,166
01,175
01,185
01,199
01,202
01,218
01,226
01,230
01,243
01,258
01,265
01,270
01,287
01,297
01,308
01,311
01,321
01,339
01,341
01,356
01,361
01,373
01,385
01,395
01,405
01,411
01,421
01,432
01,441
01,457
01,466
01,477
01,483
01,497
01,508
01,514
01,525
01,540
01,549
01,560
01,564
01,577
01,590
01,597
01,609
01,617
01,628
01,635
02,7
02,10
02,24
02,35
02,45
02,52
02,60
02,69
02,79
02,89
02,101
02,112
02,114
02,132
02,137
02,145
02,158
02,166
02,173
02,183
02,196
02,204
02,213
02,221
02,234
02,240
02,249
02,264
02,268
02,277
02,291
02,300
02,304
02,313
02,326
02,340
02,345
02,358
02,363
02,372
02,387
02,397
02,399
02,408
02,424
02,430
02,442
02,447
02,463
02,469
02,483
02,491
02,500
02,505
02,519
02,522
02,537
02,545
02,559
02,561
02,578
02,579
02,594
02,603
04,8
04,11
04,26
04,33
04,45
04,47
04,62
04,73
04,74
04,86
04,98
04,102
04,116
04,126
04,136
04,148
04,152
04,161
04,171
04,185
04,187
04,199
04,204
04,217
04,231
04,238
04,245
04,259
04,266
04,278
04,279
04,292
04,305
04,313
04,319
04,329
04,338
04,348
04,355
04,370
04,372
04,385
04,393
04,406
04,416
04,425
04,436
04,446
04,448
04,457
04,466
04,481
04,492
04,501
04,508
04,520
04,528
04,530
04,541
04,556
04,558
04,576
04,584
04,595
06,3
06,10
06,23
06,37
06,41
06,55
06,60
06,74
06,78
06,89
06,97
06,106
06,122
06,131
06,134
06,151
06,161
06,164
06,175
06,185
06,196
06,203
06,210
06,227
06,234
06,238
06,255
06,263
06,267
06,281
06,290
06,295
06,313
06,321
06,326
06,333
06,343
06,359
06,363
06,376
06,389
06,399
06,402
06,409
06,423
06,436
06,443
06,447
06,463
06,470
06,478
06,489
06,503
06,513
06,515
06,529
06,540
06,545
06,554
06,564
06,573
06,588
06,592
06,602
07,1
07,10
07,25
07,29
07,43
07,50
07,62
07,68
07,79
07,89
07,91
07,106
07,114
07,121
07,132
07,141
07,151
07,163
07,172
07,179
07,189
07,201
07,207
07,214
07,220
07,233
07,240
07,253
07,257
07,273
07,283
07,285
07,301
07,306
07,312
07,329
07,338
07,339
07,354
07,365
07,374
07,379
07,393
07,402
07,405
07,413
07,422
07,434
07,441
07,450
07,461
07,473
07,481
07,488
07,504
07,511
07,519
07,531
07,539
07,543
07,551
07,567
07,572
07,578
08,4
08,12
08,21
08,30
08,38
08,49
08,58
08,72
08,79
08,88
08,91
08,102
08,117
08,120
08,132
08,144
08,151
08,162
08,165
08,177
08,187
08,194
08,206
08,218
08,225
08,230
08,237
08,247
08,257
08,272
08,276
08,290
08,294
08,307
08,314
08,328
08,334
