scene,video,frame,video_length,phase,unconditional,legacy_hard,top3_weighted,label,phase_error,phase_error_normalized,unconditional_normalized,legacy_hard_normalized,top3_weighted_normalized,unconditional_with_phase,legacy_hard_with_phase,top3_weighted_with_phase
R02,01,10,583,1,0.06089914217591286,0.07827667891979218,0.07829012721776962,0,0.39356477561388487,0.008414682627324824,0.4751592458164117,0.5400093534927011,0.5279388624211284,0.24178696422186827,0.27421201806001294,0.2681767725242266
R02,01,11,583,2,0.05587112903594971,0.07121090590953827,0.07121968269348145,0,0.6,0.021875966252926763,0.43223897163118835,0.48756210279766654,0.47629544714310085,0.22705746894205756,0.25471903452529665,0.2490857066980138
R02,01,12,583,2,0.04693201929330826,0.06005171313881874,0.06005728617310524,0,0.33547840812870505,0.0046269711559702295,0.3559326791761164,0.4047305456628991,0.3947639002906299,0.1802798251660433,0.20467875840943467,0.19969543572330006
R02,01,13,583,2,0.05026533082127571,0.0596102774143219,0.05961325764656067,0,0.4064352243861151,0.009253942311940086,0.38438659143581616,0.40145389212834154,0.39152066013608805,0.19682026687387813,0.20535391722014082,0.20038730122401407
R02,01,14,583,2,0.04351841285824776,0.05245928093791008,0.05246065929532051,0,0.33547840812870505,0.0046269711559702295,0.3267933511602963,0.34837405155415335,0.3392771829825467,0.16571016115813325,0.17650051135506178,0.17195207706925847
R02,01,15,583,2,0.030934622511267662,0.03873639553785324,0.03873720392584801,0,0.6,0.021875966252926763,0.21937522854462793,0.2465129232966314,0.2390393404734157,0.12062559739877735,0.1341944447747791,0.13045765336317125
R02,01,16,583,3,0.025252174586057663,0.03273334354162216,0.03273388743400574,0,0.39356477561388487,0.008414682627324824,0.17086854882758676,0.2019539525336653,0.19519036243976728,0.0896416157274558,0.10518431758049507,0.10180252253354605
R02,01,17,583,4,0.02962164580821991,0.038072798401117325,0.03807344287633896,0,0.6,0.021875966252926763,0.2081673580548477,0.24158722792821408,0.23419114635953484,0.11502166215388723,0.13173159709057042,0.1280335563062308
R02,01,18,583,4,0.029036687687039375,0.03637028485536575,0.03637184947729111,0,0.33547840812870505,0.0046269711559702295,0.20317402127368614,0.22894994753212108,0.22176249435052614,0.10390049621482818,0.11678845934404565,0.11319473275324818
R02,01,19,583,4,0.029677938669919968,0.036766428500413895,0.036769792437553406,0,0.33547840812870505,0.0046269711559702295,0.20864788684257776,0.23189041066799218,0.22466911973782633,0.10663742899927399,0.1182586909119812,0.11464804544689827
R02,01,20,583,4,0.03063785843551159,0.03798498213291168,0.03798997402191162,0,0.4,0.008834312469632457,0.2168419822811012,0.2409353924068918,0.23358147935809462,0.11283814737536682,0.12488485243826213,0.12120789591386354
R02,01,21,583,5,0.028630828484892845,0.03553514927625656,0.03554534912109375,0,0.4,0.008834312469632457,0.1997095139719306,0.22275097043247197,0.21572563189075952,0.10427191322078153,0.11579264145105221,0.11227997218019599
R02,01,22,583,5,0.027773359790444374,0.033462680876255035,0.03348568454384804,0,0.33547840812870505,0.0046269711559702295,0.19238996439111075,0.20736761894712455,0.20068158300094066,0.09850846777354048,0.10599729505154738,0.10265427707845544
R02,01,23,583,5,0.03149425610899925,0.03616337850689888,0.03621140122413635,0,0.33547840812870505,0.0046269711559702295,0.22415238938118034,0.2274141397567102,0.22059056014754344,0.11438968026857528,0.11602055545634021,0.11260876565175683
R02,01,24,583,5,0.03615235909819603,0.0418078750371933,0.04191121831536293,0,0.4,0.008834312469632457,0.2639150256182049,0.2693116538916804,0.2622227404213358,0.13637466904391868,0.13907298318065642,0.13552852644548413
R02,01,25,583,6,0.035529330372810364,0.040940795093774796,0.041147127747535706,0,0.3290431837425899,0.004207341313662597,0.25859670942163687,0.2628755627380145,0.2566417268982436,0.13140202536764972,0.13354145202583853,0.1304245341059531
R02,01,26,583,6,0.03210783377289772,0.034927643835544586,0.03525366261601448,0,0.3290431837425899,0.004207341313662597,0.22939002914769935,0.2182416279866589,0.21359511700431089,0.11679868523068097,0.11122448465016074,0.10890122915898674
R02,01,27,583,7,0.023286685347557068,0.02832741290330887,0.028491010889410973,0,0.4,0.008834312469632457,0.15409068157142247,0.16924996552513738,0.1641998589978398,0.08146249702052746,0.08904213899738492,0.08651708573373612
