layer,M,N,K,kind,regime,repeat,us,calls_per_event
proj,16,768,768,predequant_gemm,warm,0,3.926999866962433,32
proj,16,768,768,packed_int4,warm,0,6.268000230193138,32
proj,16,768,768,native_int4,warm,0,6.512000225484371,32
proj,16,768,768,bf16,warm,0,4.091999959200621,32
proj,16,768,768,fused_int4,warm,0,14.832000248134136,32
proj,16,768,768,dequant_only,warm,0,2.624999964609742,32
proj,16,768,768,fused_int4,warm,1,14.639000408351421,32
proj,16,768,768,predequant_gemm,warm,1,2.991999965161085,32
proj,16,768,768,packed_int4,warm,1,4.774000030010939,32
proj,16,768,768,dequant_only,warm,1,2.182000083848834,32
proj,16,768,768,native_int4,warm,1,5.2709998562932014,32
proj,16,768,768,bf16,warm,1,3.55600006878376,32
proj,16,768,768,bf16,warm,2,3.3499998971819878,32
proj,16,768,768,dequant_only,warm,2,2.088000066578388,32
proj,16,768,768,fused_int4,warm,2,14.523999765515327,32
proj,16,768,768,packed_int4,warm,2,5.142000038176775,32
proj,16,768,768,predequant_gemm,warm,2,3.2480000518262386,32
proj,16,768,768,native_int4,warm,2,5.06900018081069,32
proj,16,768,768,native_int4,warm,3,5.003000143915415,32
proj,16,768,768,bf16,warm,3,3.364000003784895,32
proj,16,768,768,packed_int4,warm,3,5.055000074207783,32
proj,16,768,768,dequant_only,warm,3,2.0570000633597374,32
proj,16,768,768,fused_int4,warm,3,14.50200006365776,32
proj,16,768,768,predequant_gemm,warm,3,3.2850001007318497,32
proj,16,768,768,dequant_only,warm,4,2.0699999295175076,32
proj,16,768,768,fused_int4,warm,4,14.523000456392765,32
proj,16,768,768,bf16,warm,4,3.3499998971819878,32
proj,16,768,768,packed_int4,warm,4,5.078999791294336,32
proj,16,768,768,native_int4,warm,4,4.93700010702014,32
proj,16,768,768,predequant_gemm,warm,4,3.2820000778883696,32
proj,16,768,768,fused_int4,warm,5,14.546000398695469,32
proj,16,768,768,dequant_only,warm,5,2.0989999175071716,32
proj,16,768,768,native_int4,warm,5,4.94999997317791,32
proj,16,768,768,predequant_gemm,warm,5,3.198999911546707,32
proj,16,768,768,packed_int4,warm,5,5.034999921917915,32
proj,16,768,768,bf16,warm,5,3.352999920025468,32
proj,16,768,768,fused_int4,warm,6,14.534000307321548,32
proj,16,768,768,dequant_only,warm,6,2.085000043734908,32
proj,16,768,768,native_int4,warm,6,4.939999897032976,32
proj,16,768,768,bf16,warm,6,3.3539999276399612,32
proj,16,768,768,predequant_gemm,warm,6,3.2450000289827585,32
proj,16,768,768,packed_int4,warm,6,5.08299982175231,32
proj,16,768,768,native_int4,eviction_attempt,0,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,0,6.144000217318535,1
proj,16,768,768,bf16,eviction_attempt,0,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,0,8.191999979317188,1
proj,16,768,768,predequant_gemm,eviction_attempt,0,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,0,18.432000651955605,1
proj,16,768,768,bf16,eviction_attempt,1,8.191999979317188,1
proj,16,768,768,predequant_gemm,eviction_attempt,1,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,1,6.144000217318535,1
proj,16,768,768,packed_int4,eviction_attempt,1,10.239999741315842,1
proj,16,768,768,native_int4,eviction_attempt,1,10.239999741315842,1
proj,16,768,768,fused_int4,eviction_attempt,1,18.912000581622124,1
proj,16,768,768,predequant_gemm,eviction_attempt,2,8.1599997356534,1
proj,16,768,768,native_int4,eviction_attempt,2,10.239999741315842,1
proj,16,768,768,packed_int4,eviction_attempt,2,10.239999741315842,1
proj,16,768,768,bf16,eviction_attempt,2,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,2,6.144000217318535,1
proj,16,768,768,fused_int4,eviction_attempt,2,18.432000651955605,1
proj,16,768,768,dequant_only,eviction_attempt,3,6.144000217318535,1
proj,16,768,768,packed_int4,eviction_attempt,3,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,3,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,3,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,3,18.432000651955605,1
proj,16,768,768,native_int4,eviction_attempt,3,10.239999741315842,1
proj,16,768,768,native_int4,eviction_attempt,4,10.239999741315842,1
proj,16,768,768,packed_int4,eviction_attempt,4,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,4,6.144000217318535,1
proj,16,768,768,bf16,eviction_attempt,4,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,4,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,4,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,5,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,5,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,5,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,5,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,5,6.144000217318535,1
proj,16,768,768,fused_int4,eviction_attempt,5,18.432000651955605,1
proj,16,768,768,native_int4,eviction_attempt,6,10.239999741315842,1
proj,16,768,768,bf16,eviction_attempt,6,8.191999979317188,1
proj,16,768,768,fused_int4,eviction_attempt,6,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,6,8.191999979317188,1
proj,16,768,768,packed_int4,eviction_attempt,6,8.191999979317188,1
proj,16,768,768,dequant_only,eviction_attempt,6,6.144000217318535,1
proj,16,768,768,bf16,eviction_attempt,7,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,7,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,7,6.144000217318535,1
proj,16,768,768,fused_int4,eviction_attempt,7,18.432000651955605,1
proj,16,768,768,predequant_gemm,eviction_attempt,7,7.807999849319458,1
proj,16,768,768,packed_int4,eviction_attempt,7,9.855999611318111,1
proj,16,768,768,fused_int4,eviction_attempt,8,18.432000651955605,1
proj,16,768,768,packed_int4,eviction_attempt,8,8.191999979317188,1
proj,16,768,768,bf16,eviction_attempt,8,10.239999741315842,1
proj,16,768,768,predequant_gemm,eviction_attempt,8,8.191999979317188,1
proj,16,768,768,native_int4,eviction_attempt,8,10.239999741315842,1
proj,16,768,768,dequant_only,eviction_attempt,8,4.095999989658594,1
proj,16,768,768,packed_int4,eviction_attempt,9,10.239999741315842,1
