scene,video,frame,video_length,mse,phase
R04,01,8,411,0.0044705127365887165,7
R04,01,9,411,0.004495562985539436,9
R04,01,10,411,0.004467695485800505,8
R04,01,11,411,0.004470419138669968,7
R04,01,12,411,0.0045608580112457275,9
R04,01,13,411,0.004522948991507292,0
R04,01,14,411,0.004546037875115871,0
R04,01,15,411,0.004688161890953779,1
R04,01,16,411,0.004600073676556349,4
R04,01,17,411,0.004689915105700493,4
R04,01,18,411,0.004669594578444958,3
R04,01,19,411,0.004708408378064632,4
R04,01,20,411,0.00477076880633831,5
R04,01,21,411,0.00469105364754796,5
R04,01,22,411,0.0047499993816018105,5
R04,01,23,411,0.004684095736593008,5
R04,01,24,411,0.004739925265312195,6
R04,01,25,411,0.004753281362354755,6
R04,01,26,411,0.0047121811658144,6
R04,01,27,411,0.004808844067156315,7
R04,01,28,411,0.004725759383291006,7
R04,01,29,411,0.004891152493655682,8
R04,01,30,411,0.0051034241914749146,9
R04,01,31,411,0.005286584608256817,8
R04,01,32,411,0.0056103928945958614,9
R04,01,33,411,0.005907602608203888,10
R04,01,34,411,0.0065038143657147884,10
R04,01,35,411,0.005859198980033398,11
R04,01,36,411,0.006233002059161663,11
R04,01,37,411,0.005751835182309151,11
R04,01,38,411,0.005465148016810417,12
R04,01,39,411,0.004954586736857891,13
R04,01,40,411,0.004500036593526602,13
R04,01,41,411,0.004379817750304937,13
R04,01,42,411,0.004348934628069401,14
R04,01,43,411,0.004451606422662735,14
R04,01,44,411,0.00435725599527359,13
R04,01,45,411,0.0043298108503222466,16
R04,01,46,411,0.004310359247028828,16
R04,01,47,411,0.005003916099667549,15
R04,01,48,411,0.005331525579094887,16
R04,01,49,411,0.00533283781260252,16
R04,01,50,411,0.005478388629853725,16
R04,01,51,411,0.005603238940238953,19
R04,01,52,411,0.005131887272000313,19
R04,01,53,411,0.005083282478153706,24
R04,01,54,411,0.004749242216348648,15
R04,01,55,411,0.0047737425193190575,16
R04,01,56,411,0.004613478668034077,22
R04,01,57,411,0.00436116149649024,22
R04,01,58,411,0.004480291157960892,22
R04,01,59,411,0.004407769069075584,22
R04,01,60,411,0.0046041058376431465,14
R04,01,61,411,0.003942910581827164,23
R04,01,62,411,0.0037537184543907642,23
R04,01,63,411,0.003650971222668886,23
R04,01,64,411,0.0035125422291457653,23
R04,01,65,411,0.0036070223432034254,23
R04,01,66,411,0.003548274515196681,23
R04,01,67,411,0.0035313700791448355,21
R04,01,68,411,0.003580711781978607,23
R04,01,69,411,0.0036069105844944715,21
R04,01,70,411,0.003616386093199253,21
R04,01,71,411,0.0036784117110073566,21
R04,01,72,411,0.0037478641606867313,21
R04,01,73,411,0.0038304347544908524,22
R04,01,74,411,0.004310392774641514,22
R04,01,75,411,0.0046932147815823555,22
R04,01,76,411,0.005030781030654907,22
R04,01,77,411,0.00501477112993598,23
R04,01,78,411,0.004458598326891661,23
R04,01,79,411,0.004488928243517876,24
R04,01,80,411,0.004539474379271269,25
R04,01,81,411,0.004623848479241133,25
R04,01,82,411,0.004651018418371677,24
R04,01,83,411,0.004620317369699478,24
R04,01,84,411,0.0042974092066287994,24
R04,01,85,411,0.004228441976010799,26
R04,01,86,411,0.004017298109829426,27
R04,01,87,411,0.0039204987697303295,27
R04,01,88,411,0.004010654054582119,28
R04,01,89,411,0.0038513464387506247,28
R04,01,90,411,0.0038445964455604553,28
R04,01,91,411,0.0037801365833729506,29
R04,01,92,411,0.0038222651928663254,29
R04,01,93,411,0.0037277366500347853,83
R04,01,94,411,0.0037563699297606945,82
R04,01,95,411,0.0037474341224879026,82
R04,01,96,411,0.003780219703912735,83
R04,01,97,411,0.003719029948115349,33
R04,01,98,411,0.003639371134340763,32
R04,01,99,411,0.0036136906128376722,84
R04,01,100,411,0.00372906681150198,84
R04,01,101,411,0.0036719180643558502,87
R04,01,102,411,0.0035927342250943184,87
R04,01,103,411,0.003574350383132696,90
R04,01,104,411,0.0035815234296023846,91
R04,01,105,411,0.0035292627289891243,81
R04,01,106,411,0.0035359119065105915,81
R04,01,107,411,0.0035950790625065565,33
R04,01,108,411,0.003687262302264571,82
R04,01,109,411,0.0036648917011916637,35
R04,01,110,411,0.0037138257175683975,36
R04,01,111,411,0.003780365688726306,35
R04,01,112,411,0.003792611649259925,35
R04,01,113,411,0.0038358676247298717,40
R04,01,114,411,0.0038971349131315947,40
R04,01,115,411,0.0039720600470900536,40
R04,01,116,411,0.00402813358232379,41
R04,01,117,411,0.004115290008485317,42
R04,01,118,411,0.004383771680295467,42
R04,01,119,411,0.004466703627258539,44
R04,01,120,411,0.00439313892275095,44
R04,01,121,411,0.004282803740352392,45
R04,01,122,411,0.004465105477720499,45
R04,01,123,411,0.004512137267738581,85
R04,01,124,411,0.00451666209846735,47
R04,01,125,411,0.004626203794032335,47
R04,01,126,411,0.004634500946849585,134
R04,01,127,411,0.004639446269720793,45
R04,01,128,411,0.004772136453539133,47
R04,01,129,411,0.004877949133515358,50
R04,01,130,411,0.005357768386602402,50
R04,01,131,411,0.005339792929589748,47
R04,01,132,411,0.005205878987908363,49
R04,01,133,411,0.004933448508381844,52
R04,01,134,411,0.005911277141422033,52
R04,01,135,411,0.006088697351515293,52
R04,01,136,411,0.005553757771849632,76
R04,01,137,411,0.005630607716739178,53
R04,01,138,411,0.0056804693304002285,54
R04,01,139,411,0.0060201711021363735,54
R04,01,140,411,0.006569662597030401,55
R04,01,141,411,0.006964593194425106,57
R04,01,142,411,0.007054345216602087,57
R04,01,143,411,0.006779377814382315,57
R04,01,144,411,0.006479055620729923,57
R04,01,145,411,0.006751145236194134,57
R04,01,146,411,0.006509480066597462,58
R04,01,147,411,0.006592935882508755,7
R04,01,148,411,0.006519188638776541,51
R04,01,149,411,0.006705401465296745,59
R04,01,150,411,0.006749880965799093,60
R04,01,151,411,0.006858262699097395,60
R04,01,152,411,0.006816905923187733,61
R04,01,153,411,0.0068876538425683975,61
R04,01,154,411,0.006726884748786688,61
R04,01,155,411,0.006856652908027172,62
R04,01,156,411,0.006848529912531376,44
R04,01,157,411,0.006485822610557079,62
R04,01,158,411,0.005870881490409374,120
R04,01,159,411,0.005535176023840904,121
R04,01,160,411,0.005531091243028641,57
R04,01,161,411,0.005425749346613884,63
R04,01,162,411,0.005319586955010891,64
R04,01,163,411,0.005110406782478094,57
R04,01,164,411,0.005077411886304617,58
R04,01,165,411,0.0050619314424693584,58
R04,01,166,411,0.005040464457124472,58
R04,01,167,411,0.004929506219923496,14
R04,01,168,411,0.004998673684895039,68
R04,01,169,411,0.0050318483263254166,68
R04,01,170,411,0.004777383059263229,62
R04,01,171,411,0.004757080227136612,62
R04,01,172,411,0.004644864704459906,72
R04,01,173,411,0.004586686380207539,73
R04,01,174,411,0.004524020478129387,74
R04,01,175,411,0.0045617627911269665,75
R04,01,176,411,0.004456428345292807,75
R04,01,177,411,0.004579252563416958,75
R04,01,178,411,0.004672017879784107,75
R04,01,179,411,0.0047155278734862804,76
R04,01,180,411,0.004982420243322849,76
R04,01,181,411,0.005153840407729149,76
R04,01,182,411,0.005133751779794693,133
R04,01,183,411,0.004881936125457287,133
R04,01,184,411,0.0048948293551802635,133
R04,01,185,411,0.004893628414720297,134
R04,01,186,411,0.004914306104183197,134
R04,01,187,411,0.005015471950173378,133
R04,01,188,411,0.004981040023267269,133
R04,01,189,411,0.004905217792838812,81
R04,01,190,411,0.004894477315247059,81
R04,01,191,411,0.004848543554544449,81
R04,01,192,411,0.004803065210580826,87
R04,01,193,411,0.004797573667019606,87
R04,01,194,411,0.004842904396355152,87
R04,01,195,411,0.00488421693444252,87
R04,01,196,411,0.004898012615740299,88
R04,01,197,411,0.004926277324557304,89
R04,01,198,411,0.0049190884456038475,90
R04,01,199,411,0.004897281061857939,89
R04,01,200,411,0.004875799175351858,90
R04,01,201,411,0.004889476578682661,90
R04,01,202,411,0.004849168471992016,91
R04,01,203,411,0.004894348792731762,90
R04,01,204,411,0.004857880994677544,91
R04,01,205,411,0.004859874956309795,91
R04,01,206,411,0.004839504137635231,91
R04,01,207,411,0.00486589502543211,91
R04,01,208,411,0.004911668132990599,91
R04,01,209,411,0.004926815629005432,91
R04,01,210,411,0.004943620879203081,91
R04,01,211,411,0.00495503656566143,91
R04,01,212,411,0.004982610698789358,90
R04,01,213,411,0.005022590979933739,89
R04,01,214,411,0.005046857055276632,92
R04,01,215,411,0.005034623667597771,92
R04,01,216,411,0.005060742609202862,94
R04,01,217,411,0.005061065778136253,92
R04,01,218,411,0.004990753717720509,44
R04,01,219,411,0.004975428804755211,144
R04,01,220,411,0.005034313537180424,98
R04,01,221,411,0.005049696192145348,92
R04,01,222,411,0.005164739675819874,97
R04,01,223,411,0.005233879201114178,98
R04,01,224,411,0.005193005781620741,97
R04,01,225,411,0.005236356519162655,145
R04,01,226,411,0.005520963575690985,97
R04,01,227,411,0.005705486983060837,97
R04,01,228,411,0.0055341715924441814,98
R04,01,229,411,0.005620974116027355,101
R04,01,230,411,0.005466110538691282,102
R04,01,231,411,0.005752628203481436,100
R04,01,232,411,0.0051817335188388824,102
R04,01,233,411,0.005780111998319626,107
R04,01,234,411,0.006725245155394077,107
R04,01,235,411,0.006324180867522955,107
R04,01,236,411,0.00601609144359827,108
R04,01,237,411,0.006478422321379185,108
R04,01,238,411,0.006898823194205761,108
R04,01,239,411,0.007209852337837219,108
R04,01,240,411,0.007164205890148878,108
R04,01,241,411,0.0075357104651629925,108
R04,01,242,411,0.0076475790701806545,108
R04,01,243,411,0.007206754293292761,108
R04,01,244,411,0.006804840173572302,96
R04,01,245,411,0.006936929654330015,110
R04,01,246,411,0.007078725844621658,110
R04,01,247,411,0.007433664053678513,57
R04,01,248,411,0.007462070789188147,57
R04,01,249,411,0.007560946047306061,58
R04,01,250,411,0.00720040500164032,58
R04,01,251,411,0.008110973984003067,61
R04,01,252,411,0.006875796243548393,61
R04,01,253,411,0.006826781667768955,108
R04,01,254,411,0.006554611027240753,115
R04,01,255,411,0.0064408122561872005,115
R04,01,256,411,0.006275536026805639,121
R04,01,257,411,0.006086277775466442,121
R04,01,258,411,0.006018509157001972,122
R04,01,259,411,0.005822407081723213,89
R04,01,260,411,0.005770839750766754,90
R04,01,261,411,0.005712833255529404,91
R04,01,262,411,0.0056739794090390205,123
R04,01,263,411,0.005657683126628399,123
R04,01,264,411,0.005669824313372374,123
R04,01,265,411,0.005799451377242804,123
R04,01,266,411,0.005986359901726246,123
R04,01,267,411,0.006396307609975338,94
R04,01,268,411,0.006642857566475868,123
R04,01,269,411,0.006761656608432531,123
R04,01,270,411,0.0068535758182406425,96
R04,01,271,411,0.007275500800460577,128
R04,01,272,411,0.007434017024934292,126
R04,01,273,411,0.006484729703515768,123
R04,01,274,411,0.006521386560052633,124
R04,01,275,411,0.006652820855379105,124
R04,01,276,411,0.00615181028842926,124
