video,frame
17,16
30,15
31,23
13,19
07,15
09,17
13,21
06,17
16,17
18,16
29,16
30,16
15,22
19,18
22,15
27,16
19,17
30,18
23,15
32,15
31,15
27,21
29,17
06,20
32,19
17,21
06,19
29,19
32,16
31,17
21,17
29,15
15,16
29,23
32,22
22,16
27,15
11,19
22,23
31,20
11,20
17,15
04,23
08,23
01,18
33,19
29,21
18,21
22,18
06,21
18,20
27,19
33,15
21,22
18,15
02,19
08,20
21,21
27,17
14,19
07,16
13,22
22,20
32,17
07,19
01,15
16,18
14,18
01,17
11,16
07,21
02,15
06,15
07,22
23,16
18,22
33,17
04,17
15,23
13,20
25,22
30,21
08,22
13,15
17,22
33,21
19,23
27,22
11,21
10,21
28,16
31,21
02,18
04,15
09,19
06,16
16,21
17,18
10,19
11,22
25,16
15,15
19,22
22,21
09,21
11,18
29,22
14,17
06,22
15,17
31,22
04,22
25,17
07,20
13,23
28,15
23,22
27,20
32,18
10,18
04,21
18,18
13,17
29,18
10,20
07,17
18,19
25,19
25,18
15,21
14,20
23,23
19,20
10,22
08,17
10,15
10,16
09,18
27,23
02,17
30,17
18,17
01,20
23,19
17,17
21,15
14,23
16,15
21,19
08,16
13,18
15,20
07,23
02,21
04,19
31,18
04,18
01,16
04,20
19,19
32,21
11,15
19,15
19,21
15,18
25,20
29,20
28,19
02,16
11,17
21,18
30,19
25,15
22,17
01,19
16,16
08,15
15,19
32,20
10,23
28,18
33,22
19,16
17,19
28,20
22,22
14,21
13,16
14,15
33,18
14,16
16,19
02,20
23,18
22,19
16,20
25,21
33,20
23,20
09,23
23,17
30,20
06,18
08,21
08,19
28,17
08,18
09,16
09,22
09,20
23,21
17,23
06,23
31,16
28,22
14,22
09,15
11,23
21,20
33,16
21,16
28,21
16,22
04,16
10,17
31,19
30,22
17,20
07,18
27,18
06,29
10,29
32,26
14,26
15,35
21,27
10,25
31,31
02,32
31,26
13,30
01,30
01,24
22,33
14,34
09,31
32,24
06,31
28,29
04,25
15,32
22,35
09,35
07,24
32,29
33,25
29,27
33,27
02,28
13,27
28,23
01,25
13,24
31,34
10,24
16,31
19,34
31,25
30,31
07,32
29,32
25,33
33,33
02,30
08,30
29,25
13,28
08,32
30,32
27,29
15,33
27,25
10,28
28,32
19,30
19,24
33,31
11,24
18,28
10,33
27,34
08,29
19,27
02,22
02,26
32,31
19,25
01,21
21,33
02,29
22,26
09,25
10,31
25,23
02,24
15,30
06,33
14,24
30,26
21,34
02,25
19,28
18,33
33,23
06,27
17,25
09,34
27,28
14,31
21,28
21,23
33,34
33,28
25,28
23,25
14,28
25,30
13,25
31,32
13,26
04,33
13,31
21,30
15,28
25,25
09,29
32,25
28,27
23,27
27,24
32,34
08,28
23,31
08,34
25,31
06,32
33,29
04,34
33,26
06,26
07,34
07,28
28,31
19,26
21,25
11,31
22,32
17,24
08,27
25,24
25,29
21,32
09,32
32,33
30,33
32,23
11,35
23,24
02,31
09,28
17,33
21,31
32,28
19,29
11,25
10,34
17,35
18,34
22,25
11,29
04,30
04,32
13,34
01,28
01,29
16,26
16,32
18,25
22,27
04,28
22,29
25,26
16,25
17,29
01,31
11,27
33,32
11,30
18,32
27,27
19,31
14,27
27,33
16,33
22,24
15,25
10,26
28,25
08,25
07,26
23,30
30,27
16,29
31,29
18,24
17,32
02,27
11,33
31,24
15,27
01,26
21,26
09,30
23,33
06,25
29,24
17,30
16,24
11,34
29,31
11,26
08,26
27,30
30,34
31,28
13,29
18,26
17,28
18,30
14,33
09,24
16,34
17,34
25,32
09,33
10,35
06,28
16,23
08,33
31,30
21,24
18,31
31,27
17,26
01,27
14,32
32,27
15,31
07,29
30,30
06,34
19,32
08,31
07,33
27,26
15,24
04,24
10,30
06,24
29,29
10,27
23,32
04,29
21,29
09,26
22,34
13,33
29,30
18,29
16,30
15,34
32,32
29,33
19,33
31,33
28,28
22,28
17,27
28,26
07,25
15,29
23,34
11,32
09,27
32,30
30,23
16,28
10,32
33,30
01,22
06,30
04,27
30,28
29,28
11,28
08,24
29,26
13,32
30,25
14,30
28,24
04,26
30,29
23,29
17,31
07,31
04,31
27,31
18,23
30,24
14,25
22,30
28,33
25,27
23,26
33,24
18,27
22,31
07,27
28,30
23,28
16,27
02,23
14,29
27,32
28,34
01,23
29,34
15,26
07,30
15,41
30,43
25,41
06,46
11,40
18,43
10,47
11,43
31,44
06,38
23,40
30,36
08,46
08,39
09,42
28,40
07,41
11,46
29,40
30,37
15,42
27,40
07,44
01,32
11,39
06,37
22,41
15,47
30,39
19,38
02,36
10,38
14,45
29,35
01,37
11,44
23,42
32,36
04,37
18,38
17,46
19,36
19,40
17,41
10,36
02,34
01,39
08,38
16,41
16,36
02,41
31,35
33,45
23,36
01,41
31,41
01,35
31,43
09,39
11,42
15,46
30,40
07,43
09,38
01,34
23,44
32,44
18,41
21,42
02,35
31,38
13,43
06,35
29,39
16,45
14,37
10,43
14,44
14,36
22,43
22,44
08,41
28,38
32,38
23,38
32,41
19,43
18,44
30,45
33,39
25,38
30,41
21,44
06,44
33,37
13,42
08,44
04,35
19,35
06,40
31,46
09,41
08,43
09,36
08,42
01,40
27,37
23,43
08,35
22,46
28,35
14,42
19,37
21,43
09,40
23,46
30,38
13,44
33,40
30,35
32,45
27,35
27,36
17,38
16,40
31,39
31,36
33,38
32,43
07,36
08,37
04,36
17,36
17,44
02,40
01,33
25,40
16,38
29,44
30,44
02,39
10,41
04,43
28,41
13,35
07,42
04,40
25,35
09,44
07,35
13,38
04,44
13,37
14,40
32,42
16,39
23,41
19,42
02,37
22,42
32,35
21,41
33,36
33,42
19,44
21,45
29,41
29,45
28,42
07,45
18,42
21,39
04,42
15,37
27,39
29,43
06,41
10,40
27,45
15,44
11,41
27,41
16,44
17,42
21,36
31,42
23,39
16,42
07,38
07,37
16,43
07,40
14,43
18,39
09,43
04,39
