scene,video,frame,video_length,phase,unconditional,legacy_hard,top3_weighted,label,phase_error,phase_error_normalized,unconditional_normalized,legacy_hard_normalized,top3_weighted_normalized,unconditional_with_phase,legacy_hard_with_phase,top3_weighted_with_phase
R02,01,10,583,1,0.07325688749551773,0.0722804144024849,0.07231136411428452,0,0.264521591871295,1.4834885032786797e-16,0.5503563821601575,0.5217784794787651,0.48231167683767884,0.2751781910800788,0.2608892397393826,0.2411558384188395
R02,01,11,583,1,0.06279535591602325,0.06478733569383621,0.06480364501476288,0,0.4,0.003515092930269506,0.4656415562341575,0.46303947193626144,0.42765002763950943,0.2345783245822135,0.23327728243326548,0.21558256028488948
R02,01,12,583,2,0.05077311396598816,0.05401923879981041,0.05402703210711479,0,0.4,0.003515092930269506,0.368288494084658,0.3786272631139336,0.34918845675576954,0.18590179350746378,0.19107117802210155,0.17635177484301953
R02,01,13,583,2,0.054302893579006195,0.05390705168247223,0.05391044169664383,0,0.33547840812870505,0.0018410299222287453,0.3968717529700091,0.377747816869242,0.34833959386778,0.1993563914461189,0.18979442339573538,0.17509031189500437
R02,01,14,583,2,0.048818133771419525,0.04687383025884628,0.0468754768371582,0,0.33547840812870505,0.0018410299222287453,0.352457560954725,0.3226136774435311,0.29711993898016514,0.17714929543847688,0.1622273536828799,0.14948048445119694
R02,01,15,583,2,0.03798552602529526,0.033485155552625656,0.03348612040281296,0,0.6,0.008704248868579623,0.2647378544696541,0.21765849211428895,0.19963569713498672,0.13672105166911686,0.11318137049143429,0.10416997300178317
R02,01,16,583,3,0.030202170833945274,0.027924111112952232,0.027925042435526848,0,0.39356477561388487,0.003348126016081668,0.20171022078666098,0.1740648980807513,0.15914700956130928,0.10252917340137133,0.08870651204841648,0.08124756778869548
R02,01,17,583,4,0.03270561248064041,0.030237020924687386,0.03023804910480976,0,0.6,0.008704248868579623,0.2219824554689488,0.1921960337806648,0.17598737845010065,0.11534335216876421,0.10045014132462221,0.09234581365934014
R02,01,18,583,4,0.03159457817673683,0.031269803643226624,0.03127157315611839,0,0.33547840812870505,0.0018410299222287453,0.212985581833592,0.20029212275194747,0.1835121843707301,0.10741330587791037,0.1010665763370881,0.09267660714647942
R02,01,19,583,4,0.03250465169548988,0.030932584777474403,0.03093557246029377,0,0.4064352243861151,0.0036820598444573423,0.22035512606668914,0.19764862970068253,0.1810658552097634,0.11201859295557325,0.10066534477256994,0.09237395752711038
R02,01,20,583,4,0.03326743468642235,0.032245371490716934,0.03224923461675644,0,0.4064352243861151,0.0036820598444573423,0.22653194901131574,0.20793969851887703,0.1906302700486255,0.11510700442788654,0.10581087918166719,0.09715616494654143
R02,01,21,583,4,0.03104786016047001,0.029170392081141472,0.029178639873862267,0,0.33547840812870505,0.0018410299222287453,0.20855839818206687,0.18383462158653155,0.16827410961682154,0.1051997140521478,0.09283782575438014,0.08505756976952514
R02,01,22,583,4,0.029073551297187805,0.02845578081905842,0.02847834676504135,0,0.4,0.003515092930269506,0.19257094640158937,0.17823271108410943,0.16317546704071567,0.09804301966592943,0.09087390200718946,0.08334527998549258
R02,01,23,583,5,0.03258483111858368,0.03184043988585472,0.0318964347243309,0,0.3290431837425899,0.0016740630080409075,0.22100439867258095,0.20476539840579452,0.18806163053224492,0.11133923084031093,0.10321973070691771,0.09486784677014291
R02,01,24,583,5,0.039958421140909195,0.04005981981754303,0.04019370302557945,0,0.3290431837425899,0.0016740630080409075,0.28071385808054855,0.2691979552458669,0.24847177150499888,0.14119396054429473,0.13543600912695392,0.1250729172565199
R02,01,25,583,6,0.03811262175440788,0.039279140532016754,0.03958563134074211,0,0.3290431837425899,0.0016740630080409075,0.26576704340684737,0.26307813077533576,0.24404456789184872,0.13372055320744414,0.13237609689168833,0.12285931544994481
R02,01,26,583,6,0.032385557889938354,0.03276430815458298,0.0333186574280262,0,0.3290431837425899,0.0016740630080409075,0.21939073467432954,0.2120076959066165,0.19841644502124436,0.11053239884118522,0.1068408794573287,0.10004525401464263
R02,01,27,583,7,0.023840101435780525,0.030329927802085876,0.030612194910645485,0,0.4,0.003515092930269506,0.1501917985079317,0.19292434025981087,0.1787114317233327,0.0768534457191006,0.09821971659504018,0.0911132623268011
R02,01,28,583,7,0.010933253914117813,0.020528355613350868,0.02034972980618477,0,0.33547840812870505,0.0018410299222287453,0.04567542509333115,0.11608881709121352,0.10399323036118673,0.023758227507779946,0.05896492350672113,0.052917130141707736
R02,01,29,583,7,0.010623919777572155,0.019030021503567696,0.018777035176753998,0,0.4064352243861151,0.0036820598444573423,0.04317051581390982,0.10434322332424022,0.09254287093907311,0.02342628782918358,0.05401264158434878,0.048112465391765225
R02,01,30,583,7,0.010220185853540897,0.017807578667998314,0.017335111275315285,0,0.33547840812870505,0.0018410299222287453,0.039901181029147685,0.09476036936917495,0.0820446174181175,0.020871105475688215,0.04830069964570185,0.04194282367017312
R02,01,31,583,7,0.009607634507119656,0.01741682179272175,0.016580091789364815,0,0.8,0.01389340480688974,0.034940895789028,0.09169718640572057,0.07654752705928448,0.02441715029795887,0.05279529560630515,0.04522046593308711
R02,01,32,583,8,0.008685513399541378,0.016454052180051804,0.015048897825181484,0,0.7935647756138848,0.013726437892701901,0.027473793241223156,0.08414993730568918,0.06539932262927638,0.020600115566962528,0.04893818759919554,0.03956288026098914
R02,01,33,583,10,0.008508721366524696,0.010452811606228352,0.013939829543232918,0,1.0,0.01908256074519986,0.026042176255860527,0.037105600920523084,0.057324499828760075,0.022562368500530193,0.02809408083286147,0.03820353028697997
R02,01,34,583,10,0.008220636285841465,0.010121950879693031,0.01247415691614151,0,0.5354784081287051,0.007030185860538864,0.023709336434414717,0.034511949970474375,0.04665333833224982,0.01536976114747679,0.02077106791550662,0.026841762096394342
R02,01,35,583,10,0.008845098316669464,0.011001024395227432,0.012134975753724575,0,0.33547840812870505,0.0018410299222287453,0.028766071372029526,0.04140309683642028,0.04418385306396865,0.015303550647129136,0.021622063379324513,0.0230124414930987
R02,01,36,583,10,0.008797586895525455,0.011507293209433556,0.012681540101766586,0,0.4,0.003515092930269506,0.028381335949579457,0.04537178965982062,0.04816323858184215,0.01594821443992448,0.02444344129504506,0.025839165756055826
R02,01,37,583,11,0.00768901826813817,0.008998180739581585,0.010097156278789043,0,0.4,0.003515092930269506,0.019404428736469786,0.02570260132986056,0.029347046866035485,0.011459760833369645,0.014608847130065033,0.016431069898152496
R02,01,38,583,11,0.0077445912174880505,0.009512349963188171,0.010543189011514187,0,0.46452159187129494,0.005189155938310265,0.01985444436702978,0.029733226267603562,0.032594489190918965,0.012521800152670022,0.017461191102956915,0.018891822564614615
R02,01,39,583,11,0.008414831943809986,0.009797745384275913,0.010812806896865368,0,0.8,0.01389340480688974,0.02528188355482242,0.031970470055329915,0.03455750326633337,0.01958764418085608,0.022931937431109828,0.024225454036611554
R02,01,40,583,13,0.008086093701422215,0.009572855196893215,0.010682684369385242,0,0.8,0.01389340480688974,0.0226198447541476,0.030207532960106257,0.03361011673580228,0.01825662478051867,0.022050468883498,0.02375176077134601
R02,01,41,583,13,0.008329981938004494,0.00979900173842907,0.011030667461454868,0,0.5354784081287051,0.007030185860538864,0.024594789756269865,0.03198031874355911,0.03614368644631744,0.015812487808404364,0.019505252302048987,0.021586936153428153
R02,01,42,583,13,0.008708306588232517,0.010070194490253925,0.011391960084438324,0,0.33547840812870505,0.0018410299222287453,0.02765836669469847,0.0341062263596804,0.038774159210897365,0.014749698308463607,0.017973628140954573,0.020307594566563055
