video,frame
07,27
15,30
08,26
29,29
26,25
25,27
04,29
24,16
28,18
06,21
13,18
16,17
10,23
10,24
06,30
09,22
15,28
06,27
24,23
04,27
02,28
25,29
30,25
24,20
13,16
04,26
15,21
25,19
06,17
19,30
19,27
01,22
26,21
13,28
16,21
26,19
21,20
25,15
09,25
28,29
16,28
08,27
01,20
23,28
19,15
24,19
23,21
09,19
26,22
26,20
23,15
16,26
20,27
07,19
04,15
01,24
23,22
19,16
18,27
09,26
20,18
24,24
30,20
28,17
04,21
20,24
09,17
09,18
19,25
25,26
16,23
29,15
14,25
02,21
01,30
15,29
28,15
24,26
19,24
18,15
21,21
09,21
02,23
04,28
21,18
25,18
08,21
17,28
13,17
28,26
26,26
14,24
23,19
01,26
09,20
19,22
20,30
04,24
15,26
15,18
19,28
16,20
02,30
01,32
18,23
13,22
15,19
09,27
14,18
20,16
02,25
23,16
30,28
08,29
16,16
14,27
07,24
08,18
26,15
01,19
13,27
29,28
13,23
10,16
07,23
20,21
20,17
08,22
15,17
29,26
30,24
30,22
13,20
24,21
04,22
29,21
28,28
30,19
25,23
21,22
06,29
30,18
24,22
06,22
04,20
01,28
29,27
23,20
08,23
10,20
04,23
20,15
30,17
09,28
28,20
13,24
25,17
07,25
29,18
14,21
18,21
10,27
17,26
08,17
07,18
15,22
09,29
15,25
06,18
19,23
17,15
14,20
01,23
18,24
01,18
14,19
25,28
13,15
29,23
25,22
24,17
26,18
06,20
26,24
23,30
01,15
02,29
07,26
16,19
02,18
10,15
20,20
17,23
25,21
23,26
07,21
08,16
21,15
14,17
15,20
21,17
07,15
14,15
15,24
20,22
15,23
20,28
21,23
19,19
19,26
18,20
17,16
28,27
08,25
01,16
09,24
25,20
26,16
07,29
19,20
26,17
07,22
10,18
08,20
25,24
17,18
10,29
29,16
21,19
18,26
10,17
14,26
21,28
14,16
28,19
17,21
17,27
10,19
15,15
28,21
23,25
20,19
26,27
23,27
10,28
28,24
13,19
10,26
20,23
18,18
23,29
06,15
29,24
14,22
01,29
02,20
06,23
30,26
29,17
13,21
17,24
10,25
01,21
17,17
02,26
08,19
09,15
16,25
07,20
04,25
01,25
13,25
23,24
24,27
30,15
30,23
06,24
02,16
04,17
02,17
15,27
04,16
07,28
21,29
23,18
19,21
04,19
23,17
28,22
13,26
07,17
21,25
24,25
28,23
08,28
02,22
08,15
19,18
18,28
02,15
24,18
10,22
18,22
06,19
09,16
19,29
16,15
14,28
15,16
02,19
02,24
25,25
24,15
17,19
24,28
16,27
18,25
06,28
16,29
19,17
10,21
06,26
29,25
29,19
30,16
17,22
16,18
28,16
20,29
30,21
29,22
01,17
14,23
17,20
01,27
28,25
29,20
02,27
09,23
16,22
21,26
16,24
23,23
07,16
21,27
18,16
21,16
17,25
18,17
26,28
26,23
13,29
20,26
06,25
25,16
21,24
01,31
20,25
04,18
06,16
18,19
08,24
30,27
07,37
07,46
14,52
06,37
26,41
10,37
25,52
29,58
23,35
23,31
06,56
13,58
08,34
18,52
30,52
20,40
09,57
19,36
08,40
14,44
26,52
28,42
30,47
26,49
01,56
25,58
24,40
23,59
29,54
20,43
02,60
09,52
28,56
15,33
18,36
06,59
24,51
16,34
10,51
07,51
13,45
02,31
13,41
17,51
18,34
02,54
28,48
10,47
17,35
24,43
15,32
26,42
26,34
24,30
24,47
02,50
29,51
09,58
25,43
20,58
18,44
29,44
16,42
04,41
29,30
06,33
08,57
24,41
20,42
24,36
14,48
13,50
09,43
04,46
26,43
04,47
09,45
06,35
14,53
08,53
15,57
30,33
15,41
14,30
28,45
04,40
13,59
25,40
15,35
18,41
30,29
17,30
20,44
19,53
26,33
28,52
09,33
04,42
19,56
04,44
14,40
09,59
25,38
06,36
20,32
13,38
21,33
23,41
16,38
17,45
14,43
06,40
14,55
01,36
30,38
02,49
20,46
20,51
13,32
10,33
21,46
13,34
01,57
15,46
16,54
01,34
16,55
19,42
21,55
29,56
26,32
30,31
17,48
25,31
08,31
30,42
06,31
18,30
21,52
09,50
23,36
21,39
08,43
30,54
06,46
19,55
25,33
29,48
09,51
01,52
20,49
20,47
06,41
08,52
28,46
07,48
09,32
01,64
04,56
08,50
14,57
20,33
21,32
29,36
17,40
14,42
23,45
20,55
25,48
23,54
25,57
29,47
01,37
14,47
09,54
18,43
17,54
26,36
09,42
09,55
04,50
13,36
15,36
14,56
10,43
08,36
25,56
30,34
13,53
18,57
10,39
24,37
25,46
15,51
15,44
13,33
04,59
10,40
15,47
02,45
26,40
28,43
01,40
30,48
