layer,M,N,K,kind,regime,repeat,us,calls_per_event
qkv,1,2304,768,predequant_gemm,warm,0,5.518000107258558,32
qkv,1,2304,768,packed_int4,warm,0,9.689000435173512,32
qkv,1,2304,768,native_int4,warm,0,7.2559998370707035,32
qkv,1,2304,768,bf16,warm,0,5.5669997818768024,32
qkv,1,2304,768,fused_int4,warm,0,15.081999823451042,32
qkv,1,2304,768,dequant_only,warm,0,4.5380000956356525,32
qkv,1,2304,768,fused_int4,warm,1,14.413000084459782,32
qkv,1,2304,768,predequant_gemm,warm,1,4.81799989938736,32
qkv,1,2304,768,packed_int4,warm,1,8.317000232636929,32
qkv,1,2304,768,dequant_only,warm,1,3.6689999978989363,32
qkv,1,2304,768,native_int4,warm,1,5.274000111967325,32
qkv,1,2304,768,bf16,warm,1,4.819999914616346,32
qkv,1,2304,768,bf16,warm,2,4.8340000212192535,32
qkv,1,2304,768,dequant_only,warm,2,3.6520001012831926,32
qkv,1,2304,768,fused_int4,warm,2,14.431999996304512,32
qkv,1,2304,768,packed_int4,warm,2,8.387000299990177,32
qkv,1,2304,768,predequant_gemm,warm,2,4.7889999113976955,32
qkv,1,2304,768,native_int4,warm,2,5.233000032603741,32
qkv,1,2304,768,native_int4,warm,3,5.239999853074551,32
qkv,1,2304,768,bf16,warm,3,4.8050000332295895,32
qkv,1,2304,768,packed_int4,warm,3,8.307999931275845,32
qkv,1,2304,768,dequant_only,warm,3,3.68599989451468,32
qkv,1,2304,768,fused_int4,warm,3,14.48999997228384,32
qkv,1,2304,768,predequant_gemm,warm,3,4.778000060468912,32
qkv,1,2304,768,dequant_only,warm,4,3.69199994020164,32
qkv,1,2304,768,fused_int4,warm,4,14.500999823212624,32
qkv,1,2304,768,bf16,warm,4,4.819000139832497,32
qkv,1,2304,768,packed_int4,warm,4,8.321000263094902,32
qkv,1,2304,768,native_int4,warm,4,5.22099994122982,32
qkv,1,2304,768,predequant_gemm,warm,4,4.774000030010939,32
qkv,1,2304,768,fused_int4,warm,5,14.511999674141407,32
qkv,1,2304,768,dequant_only,warm,5,3.6949999630451202,32
qkv,1,2304,768,native_int4,warm,5,5.2189999260008335,32
qkv,1,2304,768,predequant_gemm,warm,5,4.769999999552965,32
qkv,1,2304,768,packed_int4,warm,5,8.345999754965305,32
qkv,1,2304,768,bf16,warm,5,4.809999838471413,32
qkv,1,2304,768,fused_int4,warm,6,14.38899990171194,32
qkv,1,2304,768,dequant_only,warm,6,3.8060001097619534,32
qkv,1,2304,768,native_int4,warm,6,5.247000139206648,32
qkv,1,2304,768,bf16,warm,6,4.81799989938736,32
qkv,1,2304,768,predequant_gemm,warm,6,4.774000030010939,32
qkv,1,2304,768,packed_int4,warm,6,8.28699953854084,32
qkv,1,2304,768,native_int4,eviction_attempt,0,13.311999849975109,1
qkv,1,2304,768,dequant_only,eviction_attempt,0,8.191999979317188,1
qkv,1,2304,768,bf16,eviction_attempt,0,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,0,14.336000196635723,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,0,10.239999741315842,1
qkv,1,2304,768,fused_int4,eviction_attempt,0,24.12799932062626,1
qkv,1,2304,768,bf16,eviction_attempt,1,9.855999611318111,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,1,11.264000087976456,1
qkv,1,2304,768,dequant_only,eviction_attempt,1,8.191999979317188,1
qkv,1,2304,768,packed_int4,eviction_attempt,1,14.336000196635723,1
qkv,1,2304,768,native_int4,eviction_attempt,1,10.239999741315842,1
qkv,1,2304,768,fused_int4,eviction_attempt,1,18.432000651955605,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,2,10.239999741315842,1
qkv,1,2304,768,native_int4,eviction_attempt,2,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,2,12.28800043463707,1
qkv,1,2304,768,bf16,eviction_attempt,2,10.239999741315842,1
qkv,1,2304,768,dequant_only,eviction_attempt,2,6.144000217318535,1
qkv,1,2304,768,fused_int4,eviction_attempt,2,18.432000651955605,1
qkv,1,2304,768,dequant_only,eviction_attempt,3,6.175999995321035,1
qkv,1,2304,768,packed_int4,eviction_attempt,3,12.28800043463707,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,3,10.239999741315842,1
qkv,1,2304,768,bf16,eviction_attempt,3,10.239999741315842,1
qkv,1,2304,768,fused_int4,eviction_attempt,3,18.432000651955605,1
qkv,1,2304,768,native_int4,eviction_attempt,3,10.239999741315842,1
qkv,1,2304,768,native_int4,eviction_attempt,4,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,4,12.28800043463707,1
qkv,1,2304,768,dequant_only,eviction_attempt,4,6.144000217318535,1
qkv,1,2304,768,bf16,eviction_attempt,4,10.239999741315842,1
qkv,1,2304,768,fused_int4,eviction_attempt,4,18.432000651955605,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,4,10.239999741315842,1
qkv,1,2304,768,bf16,eviction_attempt,5,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,5,12.28800043463707,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,5,10.239999741315842,1
qkv,1,2304,768,native_int4,eviction_attempt,5,10.239999741315842,1
qkv,1,2304,768,dequant_only,eviction_attempt,5,6.144000217318535,1
qkv,1,2304,768,fused_int4,eviction_attempt,5,18.432000651955605,1
qkv,1,2304,768,native_int4,eviction_attempt,6,10.239999741315842,1
qkv,1,2304,768,bf16,eviction_attempt,6,10.239999741315842,1
qkv,1,2304,768,fused_int4,eviction_attempt,6,18.432000651955605,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,6,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,6,12.28800043463707,1
qkv,1,2304,768,dequant_only,eviction_attempt,6,8.191999979317188,1
qkv,1,2304,768,bf16,eviction_attempt,7,10.239999741315842,1
qkv,1,2304,768,native_int4,eviction_attempt,7,10.239999741315842,1
qkv,1,2304,768,dequant_only,eviction_attempt,7,6.144000217318535,1
qkv,1,2304,768,fused_int4,eviction_attempt,7,18.432000651955605,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,7,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,7,12.28800043463707,1
qkv,1,2304,768,fused_int4,eviction_attempt,8,18.432000651955605,1
qkv,1,2304,768,packed_int4,eviction_attempt,8,12.28800043463707,1
qkv,1,2304,768,bf16,eviction_attempt,8,10.239999741315842,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,8,10.239999741315842,1
qkv,1,2304,768,native_int4,eviction_attempt,8,10.239999741315842,1
qkv,1,2304,768,dequant_only,eviction_attempt,8,6.175999995321035,1
qkv,1,2304,768,packed_int4,eviction_attempt,9,12.28800043463707,1
qkv,1,2304,768,dequant_only,eviction_attempt,9,6.144000217318535,1
qkv,1,2304,768,fused_int4,eviction_attempt,9,18.432000651955605,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,9,10.239999741315842,1
qkv,1,2304,768,bf16,eviction_attempt,9,10.239999741315842,1
qkv,1,2304,768,native_int4,eviction_attempt,9,10.208000428974628,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,10,8.191999979317188,1
qkv,1,2304,768,fused_int4,eviction_attempt,10,18.432000651955605,1
qkv,1,2304,768,packed_int4,eviction_attempt,10,12.28800043463707,1
qkv,1,2304,768,bf16,eviction_attempt,10,10.239999741315842,1
qkv,1,2304,768,dequant_only,eviction_attempt,10,6.144000217318535,1
qkv,1,2304,768,native_int4,eviction_attempt,10,10.239999741315842,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,11,10.239999741315842,1
qkv,1,2304,768,fused_int4,eviction_attempt,11,18.432000651955605,1
qkv,1,2304,768,packed_int4,eviction_attempt,11,12.28800043463707,1
qkv,1,2304,768,bf16,eviction_attempt,11,10.239999741315842,1
qkv,1,2304,768,dequant_only,eviction_attempt,11,6.175999995321035,1
qkv,1,2304,768,native_int4,eviction_attempt,11,12.28800043463707,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,12,10.208000428974628,1
qkv,1,2304,768,bf16,eviction_attempt,12,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,12,12.28800043463707,1
qkv,1,2304,768,native_int4,eviction_attempt,12,10.239999741315842,1
qkv,1,2304,768,fused_int4,eviction_attempt,12,18.432000651955605,1
qkv,1,2304,768,dequant_only,eviction_attempt,12,6.175999995321035,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,13,10.239999741315842,1
qkv,1,2304,768,dequant_only,eviction_attempt,13,6.144000217318535,1
qkv,1,2304,768,bf16,eviction_attempt,13,10.239999741315842,1
qkv,1,2304,768,native_int4,eviction_attempt,13,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,13,14.336000196635723,1
qkv,1,2304,768,fused_int4,eviction_attempt,13,18.432000651955605,1
qkv,1,2304,768,native_int4,eviction_attempt,14,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,14,12.28800043463707,1
qkv,1,2304,768,dequant_only,eviction_attempt,14,6.144000217318535,1
qkv,1,2304,768,fused_int4,eviction_attempt,14,26.240000501275063,1
qkv,1,2304,768,bf16,eviction_attempt,14,9.855999611318111,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,14,11.264000087976456,1
qkv,1,2304,768,fused_int4,eviction_attempt,15,24.57600086927414,1
qkv,1,2304,768,bf16,eviction_attempt,15,12.28800043463707,1
qkv,1,2304,768,dequant_only,eviction_attempt,15,8.191999979317188,1
qkv,1,2304,768,native_int4,eviction_attempt,15,11.264000087976456,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,15,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,15,14.336000196635723,1
qkv,1,2304,768,native_int4,eviction_attempt,16,10.239999741315842,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,16,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,16,12.28800043463707,1
qkv,1,2304,768,dequant_only,eviction_attempt,16,6.175999995321035,1
qkv,1,2304,768,bf16,eviction_attempt,16,10.239999741315842,1
qkv,1,2304,768,fused_int4,eviction_attempt,16,16.383999958634377,1
qkv,1,2304,768,predequant_gemm,eviction_attempt,17,10.239999741315842,1
qkv,1,2304,768,packed_int4,eviction_attempt,17,12.28800043463707,1
