split,video,component,frames,median,q95,q995,max
normal_calibration,03,appearance_score,688,0.23784924506562105,0.9716401058098272,1.0408133465176121,1.0548532016392724
normal_calibration,03,temporal_score,688,0.0,0.3989776257484984,1.492945534712986,1.8723616371336704
normal_calibration,03,combined_score,688,0.1334740721551092,0.5938417913839206,0.8635549390345765,1.0359516577323276
normal_calibration,05,appearance_score,670,0.0,0.07063672519708332,0.12752290676469388,0.17283918135167917
normal_calibration,05,temporal_score,670,0.013291332468475123,0.2641104084481789,0.893123694822621,1.1346926851333003
normal_calibration,05,combined_score,670,0.018314912665266983,0.13205520422408945,0.4465618474113105,0.5673463425666502
normal_calibration,11,appearance_score,661,0.0,0.014232680096956322,0.16147609422145157,0.25509281354294894
normal_calibration,11,temporal_score,661,0.0,0.10793725194359598,0.24190797172931863,0.31395290520496055
normal_calibration,11,combined_score,661,0.0,0.07101644871611651,0.13300867140260342,0.15697645260248028
normal_calibration,17,appearance_score,650,0.0,0.18421720825288232,0.24299764192232234,0.3090363981494262
normal_calibration,17,temporal_score,650,0.0,0.21776379910141586,1.000568981538785,1.267606009818052
normal_calibration,17,combined_score,650,0.018012458894034862,0.13763526797137013,0.5002844907693925,0.633803004909026
normal_calibration,20,appearance_score,655,0.2022365660028123,0.33554205918205465,0.518485377418666,0.643718888531454
normal_calibration,20,temporal_score,655,0.029905498054069016,0.322781057810815,0.8978137760370509,1.0416533578539746
normal_calibration,20,combined_score,655,0.1260100875644547,0.29213993721445314,0.54659810864619,0.6196920176808406
test_normal,05,appearance_score,480,0.3043284358596521,0.5408068304561472,0.5976906988888999,0.6075357750858313
test_normal,05,temporal_score,480,0.0,0.18680662674944665,0.48832429382884074,0.5997165532771762
test_normal,05,combined_score,480,0.1605586869220417,0.2900174007126076,0.4086383410310934,0.4451507951296908
test_normal,06,appearance_score,96,0.22123717579694435,0.25696296335987995,0.2766513252876647,0.2800264580070322
test_normal,06,temporal_score,96,0.0,0.07296765133764824,0.13783476471004513,0.15113408246614018
test_normal,06,combined_score,96,0.11595258090503147,0.15928883669176075,0.17842961436765406,0.1875474603091512
test_normal,07,appearance_score,234,0.24885664958068263,0.36877127560471223,0.40423484154254696,0.41139131362520925
test_normal,07,temporal_score,234,0.019507938472381685,0.13464672801528843,0.4223712051767964,0.49338589352937495
test_normal,07,combined_score,234,0.14550799924818725,0.2073253227649004,0.3319533616113388,0.37828458669264864
test_normal,08,appearance_score,255,0.17269703776378742,0.4715827134296836,0.5179977144263405,0.5659008356541553
test_normal,08,temporal_score,255,0.0,0.04651966363966295,0.3174383521493738,0.39370090001581154
test_normal,08,combined_score,255,0.09247176204278792,0.24742565552058238,0.28562648285853237,0.3145892096192248
test_normal,09,appearance_score,585,0.25688261001001184,0.34711882670193195,0.40814339253488935,0.4595743070586398
test_normal,09,temporal_score,585,0.0,0.15777974870037773,0.599934515874187,0.8024093734214219
test_normal,09,combined_score,585,0.14269327362599307,0.22266374671893396,0.43765153288815634,0.545294062590038
test_normal,10,appearance_score,410,0.33467149759735837,0.44395592228301994,0.508174003292324,0.5243486304123435
test_normal,10,temporal_score,410,0.03408883529979603,0.7032318628136207,1.4811616338537388,1.7693538105029882
test_normal,10,combined_score,410,0.1892418494034207,0.5613644189531015,0.9339359321908407,1.1023315585650988
test_normal,11,appearance_score,455,0.1837888876974604,0.33356816426229374,0.41141463320895866,0.43583383543884846
test_normal,11,temporal_score,455,0.004486063074904931,0.26037996811224506,0.7633544996690586,0.9253541987548171
test_normal,11,combined_score,455,0.11257133958642801,0.22598925999192307,0.47554508825461483,0.5711622593361004
test_normal,12,appearance_score,635,0.24212408047923092,0.39680736662726673,0.49631776384555537,0.5233357317965057
test_normal,12,temporal_score,635,0.008423882522164826,0.40346726432532265,1.8946545578877738,2.2478417793680934
test_normal,12,combined_score,635,0.1451939460540608,0.3114981848540656,1.0558400860350265,1.251648389097724
test_normal,13,appearance_score,629,0.19428028234399378,0.37648663685623873,0.515862772049119,0.5910031477517118
test_normal,13,temporal_score,629,0.010650228383993217,0.20867391975505983,0.6271123350239632,0.8024093734214219
test_normal,13,combined_score,629,0.1143309219625364,0.24455918414937675,0.4250795493822253,0.504242596360217
test_normal,14,appearance_score,745,0.25003717421249533,0.3802010746156429,0.4713565991031542,0.5564346158296897
