video,frame,video_length,phase,appearance,temporal
01,35,583,12,0.008366699330508709,0.33329294397996717
01,36,583,12,0.008515603840351105,0.3638272951250059
01,37,583,12,0.007540567312389612,0.5610888969667608
01,38,583,13,0.007513127289712429,0.31632941556605604
01,39,583,13,0.008252847008407116,0.3417343188335566
01,40,583,13,0.00799095444381237,0.5117734965063214
01,41,583,14,0.00909904483705759,0.32485156912637775
01,42,583,15,0.008790410123765469,0.7977705076941716
01,43,583,15,0.00848139077425003,0.5120158326265203
01,44,583,15,0.008283107541501522,0.3333737226867002
01,45,583,16,0.007924669422209263,0.7518478129165144
01,46,583,17,0.00846495945006609,1.3215800315036954
01,47,583,18,0.007894630543887615,1.8453895553132185
01,48,583,18,0.008248438127338886,1.4491296094349526
01,49,583,18,0.008283599279820919,1.1344965467102863
01,50,583,18,0.00904176477342844,0.882790096530554
01,51,583,20,0.008961154147982597,2.178722888646552
01,52,583,20,0.009377719834446907,1.782462942768286
01,53,583,20,0.009359055198729038,1.421907185265964
01,54,583,20,0.008345638401806355,1.1259743931499646
01,55,583,22,0.00951550155878067,2.369199079122743
01,56,583,22,0.009157642722129822,1.9253200856254296
01,57,583,22,0.009569077752530575,1.5171452805040597
01,58,583,22,0.009260054677724838,1.173593440769013
01,59,583,22,0.009012638591229916,0.9490690254049038
01,60,583,22,0.00923775415867567,0.8214790581202803
01,61,583,23,0.009860266931355,0.8504382244840263
01,62,583,23,0.009817891754209995,0.6633143503372513
01,63,583,25,0.009913692250847816,1.7025324124560763
01,64,583,25,0.009426030330359936,1.2637424774829356
01,65,583,25,0.00931544229388237,0.889575507896119
01,66,583,25,0.010768722742795944,0.636132315521628
01,67,583,27,0.010561457835137844,1.8453895553132191
01,68,583,27,0.010770282708108425,1.4491296094349533
01,69,583,27,0.009926918894052505,1.0885738519326313
01,70,583,27,0.009209394454956055,0.8011228240235869
01,71,583,27,0.00954422540962696,0.610606244194031
01,72,583,27,0.008812454529106617,0.612262207682056
01,73,583,27,0.010172844864428043,0.7142453249323488
01,74,583,27,0.00972986500710249,0.9131628902621274
01,75,583,27,0.009927972219884396,1.2022294923058285
01,76,583,27,0.01527571864426136,1.4403247304010667
01,77,583,29,0.011637991294264793,0.6837109737873087
01,78,583,29,0.007737068459391594,0.6513591017407805
01,79,583,29,0.010159729979932308,0.7193343834565201
01,80,583,29,0.013290049508213997,0.8842441132517455
