scene,video,frame,video_length,phase,unconditional,legacy_hard,top3_weighted,label,phase_error,phase_error_normalized,unconditional_normalized,legacy_hard_normalized,top3_weighted_normalized,unconditional_with_phase,legacy_hard_with_phase,top3_weighted_with_phase
R04,01,10,411,4,0.04822589457035065,0.0779527947306633,0.09149186313152313,0,0.6233766233766233,0.009803320874946474,0.24847864906329142,0.263587440042677,0.3338892579382404,0.12914098496911894,0.13669538045881172,0.17184628940659344
R04,01,11,411,4,0.048323601484298706,0.07865951955318451,0.09224806725978851,0,0.6233766233766233,0.009803320874946474,0.24941514517885707,0.267679098541915,0.3384119920900278,0.12960923302690178,0.13874120970843073,0.17410765648248713
R04,01,12,411,4,0.04798439145088196,0.07848548144102097,0.09234903752803802,0,0.6233766233766233,0.009803320874946474,0.24616390260226162,0.266671486387746,0.33901587887596046,0.12798361173860404,0.13823740363134623,0.17440959987545346
R04,01,13,411,4,0.047783661633729935,0.07817751169204712,0.09281840175390244,0,0.6233766233766233,0.009803320874946474,0.24423995795550915,0.26488846278260125,0.3418230701284251,0.12702163941522782,0.13734589182877385,0.17581319550168578
R04,01,14,411,4,0.047080665826797485,0.07990429550409317,0.0946337878704071,0,0.6233766233766233,0.009803320874946474,0.23750192053472685,0.27488586125475256,0.3526805998362171,0.12365262070483667,0.1423445910648495,0.18124196035558177
R04,01,15,411,4,0.04901057854294777,0.07921381294727325,0.09438368678092957,0,0.6233766233766233,0.009803320874946474,0.25599964693939337,0.27088823907967596,0.3511847858139187,0.1329014839071699,0.1403457799773112,0.18049405334443258
R04,01,16,411,4,0.04686177521944046,0.07904728502035141,0.09436504542827606,0,0.6233766233766233,0.009803320874946474,0.2354039092964164,0.26992410794144955,0.351073294909373,0.12260361508568145,0.139863714408198,0.18043830789215973
R04,01,17,411,4,0.04888259992003441,0.0800391286611557,0.09503012895584106,0,0.6233766233766233,0.009803320874946474,0.25477300413193027,0.27566649215307854,0.35505105153814115,0.13228816250343836,0.1427349065140125,0.1824271862065438
R04,01,18,411,4,0.04704988747835159,0.08064816147089005,0.0954761952161789,0,0.6233766233766233,0.009803320874946474,0.23720691783124953,0.2791925523576351,0.35771890144028023,0.123505119353098,0.1444979366162908,0.18376111115761334
R04,01,19,411,4,0.04740273952484131,0.0786883756518364,0.09290341287851334,0,0.6233766233766233,0.009803320874946474,0.24058891566082657,0.2678461639930515,0.34233150786658123,0.1251961182678865,0.13882474243399898,0.17606741437076384
R04,01,20,411,4,0.04975470155477524,0.08055402338504791,0.0949925109744072,0,0.6233766233766233,0.009803320874946474,0.2631318782413654,0.27864752990085506,0.35482606449695353,0.13646759955815593,0.14422542538790076,0.18231469268595
R04,01,21,411,4,0.04849547520279884,0.08096538484096527,0.09479107707738876,0,0.6233766233766233,0.009803320874946474,0.25106251140136177,0.28102915078599483,0.35362132105358907,0.1304329161381541,0.14541623583047064,0.18171232096426776
R04,01,22,411,4,0.049302149564027786,0.08151613920927048,0.0956961140036583,0,0.6233766233766233,0.009803320874946474,0.2587942816036107,0.28421780175771144,0.35903420001321223,0.13429880123927856,0.14701056131632895,0.18441876044407934
R04,01,23,411,4,0.04881451651453972,0.08123263716697693,0.09481556713581085,0,0.6233766233766233,0.009803320874946474,0.2541204418699172,0.28257643654180814,0.3537677921180342,0.13196188137243184,0.1461898787083773,0.18178555649649034
R04,01,24,411,4,0.04782896861433983,0.08242645859718323,0.09537146985530853,0,0.8077922077922096,0.014153544513203978,0.24467421393223285,0.28948819263953535,0.3570925560548707,0.1294138792227184,0.15182086857636967,0.18562305028403736
R04,01,25,411,4,0.04792756214737892,0.08367539942264557,0.09664188325405121,0,1.4,0.028123276760002536,0.24561920806806328,0.29671906833641243,0.36469069239216056,0.13687124241403292,0.16242117254820748,0.19640698457608155
R04,01,26,411,7,0.049506399780511856,0.08179007470607758,0.09505994617938995,0,0.9922077922077903,0.01850376815146135,0.2607519683896498,0.2858037804414022,0.3552293835125584,0.1396278682705556,0.1521537742964318,0.18686657583200988
R04,01,27,411,8,0.048735570162534714,0.08329535275697708,0.09731969237327576,0,1.0,0.01868758041786664,0.2533637610066769,0.2945187477588189,0.3687445587191558,0.13602567071227178,0.1566031640883428,0.19371606956851123
R04,01,28,411,8,0.04791358858346939,0.08057774603366852,0.09475115686655045,0,0.42337662337662324,0.0050854727038785255,0.24548527498397427,0.2787848746972451,0.3533825647520079,0.1252853738439264,0.14193517370056183,0.17923401872794323
R04,01,29,411,8,0.047254424542188644,0.07948098331689835,0.09402802586555481,0,0.6233766233766233,0.009803320874946474,0.23916735397678604,0.2724350503402756,0.349057635606327,0.12448533742586626,0.14111918560761103,0.17943047824063674
R04,01,30,411,8,0.0488336943089962,0.08127975463867188,0.09643801301717758,0,0.6077922077922097,0.009435696342136032,0.25430425619060243,0.28284922815373353,0.3634713775955641,0.13186997626636923,0.14614246224793478,0.18645353696885006
R04,01,31,411,8,0.05072159692645073,0.08344560861587524,0.0998433530330658,0,0.8,0.013969732246798691,0.2723993263997819,0.2953886700291698,0.3838381635104128,0.14318452932329032,0.15467920113798425,0.19890394787860574
R04,01,32,411,10,0.050721876323223114,0.11034829914569855,0.10076367110013962,0,0.6,0.009251884075730741,0.27240200434734435,0.45114465715585583,0.389342436492907,0.14082694421153755,0.2301982706157933,0.19929716028431887
R04,01,33,411,10,0.05673067271709442,0.11766102910041809,0.11232602596282959,0,0.4,0.004534035904662795,0.32999480156819183,0.4934824847209306,0.4584950042427369,0.1672644187364273,0.2490082603127967,0.23151452007369985
R04,01,34,411,11,0.0627579316496849,0.13449335098266602,0.14052963256835938,0,0.4155844155844136,0.004901660437473238,0.38776455756396466,0.5909350018770599,0.6271761976276544,0.19633310900071896,0.29791833115726657,0.3160389290325638
R04,01,35,411,11,0.05845112353563309,0.12258721888065338,0.13231846690177917,0,0.42337662337662324,0.0050854727038785255,0.346484888538288,0.5220031842079711,0.578066548528789,0.17578518062108328,0.2635443284559248,0.29157601061633376
R04,01,36,411,11,0.06838885694742203,0.12483777105808258,0.13782048225402832,0,0.6077922077922097,0.009435696342136032,0.44173555567751127,0.5350329953187596,0.610973209319383,0.22558562600982365,0.2722343458304478,0.31020445283075954
R04,01,37,411,11,0.057668156921863556,0.10161491483449936,0.1131708025932312,0,0.8,0.013969732246798691,0.3389803511132032,0.4005818001494315,0.4635474761536128,0.17647504168000094,0.2072757661981151,0.23875860420020575
R04,01,38,411,13,0.056390222162008286,0.1018906831741333,0.10985337942838669,0,0.6,0.009251884075730741,0.3267316689044192,0.4021783902715368,0.4437065066550868,0.16799177649007496,0.20571513717363377,0.22647919536540878
R04,01,39,411,13,0.05876113101840019,0.10582231730222702,0.11099845916032791,0,0.4,0.004534035904662795,0.3494562320356583,0.424941004068969,0.45055504267412405,0.17699513397016053,0.2147375199868159,0.22754453928939342
R04,01,40,411,14,0.060996163636446,0.10863643139600754,0.11195515841245651,0,0.4155844155844136,0.004901660437473238,0.3708784557083362,0.4412336168125905,0.4562769056194067,0.18789005807290474,0.22306763862503187,0.23058928302843998
R04,01,41,411,14,0.06160498410463333,0.1114424392580986,0.11351245641708374,0,0.22337662337662323,0.0003676245328105767,0.376713846270742,0.4574792976659882,0.46559085222029883,0.1885407354017763,0.2289234610993994,0.2329792383765547
R04,01,42,411,14,0.051868125796318054,0.09618496894836426,0.09769891202449799,0,0.8,0.013969732246798691,0.2833885163110037,0.3691445511277436,0.3710126099020366,0.1486791242789012,0.19155714168727114,0.19249117107441766
R04,01,43,411,15,0.04870995134115219,0.09192221611738205,0.09346212446689606,0,0.5922077922077904,0.009068071809325454,0.25311821106818577,0.34446489039527217,0.3456730711923121,0.1310931414387556,0.1767664811022988,0.17737057150081878
R04,01,44,411,17,0.04888229817152023,0.09689080715179443,0.09822217375040054,0,1.0,0.01868758041786664,0.25477011194856286,0.3732310764514884,0.37414215335413503,0.13672884618321474,0.1959593284346775,0.19641486688600085
R04,01,45,411,17,0.049620650708675385,0.09696616977453232,0.09811512380838394,0,0.6077922077922097,0.009435696342136032,0.2618470347068788,0.37366739636841206,0.37350190502619224,0.13564136552450742,0.19155154635527405,0.19146880068416414
R04,01,46,411,17,0.051513366401195526,0.0953865647315979,0.09636855870485306,0,0.6233766233766233,0.009803320874946474,0.2799882370260671,0.3645221050281352,0.3630559826266691,0.1448957789505068,0.18716271295154083,0.18642965175080778
R04,01,47,411,17,0.050452589988708496,0.09383365511894226,0.09467217326164246,0,0.6077922077922097,0.009435696342136032,0.2698209627807065,0.3555313697197256,0.3529101766308692,0.13962832956142127,0.18248353303093082,0.18117293648650262
