scene,video,variant,frame,source_frame,phase,label,unconditional,top3_weighted,time5,time21,appearance_time_max
R02,03,normal,18,18,77,0,0.06358546763658524,0.2849010229110718,0.4071246819338398,39.39617916717153,24.565190016873597
R02,03,normal,19,19,77,0,0.056725550442934036,0.2852097749710083,0.4071246819338398,36.91998869098106,23.021180144558894
R02,03,normal,20,20,77,0,0.05321425199508667,0.28423094749450684,0.4071246819338398,34.44379821479058,21.47717027224419
R02,03,normal,21,21,77,0,0.057673633098602295,0.28333285450935364,0.4071246819338398,31.919988690981057,19.90346790238497
R02,03,normal,22,22,77,0,0.05796618387103081,0.27817076444625854,0.4071246819338398,29.396179167171535,18.32976553252575
R02,03,normal,23,23,77,0,0.057894282042980194,0.27574801445007324,0.4071246819338398,26.872369643362006,17.01911573858638
R02,03,normal,24,24,77,0,0.05788075551390648,0.27432873845100403,0.4071246819338398,24.348560119552484,16.931518290092217
R02,03,normal,25,25,77,0,0.060048170387744904,0.2641631066799164,7.80712468193384,21.729512500504864,16.304097403624453
R02,03,normal,26,26,77,0,0.05834762006998062,0.24505910277366638,15.20712468193384,19.110464881457247,15.125001865260227
R02,03,normal,27,27,40,0,0.05468384921550751,0.21219095587730408,15.207124681933848,19.062845833838203,13.096386002848167
R02,03,normal,28,28,40,0,0.05424277111887932,0.18690362572669983,7.807124681933848,17.253322024314393,11.535656728291956
R02,03,normal,29,29,40,0,0.04887783154845238,0.15326941013336182,0.33570822731128375,15.522032392261403,9.678646082554716
R02,03,normal,30,30,40,0,0.03592739626765251,0.09347859025001526,0.4,13.823054242901573,8.619261087465688
R02,03,normal,31,31,41,0,0.017676636576652527,0.03605532646179199,0.4,12.108768528615858,7.550331175863199
R02,03,normal,32,32,41,0,0.012721353210508823,0.019621865823864937,0.33570822731128375,10.379175249404259,6.47185634774725
R02,03,normal,33,33,41,0,0.012569651007652283,0.018673691898584366,0.40712468193384554,8.681893452885824,5.4135291006623545
R02,03,normal,34,34,41,0,0.012444810941815376,0.0172051303088665,0.40712468193384554,7.015226786219157,4.37429168660438
R02,03,normal,35,35,41,0,0.011506901122629642,0.01617203652858734,0.40712468193384554,5.34856011955249,3.335054272546405
R02,03,normal,36,36,41,0,0.0103024672716856,0.014800955541431904,0.40712468193384554,3.6818934528858227,2.29581685848843
R02,03,normal,37,37,41,0,0.011543217115104198,0.01613423228263855,0.6071246819338455,2.0152267862191553,1.2565794444304548
R02,03,normal,38,38,41,0,0.010618277825415134,0.014673108235001564,0.8071246819338456,2.1104648814572506,1.315964439519482
R02,03,normal,39,39,40,0,0.010828770697116852,0.014874470420181751,0.8071246819338456,2.158083929076298,1.3456569370639955
R02,03,normal,40,40,40,0,0.010356717742979527,0.014700238592922688,0.6071246819338455,2.158083929076298,1.3456569370639955
R02,03,normal,41,41,40,0,0.010330896824598312,0.014493018388748169,0.40712468193384554,2.158083929076298,1.3456569370639955
R02,03,normal,42,42,40,0,0.010769433341920376,0.014801304787397385,0.40712468193384554,2.1104648814572506,1.315964439519482
R02,03,normal,43,43,40,0,0.010704866610467434,0.01501514296978712,0.40712468193384554,2.0152267862191553,1.2565794444304548
R02,03,normal,44,44,40,0,0.010752774775028229,0.015054242685437202,0.40712468193384554,1.91998869098106,1.1971944493414275
R02,03,normal,45,45,40,0,0.011025586165487766,0.01476953737437725,0.40712468193384554,1.8247505957429648,1.1378094542524004
R02,03,normal,46,46,40,0,0.010360960848629475,0.014004630967974663,0.40712468193384554,1.7295125005048695,1.0784244591633734
R02,03,normal,47,47,40,0,0.010033688507974148,0.013729944825172424,0.40712468193384554,1.6342744052667744,1.0190394640743463
R02,03,normal,48,48,40,0,0.010470950044691563,0.01427520252764225,0.40712468193384554,1.539036310028679,0.959654468985319
R02,03,normal,49,49,40,0,0.010157473385334015,0.013826153241097927,0.40712468193384554,1.443798214790584,0.900269473896292
R02,03,normal,50,50,40,0,0.010363072156906128,0.014232843182981014,0.40712468193384554,1.3485601195524886,0.8784484120525267
R02,03,normal,51,51,40,0,0.01000867411494255,0.014122107066214085,0.33570822731128375,1.2839371541661644,0.8716137996929181
R02,03,normal,52,52,40,0,0.010464141145348549,0.014004193246364594,0.4,1.2516256714730016,0.864336180845147
R02,03,normal,53,53,41,0,0.010429729707539082,0.01436915248632431,0.4,1.204006623853954,0.8868613966916805
R02,03,normal,54,54,41,0,0.010930689983069897,0.01392446830868721,0.33570822731128375,1.1410800113090214,0.859415572643166
R02,03,normal,55,55,41,0,0.010513336397707462,0.013819072395563126,0.40712468193384554,1.1104648814572504,0.852910556650902
R02,03,normal,56,56,41,0,0.009523561224341393,0.012359567917883396,0.40712468193384554,1.1104648814572504,0.7628302140012769
R02,03,normal,57,57,41,0,0.009321953170001507,0.012520908378064632,0.40712468193384554,1.1104648814572504,0.7727881169461716
R02,03,normal,58,58,41,0,0.009448048658668995,0.012347149662673473,0.33570822731128375,1.1410800113090214,0.7620637616186171
R02,03,normal,59,59,41,0,0.009784502908587456,0.013211661949753761,0.4,1.1087685286158586,0.8154212978481785
R02,03,normal,60,60,42,0,0.00960256066173315,0.01234156358987093,0.4,1.0611494809968112,0.7617189902528458
R02,03,normal,61,61,42,0,0.010008731856942177,0.013324115425348282,0.33570822731128375,0.9608223272345432,0.8223619052725557
R02,03,normal,62,62,42,0,0.01010905858129263,0.014563131146132946,0.40712468193384554,0.9251181388585982,0.8988337231966708
R02,03,normal,63,63,42,0,0.010188812389969826,0.013512477278709412,0.40712468193384554,0.952340563027587,0.8339875635369715
R02,03,normal,64,64,42,0,0.009582871571183205,0.012796727940440178,0.40712468193384554,0.9931741992810701,0.7898116486093002
R02,03,normal,65,65,42,0,0.010568961501121521,0.014113583602011204,0.40712468193384554,1.0986308009208774,0.871087733080791
R02,03,normal,66,66,42,0,0.009609511122107506,0.01277252472937107,0.40712468193384554,1.23979159093663,0.7883178309611403
R02,03,normal,67,67,42,0,0.009826417081058025,0.01313824113458395,0.5357082273112838,1.4132638636455437,0.8812300098219462
R02,03,normal,68,68,42,0,0.009923964738845825,0.012786141596734524,0.8,1.6666666666666667,1.0392374140579748
R02,03,normal,69,69,44,0,0.009803765453398228,0.012474256567656994,0.9285835453774383,0.602003311926977,0.7699087759568063
R02,03,normal,70,70,44,0,0.009882844984531403,0.012737805023789406,0.9285835453774383,0.6394442424976778,0.7861749372439092
