video,frame,video_length,phase,appearance,temporal,appearance_score,temporal_score,combined_score,label,threshold,above_threshold,alarm_active,new_alarm
01,35,230,34,0.09970001876354218,4.0328407224958935,3.093003104976046,0.011425867081333215,1.5522144860286897,0,0.6209872490937084,True,False,False
01,36,230,34,0.09762989729642868,4.666666666666666,3.0189171242019777,0.024474342505577718,1.5216957333537777,0,0.6209872490937084,True,False,False
01,37,230,34,0.09697114676237106,5.382594417077176,2.9953416093462475,0.039213034953688074,1.5172773221499678,0,0.6209872490937084,True,True,True
01,38,230,34,0.09894618391990662,6.1444991789819365,3.066024691090855,0.05489824893516329,1.560461470013009,0,0.6209872490937084,True,True,False
01,39,230,42,0.0976797416806221,2.8735632183908035,3.020700966429457,0.0,1.5103504832147285,0,0.6209872490937084,True,True,False
01,40,230,42,0.09850144386291504,2.7799671592775033,3.050108232160704,0.0,1.525054116080352,0,0.6209872490937084,True,True,False
01,41,230,42,0.09808844327926636,2.8505747126436773,3.03532767276554,0.0,1.51766383638277,0,0.6209872490937084,True,True,False
01,42,230,42,0.0951445922255516,3.0853858784893253,2.9299724576093293,0.0,1.4649862288046647,0,0.6209872490937084,True,True,False
01,43,230,42,0.09772434830665588,3.4614121510673224,3.0222973585693556,0.0,1.5111486792846778,1,0.6209872490937084,True,True,False
01,44,230,42,0.09753894060850143,3.4909688013136275,3.0156619454406814,0.0002704347238185016,1.50796619008225,1,0.6209872490937084,True,True,False
01,45,230,42,0.09744878858327866,3.60262725779967,3.0124355641323852,0.0025691298762760763,1.5075023470043307,1,0.6209872490937084,True,True,False
01,46,230,48,0.09766501933336258,2.7914614121510692,3.0201740796967966,0.0,1.5100870398483983,1,0.6209872490937084,True,True,False
01,47,230,48,0.09613476693630219,2.292282430213467,2.96540905674084,0.0,1.48270452837042,1,0.6209872490937084,True,True,False
01,48,230,48,0.09550908207893372,1.9573070607553384,2.94301690388893,0.0,1.471508451944465,1,0.6209872490937084,True,True,False
01,49,230,57,0.09617219865322113,8.617405582922824,2.9667486715914917,0.1058075856940032,1.5362781286427474,1,0.6209872490937084,True,True,False
01,50,230,57,0.09701863676309586,7.604269293924466,2.997041192359395,0.0849503076194984,1.5409957499894467,1,0.6209872490937084,True,True,False
01,51,230,62,0.09886390715837479,11.188834154351396,3.0630801515216386,0.15874518288148212,1.6109126672015603,1,0.6209872490937084,True,True,False
01,52,230,62,0.09792590141296387,9.9376026272578,3.0295105872596064,0.1329862754377663,1.5812484313486863,1,0.6209872490937084,True,True,False
01,53,230,66,0.09720470011234283,12.331691297208538,3.0037000700794017,0.18227300385369494,1.5929865369665483,1,0.6209872490937084,True,True,False
01,54,230,66,0.09583660960197449,10.889983579638752,2.954738533832129,0.15259279291461036,1.5536656633733696,1,0.6209872490937084,True,True,False
01,55,230,66,0.09701093286275864,9.530377668308702,2.9967654834112314,0.12460279899939161,1.5606841412053114,1,0.6209872490937084,True,True,False
01,56,230,66,0.09448272734880447,8.282430213464696,2.906285485944767,0.09891150023663046,1.5025984930906988,1,0.6209872490937084,True,True,False
01,57,230,66,0.09510891884565353,7.198686371100163,2.928695770526344,0.07660063552160101,1.5026482030239725,1,0.6209872490937084,True,True,False
01,58,230,68,0.09483436495065689,7.03448275862069,2.918869972905623,0.07322020147386932,1.4960450871897462,1,0.6209872490937084,True,True,False
01,59,230,68,0.09585771709680557,5.885057471264369,2.9554939336872037,0.049557163139747194,1.5025255484134754,1,0.6209872490937084,True,True,False
01,60,230,78,0.0962660163640976,13.28407224958949,2.9701062412967865,0.201879521330539,1.5859928813136628,1,0.6209872490937084,True,True,False
01,61,230,78,0.09473709017038345,11.651888341543515,2.915388680809663,0.16827800689608563,1.5418333438528742,1,0.6209872490937084,True,True,False
01,62,230,78,0.09594924002885818,10.101806239737275,2.9587693773228327,0.13636670948549806,1.5475680434041654,1,0.6209872490937084,True,True,False
01,63,230,78,0.0982651636004448,8.633825944170773,3.041652180059051,0.1061456290987764,1.5738989045789136,1,0.6209872490937084,True,True,False
01,64,230,78,0.09481779485940933,7.247947454844008,2.9182769586882964,0.07761476573592058,1.4979458622121085,1,0.6209872490937084,True,True,False
01,65,230,78,0.0966767966747284,5.944170771756979,2.984807341053118,0.050774119396930606,1.5177907302250244,1,0.6209872490937084,True,True,False
01,66,230,78,0.09624210745096207,4.722495894909688,2.9692505836423795,0.025623690081806517,1.497437136862093,1,0.6209872490937084,True,True,False
01,67,230,78,0.09776829928159714,3.8752052545155986,3.023870286117921,0.008180650395510768,1.5160254682567158,1,0.6209872490937084,True,True,False
01,68,230,78,0.10154145210981369,3.192118226600985,3.1589047429503747,0.0,1.5794523714751874,1,0.6209872490937084,True,True,False
01,69,230,85,0.09560583531856537,5.4515599343185555,2.946479530969057,0.040632817253735416,1.493556174111396,1,0.6209872490937084,True,True,False
01,70,230,85,0.09816639870405197,4.3546798029556655,3.0381175593464245,0.01805151781488745,1.5280845385806558,1,0.6209872490937084,True,True,False
01,71,230,85,0.0974150002002716,3.422003284072249,3.0112263377494823,0.0,1.5056131688747412,1,0.6209872490937084,True,True,False
01,72,230,85,0.09694569557905197,2.891625615763546,2.9944307565735913,0.0,1.4972153782867956,1,0.6209872490937084,True,True,False
01,73,230,85,0.09762383252382278,2.5254515599343184,3.018700076732147,0.0,1.5093500383660734,1,0.6209872490937084,True,True,False
01,74,230,88,0.09661520272493362,2.9868637110016425,2.9826030026832266,0.0,1.4913015013416133,1,0.6209872490937084,True,True,False
01,75,230,88,0.09695329517126083,2.507389162561576,2.994702732518588,0.0,1.497351366259294,1,0.6209872490937084,True,True,False
01,76,230,88,0.09617280215024948,2.2742200328407205,2.9667702696812412,0.0,1.4833851348406206,1,0.6209872490937084,True,True,False
