video,frame,phase_equal,appearance_abs_error,temporal_abs_error
01,35,True,0.00023955106735229492,0.19047619047619024
01,36,True,0.00012814253568649292,0.04597701149425237
01,37,True,0.00022486597299575806,0.03612479474548458
01,38,True,0.00045718997716903687,0.11822660098522153
01,39,True,0.0004121437668800354,0.0
01,40,True,0.00012335926294326782,0.0
01,41,True,9.480118751525879e-05,0.0
01,42,True,2.6576220989227295e-05,0.0
01,43,True,0.00029890239238739014,0.0
01,44,True,0.0003837496042251587,0.0
01,45,True,1.735985279083252e-06,0.0
01,46,True,0.00015087425708770752,0.0
01,47,True,8.283555507659912e-05,0.0
01,48,True,7.690489292144775e-05,0.0
01,49,True,0.00027219951152801514,0.0
01,50,True,6.086379289627075e-05,0.0
01,51,True,2.7179718017578125e-05,0.0
01,52,True,2.4616718292236328e-05,0.0
01,53,True,0.00021170824766159058,0.0
01,54,True,0.00015900284051895142,0.0
01,55,True,0.00022486597299575806,0.0
01,56,True,0.0001590624451637268,0.0
01,57,True,0.00022736191749572754,0.0
01,58,True,8.025765419006348e-05,0.0
01,59,True,9.890645742416382e-05,0.0
01,60,True,0.00011261552572250366,0.0
01,61,True,3.8839876651763916e-05,0.0
01,62,True,0.00022783875465393066,0.0
01,63,True,0.00010108202695846558,0.0
01,64,True,0.00015076994895935059,0.0
01,65,True,0.0001661926507949829,0.0
01,66,True,0.0001328587532043457,0.0
01,67,True,4.378706216812134e-05,0.0
01,68,True,0.0001695379614830017,0.0
01,69,True,9.775906801223755e-05,0.0
01,70,True,0.00013075023889541626,0.0
01,71,True,8.369237184524536e-05,0.0
01,72,True,0.00014596432447433472,0.0
01,73,True,0.00016912072896957397,0.0
01,74,True,3.445148468017578e-05,0.0
01,75,True,5.558133125305176e-06,0.0
01,76,True,3.898143768310547e-05,0.0
01,77,False,0.00013411790132522583,0.16091954022988664
01,78,True,0.0001583695411682129,0.04761904761904767
01,79,True,0.0003402978181838989,0.04761904761904834
01,80,True,2.0518898963928223e-05,0.04761904761904745
01,81,True,4.128366708755493e-05,0.04761904761904745
01,82,True,0.00013195723295211792,0.04761904761904745
01,83,True,0.00011721998453140259,0.04761904761904745
01,84,False,0.00011882185935974121,1.8571428571428577
01,85,True,0.0002259761095046997,0.14285714285714235
01,86,True,0.0001246929168701172,0.14285714285714235
01,87,True,0.00010761618614196777,0.14285714285714235
01,88,True,8.282065391540527e-05,0.14285714285714235
01,89,True,6.616860628128052e-05,0.14285714285714235
01,90,True,0.00012321770191192627,0.12643678160919158
01,91,True,6.125867366790771e-05,0.04433497536946085
01,92,True,8.046627044677734e-06,0.03776683087027877
01,93,True,4.647672176361084e-05,0.04761904761904745
01,94,True,6.467103958129883e-05,0.04761904761904745
01,95,True,6.874650716781616e-05,0.04761904761904745
01,96,True,0.0002720654010772705,0.14285714285714235
01,97,True,5.491077899932861e-05,0.14285714285714324
01,98,True,5.1409006118774414e-05,0.08866995073891637
01,99,True,7.82310962677002e-06,0.00656814449917853
01,100,True,3.7729740142822266e-05,0.09523809523809579
01,101,True,8.246302604675293e-05,0.09523809523809534
01,102,True,9.678304195404053e-05,0.04597701149425237
01,103,True,0.00033449381589889526,0.03612479474548458
01,104,True,0.00015751272439956665,0.09523809523809534
01,105,True,0.0002567470073699951,0.0
01,106,True,0.0001606270670890808,0.0
01,107,True,0.0002401396632194519,0.0
01,108,True,0.00025906413793563843,0.0
01,109,True,7.846206426620483e-05,0.0
01,110,True,7.91996717453003e-06,0.0
01,111,True,5.9835612773895264e-05,0.0
01,112,False,0.00011952221393585205,3.8357963875205248
01,113,False,9.972602128982544e-05,4.1674876847290605
01,114,True,1.7821788787841797e-05,0.3251231527093603
01,115,False,4.182010889053345e-05,4.660098522167486
01,116,True,8.764117956161499e-05,0.20032840722496115
01,117,True,6.440281867980957e-05,0.8571428571428559
01,118,True,0.00022568553686141968,0.2922824302134659
01,119,True,0.00012574344873428345,0.5353037766830866
01,120,True,0.00010626018047332764,0.6962233169129739
01,121,True,4.895031452178955e-06,0.7783251231527109
01,122,True,0.00013747066259384155,0.8571428571428568
01,123,True,4.766881465911865e-05,0.8571428571428568
01,124,True,0.00013487786054611206,0.8571428571428568
01,125,True,0.00030459463596343994,0.01642036124794588
01,126,True,0.00013721734285354614,0.26272577996715674
01,127,True,2.752244472503662e-05,0.5090311986863707
01,128,True,0.0003861933946609497,0.6798029556650249
01,129,True,8.707493543624878e-05,0.7684729064039395
01,130,True,0.00023668259382247925,0.8505747126436791
01,131,True,9.600818157196045e-05,0.8571428571428572
01,132,True,0.0004579871892929077,0.8571428571428568
01,133,True,7.486343383789062e-05,0.5714285714285712
01,134,False,0.00018665939569473267,1.8587848932676527
01,135,True,2.1927058696746826e-05,0.27422003284072227
01,136,True,3.926455974578857e-06,0.16912972085385936
01,137,True,0.0002559870481491089,0.0870279146141224
01,138,True,0.0001865178346633911,0.00492610837438523
01,139,True,2.3387372493743896e-05,0.07717569786535439
01,140,False,6.508827209472656e-05,6.211822660098525
01,141,True,0.00028664618730545044,0.6666666666666679
01,142,True,2.1636486053466797e-05,0.6666666666666661
01,143,True,0.0002629309892654419,0.6666666666666661
01,144,True,0.000421375036239624,0.6666666666666679
01,145,True,1.582503318786621e-05,0.6666666666666661
01,146,True,2.3126602172851562e-05,0.6666666666666661
01,147,True,0.0002791285514831543,0.6666666666666661
01,148,True,0.00021151453256607056,0.6568144499178983
01,149,True,0.00011722743511199951,0.6666666666666661
01,150,False,0.00015841424465179443,0.19704433497536833
01,151,True,0.00016786158084869385,0.7142857142857144
01,152,True,3.221631050109863e-05,0.7142857142857144
01,153,True,0.0002556517720222473,0.7142857142857144
01,154,True,0.00011131912469863892,0.7142857142857135
01,155,True,5.074590444564819e-05,0.3809523809523805
01,156,False,0.00024346262216567993,1.320197044334975
01,157,True,4.320591688156128e-05,0.346469622331691
01,158,True,0.0005108416080474854,0.33333333333333304
01,159,True,0.00012509524822235107,0.4285714285714288
01,160,True,0.00010706484317779541,0.4285714285714284
01,161,True,9.663403034210205e-05,0.09523809523809534
01,162,True,0.00023233890533447266,0.09523809523809534
01,163,True,0.00010475516319274902,0.0
01,164,True,2.724677324295044e-05,0.0
01,165,True,0.00023506581783294678,0.0
01,166,True,3.573298454284668e-05,0.0
01,167,True,0.00013084709644317627,0.0
01,168,True,0.0001253187656402588,0.0
01,169,True,4.1365623474121094e-05,0.0
01,170,True,0.00016964972019195557,0.0
01,171,True,1.2382864952087402e-05,0.047619047619049226
01,172,True,0.00018396973609924316,0.04761904761904745
01,173,True,0.00014662742614746094,0.04761904761904745
01,174,True,0.00012839585542678833,0.04761904761904745
01,175,True,8.183717727661133e-05,0.04761904761904745
01,176,True,0.0001572743058204651,0.04761904761904745
01,177,True,0.00011808425188064575,0.0
01,178,True,5.757063627243042e-05,0.0
01,179,True,6.51925802230835e-05,0.0
01,180,True,0.00014381855726242065,0.0
01,181,True,3.976374864578247e-05,0.0
01,182,True,0.00019812583923339844,0.0
01,183,True,0.00023220479488372803,0.0
01,184,True,2.6226043701171875e-05,0.0
01,185,True,6.2502920627594e-05,0.0
01,186,True,9.760260581970215e-06,0.0
01,187,True,0.00022671371698379517,0.0
01,188,True,0.0002382621169090271,0.0
01,189,True,8.749216794967651e-05,0.0
01,190,True,4.470348358154297e-05,0.0
01,191,True,7.443130016326904e-06,0.0
01,192,True,2.8990209102630615e-05,0.0
01,193,True,0.0002887845039367676,0.0
01,194,True,8.349120616912842e-05,0.0
01,195,True,0.00019446015357971191,0.0
01,196,True,0.00010392069816589355,0.0
01,197,True,0.0001562759280204773,0.0
01,198,True,0.000143393874168396,0.0
01,199,True,6.811320781707764e-05,0.0
01,200,True,0.00011246651411056519,0.0
01,201,True,0.00017508864402770996,0.0
01,202,True,0.00017124414443969727,0.0
01,203,True,7.40736722946167e-05,0.0
01,204,True,7.990002632141113e-05,0.0
01,205,True,5.446374416351318e-06,0.0
01,206,True,4.4718384742736816e-05,0.0
01,207,True,0.00037429481744766235,0.0
01,208,True,7.070600986480713e-06,0.0
01,209,True,2.0384788513183594e-05,0.0
01,210,True,7.778406143188477e-06,0.0
01,211,True,7.381290197372437e-05,0.0
01,212,True,0.00013796240091323853,0.0
01,213,True,0.0001682192087173462,0.0
01,214,True,0.0002981722354888916,0.0
01,215,True,0.00027507543563842773,0.0
01,216,True,0.00011999160051345825,0.0
