video,frame
24,18
16,18
09,16
04,17
21,15
13,17
17,15
19,15
08,20
06,16
03,15
15,16
21,19
03,18
06,18
07,16
18,20
09,19
16,16
13,15
07,18
04,15
06,19
03,17
02,15
10,16
17,18
18,18
07,15
03,22
21,17
08,19
13,16
03,23
01,15
07,19
10,17
23,18
21,16
06,17
10,18
19,16
22,17
21,18
24,17
09,17
06,15
23,15
13,19
09,20
18,15
07,17
06,20
22,15
24,16
04,19
02,16
16,15
09,18
03,19
19,17
17,17
14,15
04,18
15,15
08,18
23,17
22,16
17,16
03,21
24,15
06,22
09,15
02,17
21,20
04,16
13,18
16,17
22,18
08,16
18,16
03,20
10,15
23,16
14,16
02,19
02,20
19,18
18,17
04,20
06,21
18,19
08,17
19,19
08,15
03,16
02,18
09,40
06,36
04,32
22,27
22,30
10,21
23,25
19,21
22,20
18,35
07,20
08,26
06,29
01,27
07,27
24,23
19,38
19,36
17,19
03,36
06,23
19,37
16,28
21,32
03,41
24,29
02,25
22,36
16,22
13,35
23,37
09,39
01,29
04,36
19,33
10,36
06,41
22,24
09,31
15,32
19,28
22,25
19,26
09,25
09,22
17,35
06,38
06,32
24,20
21,30
24,33
13,31
19,25
21,31
23,30
24,24
09,33
16,30
15,28
08,22
13,22
17,22
14,27
03,43
03,39
03,35
02,36
01,26
02,27
17,37
09,38
02,40
07,30
14,19
23,34
09,24
01,22
15,20
19,20
16,25
01,18
06,43
10,33
02,22
08,34
16,34
21,24
21,22
13,25
23,19
17,26
02,32
10,30
21,34
21,23
03,38
15,30
18,30
06,24
07,36
07,28
19,39
08,39
04,26
24,36
23,28
08,30
18,24
14,17
18,41
08,40
22,29
22,28
04,39
18,36
23,31
04,21
04,31
16,23
18,26
02,28
17,30
18,31
24,32
08,25
19,29
01,28
24,22
10,34
06,27
15,33
07,37
10,29
23,26
03,26
07,33
16,26
16,20
21,41
17,23
13,33
09,26
08,24
15,24
16,33
22,33
07,34
19,31
16,27
15,18
14,29
08,28
23,23
17,31
24,31
19,24
18,27
21,27
09,29
01,16
02,29
02,21
13,37
10,24
03,45
18,23
09,34
14,22
18,38
16,31
09,28
23,29
10,37
08,32
06,40
02,37
02,24
09,27
06,44
15,21
16,37
08,27
13,29
08,41
08,33
09,36
21,25
08,29
02,35
15,17
08,35
23,20
14,23
04,38
24,34
10,19
01,17
18,25
06,26
02,38
21,29
19,35
04,40
03,28
04,29
01,24
21,35
15,25
10,32
24,19
08,38
16,35
21,39
16,24
21,26
18,22
02,31
09,21
06,35
10,22
23,36
21,36
13,26
06,33
17,20
19,22
10,28
02,30
19,34
15,26
07,38
23,27
07,22
08,37
23,24
01,20
22,26
17,32
03,42
04,24
15,19
23,22
14,31
09,23
04,35
17,34
14,25
22,32
04,37
06,30
04,34
15,29
07,24
17,27
22,22
06,25
03,33
03,24
16,21
22,23
24,30
19,30
06,39
03,29
02,23
24,27
18,32
17,33
18,28
22,21
10,23
21,40
02,39
22,19
10,26
02,26
06,28
10,27
14,24
13,20
18,21
21,37
24,25
14,20
03,27
01,19
08,21
24,26
15,27
04,27
13,34
24,28
01,25
23,32
21,28
17,29
13,27
03,37
13,32
01,23
10,25
09,35
06,31
04,23
22,31
18,39
13,30
07,21
14,18
07,32
04,33
14,28
21,21
03,44
13,24
07,23
04,28
15,23
03,46
02,33
19,27
18,40
13,36
09,37
24,35
22,37
03,40
18,34
23,33
04,25
21,33
06,37
04,30
16,29
24,21
03,31
17,28
13,38
14,26
09,30
17,36
17,25
16,36
08,36
07,31
04,22
18,29
08,23
06,42
22,35
13,23
18,37
06,34
13,28
18,33
19,23
03,30
14,21
15,31
17,24
03,32
01,30
10,35
14,30
16,19
21,38
14,32
19,32
08,31
17,21
07,29
22,34
07,26
03,34
23,35
15,22
07,35
09,41
16,32
10,20
01,21
13,21
10,31
02,34
23,21
09,32
07,25
03,25
23,45
02,46
04,50
01,34
01,45
21,53
22,40
10,48
21,50
15,40
01,36
10,56
22,38
13,56
06,54
03,60
16,42
10,41
24,55
21,58
19,41
16,53
13,47
